epoch,stock,avg_loss,model_name,arch,n_qubits,n_qlayers,lr,lookback,batch_size,n_epoch,seed
1,NVDA,0.15939623456109653,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,DIS,0.14514600756493481,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,KO,0.0506766794080084,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,MO,0.13709272325716235,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,BABA,0.06930223683064635,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,MA,0.07656720145182176,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,V,0.05716618040407246,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,JPM,0.03986906323751265,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,PG,0.03777759462933649,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,TSM,0.0388264498800378,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,META,0.050150856375694275,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,TSLA,0.10444209614599292,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,MSFT,0.020138100847940554,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,AAPL,0.01828251952644099,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,ABBV,0.009238835646432231,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,PEP,0.02188274416733872,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,CRM,0.009814782650209963,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,PFE,0.010717977981337092,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,NFLX,0.012089078864929352,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,AMD,0.01076127501966601,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,ABT,0.011643074579875578,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,PM,0.012903703990477052,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,BA,0.01096845585429533,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,NKE,0.0073082008166238666,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,GS,0.012496509610421279,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,T,0.0071620136838067665,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,C,0.009182695468718355,QLSTM,4.2,4,3,0.030000,5,16,50,4
1,MU,0.012075906090269034,QLSTM,4.2,4,3,0.030000,5,16,50,4
2,NVDA,0.006906815772791478,QLSTM,4.2,4,3,0.029420,5,16,50,4
2,DIS,0.010377943431111899,QLSTM,4.2,4,3,0.029420,5,16,50,4
