epoch,stock,avg_loss,model_name,arch,n_qlayers,lr,lookback,batch_size,n_epoch,seed
1,NVDA,0.2097620696506717,QLSTM,1,2,0.03,10,16,50,1
1,DIS,0.15471579777923497,QLSTM,1,2,0.03,10,16,50,1
1,KO,0.04258771130645817,QLSTM,1,2,0.03,10,16,50,1
1,MO,0.015740759543735872,QLSTM,1,2,0.03,10,16,50,1
1,BABA,0.020623218797316604,QLSTM,1,2,0.03,10,16,50,1
1,MA,0.011952000818299975,QLSTM,1,2,0.03,10,16,50,1
1,V,0.019594019659879534,QLSTM,1,2,0.03,10,16,50,1
1,JPM,0.024348884249444713,QLSTM,1,2,0.03,10,16,50,1
1,PG,0.029277503786777907,QLSTM,1,2,0.03,10,16,50,1
1,TSM,0.013642199295149609,QLSTM,1,2,0.03,10,16,50,1
1,META,0.013766505353322083,QLSTM,1,2,0.03,10,16,50,1
1,TSLA,0.017932373628189616,QLSTM,1,2,0.03,10,16,50,1
1,MSFT,0.007490686088038439,QLSTM,1,2,0.03,10,16,50,1
1,AAPL,0.009524167070842603,QLSTM,1,2,0.03,10,16,50,1
1,ABBV,0.01149756046520038,QLSTM,1,2,0.03,10,16,50,1
1,PEP,0.011239186797121709,QLSTM,1,2,0.03,10,16,50,1
1,CRM,0.008597613777965307,QLSTM,1,2,0.03,10,16,50,1
1,PFE,0.004681618450294164,QLSTM,1,2,0.03,10,16,50,1
1,NFLX,0.008333435218611901,QLSTM,1,2,0.03,10,16,50,1
1,AMD,0.0067371835254810076,QLSTM,1,2,0.03,10,16,50,1
1,ABT,0.006616968989626251,QLSTM,1,2,0.03,10,16,50,1
1,PM,0.011203840660693293,QLSTM,1,2,0.03,10,16,50,1
1,BA,0.005921545613091439,QLSTM,1,2,0.03,10,16,50,1
1,NKE,0.005827205771559172,QLSTM,1,2,0.03,10,16,50,1
1,GS,0.010666392277926207,QLSTM,1,2,0.03,10,16,50,1
1,T,0.0046676993528804315,QLSTM,1,2,0.03,10,16,50,1
1,C,0.006315307448279451,QLSTM,1,2,0.03,10,16,50,1
1,MU,0.008804268711669878,QLSTM,1,2,0.03,10,16,50,1
2,NVDA,0.0026287313614209943,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,DIS,0.005497797032479535,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,KO,0.010779400080950423,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,MO,0.007527800044044852,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,BABA,0.012731876668774268,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,MA,0.010270703308792277,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,V,0.00969233571297743,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,JPM,0.0067354319405487995,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,PG,0.010059405986050313,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,TSM,0.0041065825392830775,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,META,0.004824530888899145,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,TSLA,0.008285569365728985,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,MSFT,0.005013221245132048,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,AAPL,0.008308151017197153,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,ABBV,0.008078921628607945,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,PEP,0.00972930099603466,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,CRM,0.0062320983270183206,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,PFE,0.0031890699068423023,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,NFLX,0.005389342058068988,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,AMD,0.005840729414062066,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,ABT,0.005950599993494424,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,PM,0.010722324855371633,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,BA,0.005813576079989699,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,NKE,0.004961557575205172,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,GS,0.010138581326993351,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,T,0.004422570282424038,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,C,0.0058657714874822305,QLSTM,1,2,0.029419999999999998,10,16,50,1
2,MU,0.008168794638053938,QLSTM,1,2,0.029419999999999998,10,16,50,1
3,NVDA,0.0022713396756444126,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,DIS,0.004909186412326314,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,KO,0.010919163627973334,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,MO,0.0075866616309874435,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,BABA,0.012841754518872634,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,MA,0.009777199318209156,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,V,0.009321956768293272,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,JPM,0.006221027589741756,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,PG,0.009468979149294848,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,TSM,0.004018965500025925,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,META,0.00431347464803945,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,TSLA,0.008093508500182494,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,MSFT,0.004858854316725311,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,AAPL,0.008489957989447496,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,ABBV,0.007436007695187899,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,PEP,0.009706827642565424,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,CRM,0.006060370127670467,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,PFE,0.0030029889577153053,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,NFLX,0.005067843335299668,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,AMD,0.005722466327080672,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,ABT,0.005581055693751709,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,PM,0.01048561427953907,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,BA,0.0055066389137540354,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,NKE,0.0047015063570473685,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,GS,0.009924711574884977,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,T,0.00400837299159982,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,C,0.005577569584023546,QLSTM,1,2,0.028839999999999998,10,16,50,1
3,MU,0.0075787270272319966,QLSTM,1,2,0.028839999999999998,10,16,50,1
4,NVDA,0.0022568046115338802,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,DIS,0.004562883714573796,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,KO,0.010282748886807398,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,MO,0.007288762093098326,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,BABA,0.012574636398560622,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,MA,0.009804144480519673,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,V,0.009205974638462067,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,JPM,0.006168629180385985,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,PG,0.009357178139246324,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,TSM,0.003928475812162188,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,META,0.004840144628277895,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,TSLA,0.008013609606264667,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,MSFT,0.005040036673149602,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,AAPL,0.007983475828289309,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,ABBV,0.007574552797119726,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,PEP,0.009356980963440781,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,CRM,0.006328148312274028,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,PFE,0.0029356569549153473,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,NFLX,0.004922887040513821,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,AMD,0.005626507653770122,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,ABT,0.0055751948384568095,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,PM,0.01075672092635862,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,BA,0.005590258494273506,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,NKE,0.004541233594698662,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,GS,0.009736711159348488,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,T,0.004221742311280898,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,C,0.005500544397033413,QLSTM,1,2,0.028259999999999997,10,16,50,1
4,MU,0.00755319990937344,QLSTM,1,2,0.028259999999999997,10,16,50,1
5,NVDA,0.002123188637514514,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,DIS,0.004360901699824767,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,KO,0.010298227393915031,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,MO,0.007111289411444555,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,BABA,0.012812853314575146,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,MA,0.009390151784331962,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,V,0.00905162877064537,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,JPM,0.0058170572896911335,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,PG,0.00917667862747542,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,TSM,0.0036750123677351935,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,META,0.004110240874896673,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,TSLA,0.007841483245349744,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,MSFT,0.004971640285062181,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,AAPL,0.008253928168084134,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,ABBV,0.007449429619803347,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,PEP,0.009245644852688367,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,CRM,0.0059770230754193935,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,PFE,0.0028176541937599804,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,NFLX,0.004876180779485201,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,AMD,0.005725889720700004,QLSTM,1,2,0.027679999999999996,10,16,50,1
5,ABT,0.005541129334067757,QLSTM,1,2,0.027679999999999996,10,16,50,1
