epoch,stock,avg_loss,model_name,arch,n_qlayers,lr,lookback,batch_size,n_epoch,seed
1,NVDA,0.001817194096722894,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,DIS,0.003843250832605091,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,KO,0.010661289339292456,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,MO,0.006837334034075452,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,BABA,0.012143787017769435,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,MA,0.009260795925828543,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,V,0.009167012229392474,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,JPM,0.005203910531814803,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,PG,0.009137259023687378,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,TSM,0.0033397214905231854,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,META,0.0036879899086092005,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,TSLA,0.007326363220768558,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,MSFT,0.004667659268968485,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,AAPL,0.007880896075882694,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,ABBV,0.00815474344629117,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,PEP,0.008639806574633853,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,CRM,0.005475100055760281,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,PFE,0.0027792792322791434,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,NFLX,0.0038477628100240095,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,AMD,0.005210625642741268,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,ABT,0.005102730726569213,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,PM,0.010017521764067087,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,BA,0.005344260420480912,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,NKE,0.004085393802432174,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,GS,0.009098326977850362,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,T,0.003861967852571979,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,C,0.005086206524124877,QLSTM,1,2,0.0009999999999999992,10,16,50,2
1,MU,0.006992403629489921,QLSTM,1,2,0.0009999999999999992,10,16,50,2
2,NVDA,0.0018137574291110716,QLSTM,1,2,0.0009999999999999992,10,16,50,2
2,DIS,0.003877708148634569,QLSTM,1,2,0.0009999999999999992,10,16,50,2
2,KO,0.010641691655936565,QLSTM,1,2,0.0009999999999999992,10,16,50,2
