Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,341.6800,344.7550,340.0900,341.5400,1903754,340.5400
2023-12-01,341.4600,348.8900,340.4200,348.4300,3623292,0.0202
2023-12-04,346.3000,350.4900,345.2900,349.3900,2178216,0.0028
2023-12-05,346.6000,346.8337,340.5400,341.7500,2429702,-0.0219
2023-12-06,343.5100,347.0000,341.6000,341.9700,1828792,0.0006
2023-12-07,343.7100,344.6900,342.0000,344.6200,2162631,0.0077
2023-12-08,344.3100,352.2900,343.7758,350.8300,2239001,0.0180
2023-12-11,351.4400,353.0300,349.0500,351.7600,1635961,0.0027
2023-12-12,351.4100,353.9956,349.5800,352.6100,1597669,0.0024
2023-12-13,352.9400,362.8500,351.6000,362.7300,2876467,0.0287
