Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,245.1400,245.2200,236.9100,240.0800,132353196,239.0800
2023-12-01,233.1400,240.1900,231.9000,238.8300,121331709,-0.0052
2023-12-04,235.7500,239.3733,233.2902,235.5800,104099817,-0.0136
2023-12-05,233.8700,246.6600,233.7000,238.7200,137971115,0.0133
2023-12-06,242.9200,246.5700,239.1709,239.3700,125905295,0.0027
2023-12-07,241.5500,244.0800,236.9800,242.6400,107142262,0.0137
2023-12-08,240.2700,245.2700,239.2701,243.8400,103126829,0.0049
2023-12-11,242.7400,243.4410,237.4500,239.7400,97913888,-0.0168
2023-12-12,238.5500,238.9900,233.8700,237.0100,95328313,-0.0114
2023-12-13,234.1900,240.3000,228.2000,239.2900,146286348,0.0096
