Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,331.8900,333.5000,322.4037,327.1500,23146387,326.1500
2023-12-01,325.4800,326.8600,320.7600,324.8200,15276375,-0.0071
2023-12-04,317.2900,320.8600,313.6600,320.0200,19037080,-0.0148
2023-12-05,318.9800,321.8800,315.3900,318.2900,16952128,-0.0054
2023-12-06,321.9300,322.2500,317.0400,317.4500,11264491,-0.0026
2023-12-07,317.7700,328.2400,317.7700,326.5900,15905079,0.0288
2023-12-08,323.0900,333.1700,323.0000,332.7500,14087351,0.0189
2023-12-11,329.4000,329.8900,319.9950,325.2800,25802462,-0.0224
2023-12-12,324.6000,334.4700,324.5600,334.2200,18485461,0.0275
2023-12-13,333.9300,338.3700,332.6400,334.7400,16353321,0.0016
