Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,249.0500,252.5000,243.6500,251.9000,24425715,250.9000
2023-12-01,250.0000,263.4300,249.7000,260.0000,14538232,0.0322
2023-12-04,252.8000,255.1200,249.8500,250.6600,11429249,-0.0359
2023-12-05,249.9900,251.6700,248.6400,251.0200,5771514,0.0014
2023-12-06,251.5200,253.9827,248.8500,249.1300,5288675,-0.0075
2023-12-07,248.7500,250.7300,246.8861,248.8500,6568249,-0.0011
2023-12-08,248.5500,252.0900,248.0000,250.8100,4605805,0.0079
2023-12-11,250.0000,253.5200,249.7100,252.1000,4765980,0.0051
2023-12-12,251.8000,256.5800,251.0200,256.4500,5827551,0.0173
2023-12-13,257.5100,259.1200,255.1600,257.3200,6567630,0.0034
