Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,475.3100,478.5907,470.4200,473.9700,4287349,472.9700
2023-12-01,473.1700,475.2299,464.6000,465.7400,4341471,-0.0174
2023-12-04,460.9900,461.2000,451.2000,453.9000,5157713,-0.0254
2023-12-05,450.7000,456.3900,449.5800,455.1500,3380674,0.0028
2023-12-06,460.0000,460.5000,445.7300,446.7300,4157611,-0.0185
2023-12-07,450.8500,452.8850,448.3200,452.0000,3506722,0.0118
2023-12-08,450.7600,455.5000,450.7600,453.7600,3458384,0.0039
2023-12-11,459.3600,470.6500,457.2100,459.8900,4929662,0.0135
2023-12-12,465.2300,465.6100,459.1962,463.0000,3302660,0.0068
2023-12-13,461.9800,481.2500,461.9800,479.9800,5820192,0.0367
