Time,Open,High,Low,Close,Volume,Percentage Change
2021-11-24,150.6900,151.4100,148.8000,151.3400,14123739,150.3400
2021-11-26,146.8000,148.8500,145.8500,148.1100,12027675,-0.0213
2021-11-29,148.8100,149.3000,144.2500,147.8100,21231323,-0.0020
2021-11-30,146.7200,147.2800,143.1100,144.9000,26011109,-0.0197
2021-12-01,146.7000,148.3700,142.0400,142.1500,16503227,-0.0190
2021-12-02,142.8400,147.6500,142.7700,147.2000,18177709,0.0355
2021-12-03,147.8100,148.3150,144.3200,146.2200,14975619,-0.0067
2021-12-06,147.2800,150.7399,146.6700,150.3700,14333932,0.0284
2021-12-07,151.8400,152.7600,149.7200,150.8100,14661067,0.0029
2021-12-08,150.9100,153.6550,150.5600,153.3400,12886261,0.0168
2021-12-09,152.2700,154.2900,151.7000,152.9400,11862333,-0.0026
2021-12-10,153.5800,154.6600,151.4500,152.7100,10247891,-0.0015
2021-12-13,152.1200,152.5000,149.2900,150.4300,10195818,-0.0149
2021-12-14,149.2600,151.6200,148.5200,149.1000,10872028,-0.0088
2021-12-15,148.7600,150.9200,147.3500,150.4000,12231479,0.0087
2021-12-16,151.3500,152.0600,148.5800,148.7500,11145624,-0.0110
2021-12-17,148.5100,149.8400,146.5700,148.7600,13878798,0.0001
2021-12-20,146.9800,147.7300,145.0800,146.4700,11201921,-0.0154
2021-12-21,147.5600,151.4250,147.3900,151.0500,10781406,0.0313
2021-12-22,150.4200,152.2000,149.8700,151.8800,7820439,0.0055
2021-12-23,152.3200,154.1899,151.9300,153.6300,6572351,0.0115
2021-12-27,152.8800,154.0200,151.4000,152.8000,7765470,-0.0054
2021-12-28,152.6200,156.5000,152.4100,155.2000,12198679,0.0157
2021-12-29,154.5600,155.9200,154.1800,154.8700,8737004,-0.0021
2021-12-30,155.7100,157.0700,155.5150,155.9300,7228438,0.0068
2021-12-31,155.8700,156.5700,154.7400,154.8900,6189861,-0.0067
2022-01-03,155.8300,157.5600,155.3600,156.7600,10228257,0.0121
2022-01-04,158.5900,160.3200,155.5500,155.7300,16582041,-0.0066
2022-01-05,156.5200,159.3800,155.1000,155.1900,12272097,-0.0035
2022-01-06,156.2400,157.7700,153.6791,156.9000,11095326,0.0110
2022-01-07,156.9000,159.3000,156.2900,157.8300,9554622,0.0059
2022-01-10,157.9800,158.2700,154.6500,156.6000,8672855,-0.0078
