Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,189.8400,190.3200,188.1900,189.9500,48794366,188.9500
2023-12-01,190.3300,191.5600,189.2300,191.2400,45704823,0.0068
2023-12-04,189.9800,190.0500,187.4511,189.4300,43389519,-0.0095
2023-12-05,190.2100,194.4000,190.1800,193.4200,66628398,0.0211
2023-12-06,194.4500,194.7600,192.1100,192.3200,40895115,-0.0057
2023-12-07,193.6300,195.0000,193.5900,194.2700,47477655,0.0101
2023-12-08,194.2000,195.9900,193.6700,195.7100,53406358,0.0074
2023-12-11,193.1100,193.4900,191.4200,193.1800,60943699,-0.0129
2023-12-12,193.0800,194.7200,191.7210,194.7100,52696900,0.0079
2023-12-13,195.0900,198.0000,194.8500,197.9600,70404183,0.0167
