Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,254.2500,256.7700,253.1700,256.6800,6874885,255.6800
2023-12-01,255.7900,256.9100,253.9000,256.4500,3939644,-0.0009
2023-12-04,255.9100,257.3850,254.3500,254.4400,5247450,-0.0078
2023-12-05,254.1900,254.8200,252.1400,254.6100,4199094,0.0007
2023-12-06,255.8000,256.8300,253.5300,254.2900,3804631,-0.0013
2023-12-07,254.8900,256.1400,253.5000,255.8200,3589256,0.0060
2023-12-08,255.0000,256.0400,253.8700,255.7400,3732515,-0.0003
2023-12-11,255.0000,257.6300,255.0000,256.5200,6479312,0.0030
2023-12-12,257.3000,259.7200,256.3950,259.5600,5946564,0.0119
2023-12-13,259.1500,262.4800,258.6900,262.3800,4859887,0.0109
