Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,225.0000,233.0000,224.9957,231.6300,8736247,230.6300
2023-12-01,231.7700,235.3800,231.3800,233.8700,6956205,0.0097
2023-12-04,231.3000,234.9400,230.0700,234.8700,5228476,0.0043
2023-12-05,233.5400,234.7400,231.4900,234.1600,3589846,-0.0030
2023-12-06,234.7800,239.2300,234.4300,236.8900,4536324,0.0117
2023-12-07,236.9000,238.3000,230.0000,237.3300,6363664,0.0019
2023-12-08,237.3200,244.7000,237.3200,244.7000,7171150,0.0311
2023-12-11,243.5000,248.0800,243.3100,248.0800,7545047,0.0138
2023-12-12,247.9500,250.5686,247.4000,248.6300,5719220,0.0022
2023-12-13,249.1000,251.8700,247.5316,250.9100,5513393,0.0092
