Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,103.7500,104.7200,103.1100,104.2900,16766264,103.2900
2023-12-01,104.2200,104.9800,103.9000,104.8800,4682345,0.0057
2023-12-04,104.4100,105.5050,104.3000,105.1900,4717698,0.0030
2023-12-05,105.0000,105.2500,103.9500,104.3500,4315538,-0.0080
2023-12-06,104.6300,105.2600,103.8800,104.9400,4134244,0.0057
2023-12-07,105.1850,105.2100,103.9600,104.0500,5199037,-0.0085
2023-12-08,104.1200,104.8600,104.1200,104.5100,3426782,0.0044
2023-12-11,104.2100,106.2500,104.2100,106.2200,5208402,0.0164
2023-12-12,106.3700,107.2200,105.5600,106.6800,5354557,0.0043
2023-12-13,106.0100,107.2800,105.9000,107.2500,6534777,0.0053
