Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,76.8200,77.0000,74.9700,76.1200,21701563,75.1200
2023-12-01,76.0100,76.5400,75.0900,75.9300,14354668,-0.0025
2023-12-04,75.4200,75.6000,73.3300,74.2900,11659334,-0.0216
2023-12-05,73.4700,73.9700,73.0400,73.6900,8800502,-0.0081
2023-12-06,75.3000,75.4000,72.9300,73.1300,8841190,-0.0076
2023-12-07,74.0200,74.2050,72.9900,73.6500,10641263,0.0071
2023-12-08,73.4800,75.3500,73.4300,74.9600,12007067,0.0178
2023-12-11,77.1900,78.5100,76.9650,77.7900,18547625,0.0378
2023-12-12,77.4200,78.2600,77.0985,78.1600,10262094,0.0048
2023-12-13,78.3000,80.2650,78.0300,79.7900,11629880,0.0209
