Time,Open,High,Low,Close,Volume,Percentage Change
2023-11-30,41.9100,42.0500,41.7400,42.0400,8996688,41.0400
2023-12-01,42.1500,42.6300,42.1176,42.6000,6700056,0.0133
2023-12-04,42.5500,42.9600,42.4200,42.5000,6543565,-0.0023
2023-12-05,42.3200,42.7700,42.2500,42.5700,7271766,0.0016
2023-12-06,41.3200,41.6500,40.9600,41.3600,14776167,-0.0284
2023-12-07,41.4800,41.6700,41.2350,41.3200,10658000,-0.0010
2023-12-08,41.3400,41.4300,41.1700,41.3000,7966390,-0.0005
2023-12-11,41.5000,41.6200,41.3200,41.3900,8174728,0.0022
2023-12-12,41.5100,41.5100,41.2800,41.3600,7522077,-0.0007
2023-12-13,41.2800,42.0400,41.0750,42.0200,14063439,0.0160
