,timesteps,data
0,2000-01-03,0.8472067713737488
1,2000-01-04,0.7757788300514221
2,2000-01-05,0.7871307730674744
3,2000-01-06,0.719014048576355
4,2000-01-07,0.7530729174613953
5,2000-01-10,0.7398276925086975
6,2000-01-11,0.7019848227500916
7,2000-01-12,0.6598847508430481
8,2000-01-13,0.7322587370872498
9,2000-01-14,0.7601677179336548
10,2000-01-18,0.7866578698158264
11,2000-01-19,0.8065258860588074
12,2000-01-20,0.8590328693389893
13,2000-01-21,0.8424765467643738
14,2000-01-24,0.8041607737541199
15,2000-01-25,0.8495716452598572
16,2000-01-26,0.8339618444442749
17,2000-01-27,0.8325427174568176
18,2000-01-28,0.7691558003425598
19,2000-01-31,0.7852386236190796
20,2000-02-01,0.7587488293647766
21,2000-02-02,0.7478687763214111
22,2000-02-03,0.7819277048110962
23,2000-02-04,0.8174058198928833
24,2000-02-07,0.8632898330688477
25,2000-02-08,0.8694396615028381
26,2000-02-09,0.8524097800254822
27,2000-02-10,0.8590328693389893
28,2000-02-11,0.8230817317962646
29,2000-02-14,0.8765347003936768
30,2000-02-15,0.9006597995758057
31,2000-02-16,0.8637627363204956
32,2000-02-17,0.8694396615028381
33,2000-02-18,0.8420036435127258
34,2000-02-22,0.861397922039032
35,2000-02-23,0.8798456788063049
36,2000-02-24,0.871922492980957
37,2000-02-25,0.8353806734085083
38,2000-02-28,0.857140839099884
39,2000-02-29,0.8675477504730225
40,2000-03-01,0.9862785935401917
41,2000-03-02,0.923365592956543
42,2000-03-03,0.9687765836715698
43,2000-03-06,0.9512747526168823
44,2000-03-07,0.9299878478050232
45,2000-03-08,0.923365592956543
46,2000-03-09,0.9252577424049377
47,2000-03-10,0.9517476558685303
48,2000-03-13,0.9181617498397827
49,2000-03-14,0.8647090792655945
50,2000-03-15,0.8798456788063049
51,2000-03-16,0.9200535416603088
52,2000-03-17,0.9460708498954773
53,2000-03-20,0.9309338927268982
54,2000-03-21,1.021283745765686
55,2000-03-22,1.0912926197052002
56,2000-03-23,1.0695337057113647
57,2000-03-24,1.0496655702590942
58,2000-03-27,1.056288719177246
59,2000-03-28,1.0529775619506836
60,2000-03-29,1.0288530588150024
61,2000-03-30,0.9517476558685303
62,2000-03-31,1.0279065370559692
63,2000-04-03,1.0089850425720215
64,2000-04-04,0.9635737538337708
65,2000-04-05,0.986752450466156
66,2000-04-06,0.9474905729293823
67,2000-04-07,0.9971587657928467
68,2000-04-10,0.9460708498954773
69,2000-04-11,0.9039708375930786
70,2000-04-12,0.8268657326698303
71,2000-04-13,0.861397922039032
72,2000-04-14,0.8467337489128113
73,2000-04-17,0.9375568628311157
74,2000-04-18,0.9602629542350769
75,2000-04-19,0.916742742061615
76,2000-04-20,0.8997136354446411
77,2000-04-24,0.9120129346847534
78,2000-04-25,0.9711414575576782
79,2000-04-26,0.9181617498397827
80,2000-04-27,0.9593156576156616
81,2000-04-28,0.9389757513999939
82,2000-05-01,0.9408678412437439
83,2000-05-02,0.8921449184417725
84,2000-05-03,0.8708587884902954
85,2000-05-04,0.8377456665039062
86,2000-05-05,0.8561947345733643
87,2000-05-08,0.8334887623786926
88,2000-05-09,0.7980107665061951
89,2000-05-10,0.751653790473938
90,2000-05-11,0.778143584728241
91,2000-05-12,0.8145676851272583
92,2000-05-15,0.7644258141517639
93,2000-05-16,0.7999027371406555
94,2000-05-17,0.7672635912895203
95,2000-05-18,0.7625337243080139
96,2000-05-19,0.7114457488059998
97,2000-05-22,0.6806977391242981
98,2000-05-23,0.6494777798652649
99,2000-05-24,0.6636689305305481
100,2000-05-25,0.6604756712913513
101,2000-05-26,0.6537348031997681
102,2000-05-30,0.6627228260040283
103,2000-05-31,0.6357599496841431
104,2000-06-01,0.6745489239692688
105,2000-06-02,0.7005658745765686
106,2000-06-05,0.6911050081253052
107,2000-06-06,0.7029308676719666
108,2000-06-07,0.7308397889137268
109,2000-06-08,0.7175948619842529
110,2000-06-09,0.7246906161308289
111,2000-06-12,0.6901587843894958
112,2000-06-13,0.7152296900749207
113,2000-06-14,0.6844828128814697
114,2000-06-15,0.6991468667984009
115,2000-06-16,0.6901587843894958
116,2000-06-19,0.7313126921653748
117,2000-06-20,0.7663176655769348
118,2000-06-21,0.8420036435127258
119,2000-06-22,0.813620924949646
120,2000-06-23,0.782400906085968
121,2000-06-26,0.8192977905273438
122,2000-06-27,0.7833467125892639
123,2000-06-28,0.8240277171134949
124,2000-06-29,0.7757788300514221
125,2000-06-30,0.7928078174591064
126,2000-07-03,0.8069987297058105
127,2000-07-05,0.7814546823501587
128,2000-07-06,0.7842927575111389
129,2000-07-07,0.8240277171134949
130,2000-07-10,0.8647090792655945
131,2000-07-11,0.8618710041046143
132,2000-07-12,0.8911986351013184
133,2000-07-13,0.8552486896514893
134,2000-07-14,0.8732239007949829
135,2000-07-17,0.8826849460601807
136,2000-07-18,0.8666008710861206
137,2000-07-19,0.7975378632545471
138,2000-07-20,0.8344348669052124
139,2000-07-21,0.810782790184021
140,2000-07-24,0.7369896173477173
141,2000-07-25,0.7578028440475464
142,2000-07-26,0.7578028440475464
143,2000-07-27,0.7871307730674744
144,2000-07-28,0.7313126921653748
145,2000-07-31,0.7691558003425598
146,2000-08-01,0.746449887752533
147,2000-08-02,0.7152296900749207
148,2000-08-03,0.7265828847885132
149,2000-08-04,0.7171218991279602
