,timesteps,data
150,2000-08-07,0.7256366610527039
151,2000-08-08,0.7076608538627625
152,2000-08-09,0.719014048576355
153,2000-08-10,0.7199598550796509
154,2000-08-11,0.7218526601791382
155,2000-08-14,0.7123917937278748
156,2000-08-15,0.7067149877548218
157,2000-08-16,0.7341508269309998
158,2000-08-17,0.7786166071891785
159,2000-08-18,0.7568568587303162
160,2000-08-21,0.7644258141517639
161,2000-08-22,0.782400906085968
162,2000-08-23,0.8221359252929688
163,2000-08-24,0.849335253238678
164,2000-08-25,0.8599786758422852
165,2000-08-28,0.8788996338844299
166,2000-08-29,0.8959296345710754
167,2000-08-30,0.9006597995758057
168,2000-08-31,0.9224196076393127
169,2000-09-01,0.9602629542350769
170,2000-09-05,0.9451245665550232
171,2000-09-06,0.8845765590667725
172,2000-09-07,0.9385030269622803
173,2000-09-08,0.8911986351013184
174,2000-09-11,0.8845765590667725
175,2000-09-12,0.874169647693634
176,2000-09-13,0.8779537081718445
177,2000-09-14,0.8606881499290466
178,2000-09-15,0.8360903263092041
179,2000-09-18,0.9181617498397827
180,2000-09-19,0.907282829284668
181,2000-09-20,0.9240751266479492
182,2000-09-21,0.8580866456031799
183,2000-09-22,0.7899697422981262
184,2000-09-25,0.8098368048667908
185,2000-09-26,0.7786166071891785
186,2000-09-27,0.7407737970352173
187,2000-09-28,0.8098368048667908
188,2000-09-29,0.3897809684276581
189,2000-10-02,0.3670758605003357
190,2000-10-03,0.33774784207344055
191,2000-10-04,0.3576148450374603
192,2000-10-05,0.33396291732788086
193,2000-10-06,0.335855096578598
194,2000-10-09,0.3292328715324402
195,2000-10-10,0.3159879446029663
196,2000-10-11,0.2970660328865051
197,2000-10-12,0.30274292826652527
198,2000-10-13,0.33396291732788086
199,2000-10-16,0.3254488706588745
200,2000-10-17,0.3046349585056305
201,2000-10-18,0.3046349585056305
202,2000-10-19,0.2866598665714264
203,2000-10-20,0.29517391324043274
204,2000-10-23,0.30841898918151855
205,2000-10-24,0.28571394085884094
206,2000-10-25,0.2800368070602417
207,2000-10-26,0.2800368070602417
208,2000-10-27,0.2809829115867615
209,2000-10-30,0.29233604669570923
210,2000-10-31,0.29611992835998535
211,2000-11-01,0.310310959815979
212,2000-11-02,0.33774784207344055
213,2000-11-03,0.3368009030818939
214,2000-11-06,0.32450297474861145
215,2000-11-07,0.3226100206375122
216,2000-11-08,0.3036888837814331
217,2000-11-09,0.3055810034275055
218,2000-11-10,0.2885518968105316
219,2000-11-13,0.2932819724082947
220,2000-11-14,0.3065269887447357
221,2000-11-15,0.30085086822509766
222,2000-11-16,0.28760582208633423
223,2000-11-17,0.2800368070602417
224,2000-11-20,0.2866598665714264
225,2000-11-21,0.28476786613464355
226,2000-11-22,0.2800368070602417
227,2000-11-24,0.29233604669570923
228,2000-11-27,0.2828750014305115
229,2000-11-28,0.2729417681694031
230,2000-11-29,0.26584598422050476
231,2000-11-30,0.24976295232772827
232,2000-12-01,0.2582778334617615
233,2000-12-04,0.2526009976863861
234,2000-12-05,0.2573310434818268
235,2000-12-06,0.21665002405643463
236,2000-12-07,0.21665002405643463
237,2000-12-08,0.22800301015377045
238,2000-12-11,0.2298949658870697
239,2000-12-12,0.23273387551307678
240,2000-12-13,0.22705695033073425
241,2000-12-14,0.21854284405708313
242,2000-12-15,0.21286599338054657
243,2000-12-18,0.21570397913455963
244,2000-12-19,0.21191996335983276
245,2000-12-20,0.21759606897830963
246,2000-12-21,0.21286599338054657
247,2000-12-22,0.22705695033073425
248,2000-12-26,0.22232690453529358
249,2000-12-27,0.22421894967556
250,2000-12-28,0.22421894967556
251,2000-12-29,0.22516494989395142
252,2001-01-02,0.22516494989395142
253,2001-01-03,0.2478707730770111
254,2001-01-04,0.2582778334617615
255,2001-01-05,0.2478707730770111
256,2001-01-08,0.2507089674472809
257,2001-01-09,0.2601698637008667
258,2001-01-10,0.2507089674472809
259,2001-01-11,0.2724688649177551
260,2001-01-12,0.2601698637008667
261,2001-01-16,0.2592238783836365
262,2001-01-17,0.25449299812316895
263,2001-01-18,0.2828750014305115
264,2001-01-19,0.29517391324043274
265,2001-01-22,0.29138997197151184
266,2001-01-23,0.310310959815979
267,2001-01-24,0.310310959815979
268,2001-01-25,0.3017968535423279
269,2001-01-26,0.29611992835998535
270,2001-01-29,0.3282869756221771
271,2001-01-30,0.3292328715324402
272,2001-01-31,0.32734084129333496
273,2001-02-01,0.319771945476532
274,2001-02-02,0.31220388412475586
275,2001-02-05,0.3055810034275055
276,2001-02-06,0.319771945476532
277,2001-02-07,0.3140958547592163
278,2001-02-08,0.3140958547592163
279,2001-02-09,0.28949788212776184
280,2001-02-12,0.2980128824710846
281,2001-02-13,0.28949788212776184
282,2001-02-14,0.29517391324043274
283,2001-02-15,0.3036888837814331
284,2001-02-16,0.28760582208633423
285,2001-02-20,0.2771989107131958
286,2001-02-21,0.28571394085884094
287,2001-02-22,0.28476786613464355
288,2001-02-23,0.28476786613464355
289,2001-02-26,0.29517391324043274
290,2001-02-27,0.2932819724082947
291,2001-02-28,0.2762528955936432
292,2001-03-01,0.28382089734077454
293,2001-03-02,0.29138997197151184
294,2001-03-05,0.30841898918151855
295,2001-03-06,0.3254488706588745
296,2001-03-07,0.32166391611099243
297,2001-03-08,0.3150418698787689
298,2001-03-09,0.3065269887447357
299,2001-03-12,0.2819289565086365
300,2001-03-13,0.29611992835998535
301,2001-03-14,0.3093649446964264
302,2001-03-15,0.2980128824710846
303,2001-03-16,0.2970660328865051
304,2001-03-19,0.31125786900520325
305,2001-03-20,0.2980128824710846
306,2001-03-21,0.3046349585056305
307,2001-03-22,0.32734084129333496
308,2001-03-23,0.34815388917922974
309,2001-03-26,0.329687237739563
310,2001-03-27,0.3461866080760956
311,2001-03-28,0.3355904221534729
312,2001-03-29,0.3410392999649048
313,2001-03-30,0.33407649397850037
314,2001-04-02,0.3268110752105713
315,2001-04-03,0.30637603998184204
316,2001-04-04,0.29517391324043274
317,2001-04-05,0.3159124255180359
318,2001-04-06,0.311674028635025
319,2001-04-09,0.31091707944869995
320,2001-04-10,0.3336222767829895
321,2001-04-11,0.3299899697303772
322,2001-04-12,0.33937451243400574
323,2001-04-16,0.3245401382446289
324,2001-04-17,0.3087979257106781
325,2001-04-18,0.34497517347335815
326,2001-04-19,0.38932737708091736
327,2001-04-20,0.379034161567688
328,2001-04-23,0.3670758605003357
329,2001-04-24,0.36374539136886597
330,2001-04-25,0.37419044971466064
331,2001-04-26,0.37373608350753784
332,2001-04-27,0.3965929448604584
333,2001-04-30,0.38584598898887634
334,2001-05-01,0.39250633120536804
335,2001-05-02,0.4024961590766907
336,2001-05-03,0.37782272696495056
337,2001-05-04,0.3897809684276581
338,2001-05-07,0.37782272696495056
339,2001-05-08,0.3719194531440735
340,2001-05-09,0.36298829317092896
341,2001-05-10,0.34815388917922974
342,2001-05-11,0.3458837866783142
343,2001-05-14,0.35254400968551636
344,2001-05-15,0.3508792221546173
345,2001-05-16,0.3648049235343933
346,2001-05-17,0.3564798831939697
347,2001-05-18,0.3561772108078003
348,2001-05-21,0.35663074254989624
349,2001-05-22,0.3557228744029999
350,2001-05-23,0.3516353368759155
351,2001-05-24,0.3511818051338196
352,2001-05-25,0.3445216715335846
353,2001-05-29,0.32499444484710693
354,2001-05-30,0.299412339925766
355,2001-05-31,0.30198583006858826
356,2001-06-01,0.31621506810188293
357,2001-06-04,0.31273365020751953
358,2001-06-05,0.3169720470905304
359,2001-06-06,0.31379324197769165
360,2001-06-07,0.3278706669807434
361,2001-06-08,0.3227235674858093
362,2001-06-11,0.30334821343421936
363,2001-06-12,0.30743569135665894
364,2001-06-13,0.30985748767852783
365,2001-06-14,0.3009263277053833
366,2001-06-15,0.3094031810760498
367,2001-06-18,0.3077382743358612
368,2001-06-19,0.30561915040016174
369,2001-06-20,0.3280215263366699
370,2001-06-21,0.34043410420417786
371,2001-06-22,0.33695271611213684
372,2001-06-25,0.3631400763988495
373,2001-06-26,0.3595070242881775
374,2001-06-27,0.35330113768577576
375,2001-06-28,0.35632815957069397
376,2001-06-29,0.3519388437271118
377,2001-07-02,0.3617778420448303
378,2001-07-03,0.36086907982826233
379,2001-07-05,0.3510301113128662
380,2001-07-06,0.3334713578224182
381,2001-07-09,0.343612939119339
382,2001-07-10,0.3199991285800934
383,2001-07-11,0.34119102358818054
384,2001-07-12,0.3687405288219452
385,2001-07-13,0.3761579096317291
386,2001-07-16,0.3626857101917267
387,2001-07-17,0.3799419105052948
388,2001-07-18,0.3147010803222656
389,2001-07-19,0.30213767290115356
390,2001-07-20,0.30244022607803345
391,2001-07-23,0.2957800626754761
392,2001-07-24,0.2889680862426758
393,2001-07-25,0.279582679271698
394,2001-07-26,0.281399130821228
395,2001-07-27,0.2869996726512909
396,2001-07-30,0.2865462601184845
397,2001-07-31,0.28442707657814026
398,2001-08-01,0.288513720035553
399,2001-08-02,0.30001839995384216
400,2001-08-03,0.29517391324043274
401,2001-08-06,0.2895733714103699
402,2001-08-07,0.29138997197151184
403,2001-08-08,0.2860918343067169
404,2001-08-09,0.2883628308773041
405,2001-08-10,0.2879084646701813
406,2001-08-13,0.2889680862426758
407,2001-08-14,0.2835184335708618
408,2001-08-15,0.27912911772727966
409,2001-08-16,0.2823079228401184
410,2001-08-17,0.273528516292572
411,2001-08-20,0.27428460121154785
412,2001-08-21,0.27125751972198486
413,2001-08-22,0.2756476402282715
414,2001-08-23,0.26959267258644104
415,2001-08-24,0.28109660744667053
416,2001-08-27,0.28639453649520874
417,2001-08-28,0.2785228490829468
418,2001-08-29,0.2698952555656433
419,2001-08-30,0.2698952555656433
420,2001-08-31,0.2807938754558563
421,2001-09-04,0.2762528955936432
422,2001-09-05,0.2807938754558563
423,2001-09-06,0.26823049783706665
424,2001-09-07,0.26156938076019287
425,2001-09-10,0.2629323899745941
426,2001-09-17,0.25718024373054504
427,2001-09-18,0.246432363986969
428,2001-09-19,0.2576344311237335
429,2001-09-20,0.23735032975673676
430,2001-09-21,0.2381073236465454
431,2001-09-24,0.24900604784488678
432,2001-09-25,0.23523111641407013
433,2001-09-26,0.2293279767036438
434,2001-09-27,0.2347768247127533
435,2001-09-28,0.2347768247127533
436,2001-10-01,0.23523111641407013
437,2001-10-02,0.2278139740228653
438,2001-10-03,0.2267543226480484
439,2001-10-04,0.24037742614746094
440,2001-10-05,0.24431312084197998
441,2001-10-08,0.24522186815738678
442,2001-10-09,0.24219393730163574
443,2001-10-10,0.25460654497146606
444,2001-10-11,0.2685331404209137
445,2001-10-12,0.27261969447135925
446,2001-10-15,0.2723170518875122
447,2001-10-16,0.27261969447135925
448,2001-10-17,0.25718024373054504
449,2001-10-18,0.2724688649177551
450,2001-10-19,0.2770098149776459
451,2001-10-22,0.2879084646701813
452,2001-10-23,0.27458807826042175
453,2001-10-24,0.2868488132953644
454,2001-10-25,0.29048213362693787
455,2001-10-26,0.28261053562164307
456,2001-10-29,0.26686742901802063
457,2001-10-30,0.26641392707824707
458,2001-10-31,0.26580777764320374
459,2001-11-01,0.281399130821228
460,2001-11-02,0.28109660744667053
461,2001-11-05,0.2886655628681183
462,2001-11-06,0.29623353481292725
463,2001-11-07,0.2965361773967743
464,2001-11-08,0.28321579098701477
465,2001-11-09,0.28321579098701477
466,2001-11-12,0.28382089734077454
467,2001-11-13,0.2932063341140747
468,2001-11-14,0.2968396246433258
469,2001-11-15,0.2944169342517853
470,2001-11-16,0.2871515452861786
471,2001-11-19,0.30274292826652527
472,2001-11-20,0.2956283390522003
473,2001-11-21,0.29789918661117554
474,2001-11-23,0.3003210723400116
475,2001-11-26,0.3234805166721344
476,2001-11-27,0.31787997484207153
477,2001-11-28,0.3107653260231018
478,2001-11-29,0.30910050868988037
479,2001-11-30,0.3224208950996399
480,2001-12-03,0.3186369836330414
481,2001-12-04,0.3390718400478363
482,2001-12-05,0.3596586585044861
483,2001-12-06,0.3448241949081421
484,2001-12-07,0.34119102358818054
485,2001-12-10,0.34119102358818054
486,2001-12-11,0.329687237739563
487,2001-12-12,0.325297087430954
488,2001-12-13,0.31787997484207153
489,2001-12-14,0.3086460828781128
490,2001-12-17,0.31212759017944336
491,2001-12-18,0.3180316686630249
492,2001-12-19,0.32726457715034485
493,2001-12-20,0.3128845989704132
494,2001-12-21,0.31787997484207153
495,2001-12-24,0.3233296573162079
496,2001-12-26,0.325297087430954
497,2001-12-27,0.33407649397850037
498,2001-12-28,0.3395262062549591
499,2001-12-31,0.3315029442310333
