epoch,stock,avg_loss,model_name,arch,n_qubits,n_qlayers,lr,lookback,batch_size,n_epoch,seed
1,NVDA,0.13366351191970435,LSTM,1.1,4,2,0.030000,10,16,50,4
1,DIS,0.05879393981939012,LSTM,1.1,4,2,0.030000,10,16,50,4
1,KO,0.020557319766587832,LSTM,1.1,4,2,0.030000,10,16,50,4
1,MO,0.01853374472226609,LSTM,1.1,4,2,0.030000,10,16,50,4
1,BABA,0.02143768024292182,LSTM,1.1,4,2,0.030000,10,16,50,4
1,MA,0.01709200869399038,LSTM,1.1,4,2,0.030000,10,16,50,4
1,V,0.020605829121036964,LSTM,1.1,4,2,0.030000,10,16,50,4
1,JPM,0.008607824068431828,LSTM,1.1,4,2,0.030000,10,16,50,4
1,PG,0.013518354029987346,LSTM,1.1,4,2,0.030000,10,16,50,4
1,TSM,0.007255181892436336,LSTM,1.1,4,2,0.030000,10,16,50,4
1,META,0.006763215441341427,LSTM,1.1,4,2,0.030000,10,16,50,4
1,TSLA,0.011872452017004516,LSTM,1.1,4,2,0.030000,10,16,50,4
1,MSFT,0.013197359247979793,LSTM,1.1,4,2,0.030000,10,16,50,4
1,AAPL,0.013924857030030002,LSTM,1.1,4,2,0.030000,10,16,50,4
1,ABBV,0.005077202000062574,LSTM,1.1,4,2,0.030000,10,16,50,4
1,PEP,0.01778564406347207,LSTM,1.1,4,2,0.030000,10,16,50,4
1,CRM,0.005706737093119459,LSTM,1.1,4,2,0.030000,10,16,50,4
1,PFE,0.007009747522798451,LSTM,1.1,4,2,0.030000,10,16,50,4
1,NFLX,0.00358106343827041,LSTM,1.1,4,2,0.030000,10,16,50,4
1,AMD,0.0049861889777027745,LSTM,1.1,4,2,0.030000,10,16,50,4
1,ABT,0.006726057131097398,LSTM,1.1,4,2,0.030000,10,16,50,4
1,PM,0.010526654987849972,LSTM,1.1,4,2,0.030000,10,16,50,4
1,BA,0.007138890309513293,LSTM,1.1,4,2,0.030000,10,16,50,4
1,NKE,0.004840426485646854,LSTM,1.1,4,2,0.030000,10,16,50,4
1,GS,0.00982836382040246,LSTM,1.1,4,2,0.030000,10,16,50,4
1,T,0.005260428953492506,LSTM,1.1,4,2,0.030000,10,16,50,4
1,C,0.008835452291267839,LSTM,1.1,4,2,0.030000,10,16,50,4
1,MU,0.007997988342222843,LSTM,1.1,4,2,0.030000,10,16,50,4
2,NVDA,0.0059772699076513,LSTM,1.1,4,2,0.029420,10,16,50,4
