epoch,stock,avg_loss,model_name,arch,n_qubits,n_qlayers,lr,lookback,batch_size,n_epoch,seed
1,NVDA,0.2394515113397078,LSTM,1.1,4,2,0.030000,10,16,50,2
1,DIS,0.18366345517675986,LSTM,1.1,4,2,0.030000,10,16,50,2
1,KO,0.03551097832281481,LSTM,1.1,4,2,0.030000,10,16,50,2
1,MO,0.02555408210239627,LSTM,1.1,4,2,0.030000,10,16,50,2
1,BABA,0.026758434547280722,LSTM,1.1,4,2,0.030000,10,16,50,2
1,MA,0.01894707886756144,LSTM,1.1,4,2,0.030000,10,16,50,2
1,V,0.0219517991962758,LSTM,1.1,4,2,0.030000,10,16,50,2
1,JPM,0.00880613933656026,LSTM,1.1,4,2,0.030000,10,16,50,2
1,PG,0.011237842644649472,LSTM,1.1,4,2,0.030000,10,16,50,2
1,TSM,0.006697731452401389,LSTM,1.1,4,2,0.030000,10,16,50,2
1,META,0.006335917193527249,LSTM,1.1,4,2,0.030000,10,16,50,2
1,TSLA,0.008090863681652329,LSTM,1.1,4,2,0.030000,10,16,50,2
1,MSFT,0.011095706331120296,LSTM,1.1,4,2,0.030000,10,16,50,2
1,AAPL,0.01391994296996431,LSTM,1.1,4,2,0.030000,10,16,50,2
1,ABBV,0.005779856043359773,LSTM,1.1,4,2,0.030000,10,16,50,2
1,PEP,0.016184671464460818,LSTM,1.1,4,2,0.030000,10,16,50,2
1,CRM,0.006714852156371556,LSTM,1.1,4,2,0.030000,10,16,50,2
1,PFE,0.0077456433580003,LSTM,1.1,4,2,0.030000,10,16,50,2
1,NFLX,0.006232027398337695,LSTM,1.1,4,2,0.030000,10,16,50,2
1,AMD,0.005044406100006943,LSTM,1.1,4,2,0.030000,10,16,50,2
1,ABT,0.008196989921006289,LSTM,1.1,4,2,0.030000,10,16,50,2
1,PM,0.011868664317510345,LSTM,1.1,4,2,0.030000,10,16,50,2
1,BA,0.008320056431164796,LSTM,1.1,4,2,0.030000,10,16,50,2
1,NKE,0.0047743134623901414,LSTM,1.1,4,2,0.030000,10,16,50,2
1,GS,0.009502826089208776,LSTM,1.1,4,2,0.030000,10,16,50,2
1,T,0.005192554719873111,LSTM,1.1,4,2,0.030000,10,16,50,2
1,C,0.006597647760910067,LSTM,1.1,4,2,0.030000,10,16,50,2
1,MU,0.009197998474436727,LSTM,1.1,4,2,0.030000,10,16,50,2
2,NVDA,0.007217376535250382,LSTM,1.1,4,2,0.029420,10,16,50,2
2,DIS,0.005950112160379914,LSTM,1.1,4,2,0.029420,10,16,50,2
2,KO,0.010661398113535886,LSTM,1.1,4,2,0.029420,10,16,50,2
2,MO,0.010103888883763417,LSTM,1.1,4,2,0.029420,10,16,50,2
2,BABA,0.015504669122905894,LSTM,1.1,4,2,0.029420,10,16,50,2
2,MA,0.014375710097903555,LSTM,1.1,4,2,0.029420,10,16,50,2
2,V,0.019575338260355322,LSTM,1.1,4,2,0.029420,10,16,50,2
2,JPM,0.006579634384252131,LSTM,1.1,4,2,0.029420,10,16,50,2
2,PG,0.009859133173118938,LSTM,1.1,4,2,0.029420,10,16,50,2
2,TSM,0.004224067770833658,LSTM,1.1,4,2,0.029420,10,16,50,2
2,META,0.004997557161418213,LSTM,1.1,4,2,0.029420,10,16,50,2
2,TSLA,0.008667819979812273,LSTM,1.1,4,2,0.029420,10,16,50,2
2,MSFT,0.010642553298649464,LSTM,1.1,4,2,0.029420,10,16,50,2
2,AAPL,0.013897985685616732,LSTM,1.1,4,2,0.029420,10,16,50,2
2,ABBV,0.005900166410190815,LSTM,1.1,4,2,0.029420,10,16,50,2
2,PEP,0.015654506225308232,LSTM,1.1,4,2,0.029420,10,16,50,2
2,CRM,0.006521902078847316,LSTM,1.1,4,2,0.029420,10,16,50,2
2,PFE,0.006641148732424798,LSTM,1.1,4,2,0.029420,10,16,50,2
2,NFLX,0.004528525433587757,LSTM,1.1,4,2,0.029420,10,16,50,2
2,AMD,0.005568110690960152,LSTM,1.1,4,2,0.029420,10,16,50,2
2,ABT,0.006775147620249878,LSTM,1.1,4,2,0.029420,10,16,50,2
2,PM,0.01259312514131042,LSTM,1.1,4,2,0.029420,10,16,50,2
2,BA,0.007661057424477555,LSTM,1.1,4,2,0.029420,10,16,50,2
2,NKE,0.004761341398327865,LSTM,1.1,4,2,0.029420,10,16,50,2
2,GS,0.009913630656559359,LSTM,1.1,4,2,0.029420,10,16,50,2
2,T,0.005769129011737691,LSTM,1.1,4,2,0.029420,10,16,50,2
2,C,0.007634413185190748,LSTM,1.1,4,2,0.029420,10,16,50,2
2,MU,0.008587832880121741,LSTM,1.1,4,2,0.029420,10,16,50,2
3,NVDA,0.005858069941909475,LSTM,1.1,4,2,0.028840,10,16,50,2
3,DIS,0.004993813660059293,LSTM,1.1,4,2,0.028840,10,16,50,2
3,KO,0.011513436657630584,LSTM,1.1,4,2,0.028840,10,16,50,2
3,MO,0.008916775971143083,LSTM,1.1,4,2,0.028840,10,16,50,2
3,BABA,0.0152818588539958,LSTM,1.1,4,2,0.028840,10,16,50,2
3,MA,0.0152537660588595,LSTM,1.1,4,2,0.028840,10,16,50,2
3,V,0.017268186329271306,LSTM,1.1,4,2,0.028840,10,16,50,2
3,JPM,0.0066639705857431345,LSTM,1.1,4,2,0.028840,10,16,50,2
3,PG,0.010518908913416619,LSTM,1.1,4,2,0.028840,10,16,50,2
3,TSM,0.004915986294773492,LSTM,1.1,4,2,0.028840,10,16,50,2
3,META,0.004841949489094655,LSTM,1.1,4,2,0.028840,10,16,50,2
3,TSLA,0.008308421190701087,LSTM,1.1,4,2,0.028840,10,16,50,2
3,MSFT,0.008379574674604968,LSTM,1.1,4,2,0.028840,10,16,50,2
3,AAPL,0.013419387883252719,LSTM,1.1,4,2,0.028840,10,16,50,2
3,ABBV,0.006753734048371288,LSTM,1.1,4,2,0.028840,10,16,50,2
3,PEP,0.015479415803301063,LSTM,1.1,4,2,0.028840,10,16,50,2
3,CRM,0.0047447164490056985,LSTM,1.1,4,2,0.028840,10,16,50,2
3,PFE,0.006827272781678898,LSTM,1.1,4,2,0.028840,10,16,50,2
3,NFLX,0.003445076856719838,LSTM,1.1,4,2,0.028840,10,16,50,2
3,AMD,0.00582189303399487,LSTM,1.1,4,2,0.028840,10,16,50,2
3,ABT,0.006870729203166609,LSTM,1.1,4,2,0.028840,10,16,50,2
3,PM,0.011841217309913853,LSTM,1.1,4,2,0.028840,10,16,50,2
3,BA,0.008411111923950639,LSTM,1.1,4,2,0.028840,10,16,50,2
3,NKE,0.00450893820644441,LSTM,1.1,4,2,0.028840,10,16,50,2
3,GS,0.009592863413589921,LSTM,1.1,4,2,0.028840,10,16,50,2
3,T,0.005417143894274804,LSTM,1.1,4,2,0.028840,10,16,50,2
3,C,0.008492007925683125,LSTM,1.1,4,2,0.028840,10,16,50,2
3,MU,0.009828677083450284,LSTM,1.1,4,2,0.028840,10,16,50,2
4,NVDA,0.0059270475017414856,LSTM,1.1,4,2,0.028260,10,16,50,2
4,DIS,0.004994578088041057,LSTM,1.1,4,2,0.028260,10,16,50,2
4,KO,0.010976289060305466,LSTM,1.1,4,2,0.028260,10,16,50,2
4,MO,0.00966435915324837,LSTM,1.1,4,2,0.028260,10,16,50,2
4,BABA,0.013794753414748067,LSTM,1.1,4,2,0.028260,10,16,50,2
4,MA,0.01411506911443377,LSTM,1.1,4,2,0.028260,10,16,50,2
4,V,0.01824557273225351,LSTM,1.1,4,2,0.028260,10,16,50,2
4,JPM,0.006391262376299975,LSTM,1.1,4,2,0.028260,10,16,50,2
4,PG,0.011236562478271398,LSTM,1.1,4,2,0.028260,10,16,50,2
4,TSM,0.004765129574066536,LSTM,1.1,4,2,0.028260,10,16,50,2
4,META,0.004859585584860973,LSTM,1.1,4,2,0.028260,10,16,50,2
4,TSLA,0.008021935137962415,LSTM,1.1,4,2,0.028260,10,16,50,2
4,MSFT,0.00984563496471806,LSTM,1.1,4,2,0.028260,10,16,50,2
4,AAPL,0.01392474402250214,LSTM,1.1,4,2,0.028260,10,16,50,2
4,ABBV,0.00522868322018026,LSTM,1.1,4,2,0.028260,10,16,50,2
4,PEP,0.01501326557164165,LSTM,1.1,4,2,0.028260,10,16,50,2
4,CRM,0.005807229688137092,LSTM,1.1,4,2,0.028260,10,16,50,2
4,PFE,0.006454588263295591,LSTM,1.1,4,2,0.028260,10,16,50,2
4,NFLX,0.003415626506797377,LSTM,1.1,4,2,0.028260,10,16,50,2
4,AMD,0.005392715959301727,LSTM,1.1,4,2,0.028260,10,16,50,2
4,ABT,0.006875821008262309,LSTM,1.1,4,2,0.028260,10,16,50,2
4,PM,0.012351870727301999,LSTM,1.1,4,2,0.028260,10,16,50,2
4,BA,0.007576531561260874,LSTM,1.1,4,2,0.028260,10,16,50,2
4,NKE,0.004269259442067282,LSTM,1.1,4,2,0.028260,10,16,50,2
4,GS,0.010342686553485692,LSTM,1.1,4,2,0.028260,10,16,50,2
4,T,0.006557042125760662,LSTM,1.1,4,2,0.028260,10,16,50,2
4,C,0.007103059811263599,LSTM,1.1,4,2,0.028260,10,16,50,2
4,MU,0.008413860701363195,LSTM,1.1,4,2,0.028260,10,16,50,2
5,NVDA,0.005369989127344029,LSTM,1.1,4,2,0.027680,10,16,50,2
5,DIS,0.005235893715342338,LSTM,1.1,4,2,0.027680,10,16,50,2
5,KO,0.011511994822120125,LSTM,1.1,4,2,0.027680,10,16,50,2
5,MO,0.009329320651225069,LSTM,1.1,4,2,0.027680,10,16,50,2
5,BABA,0.014770821244879202,LSTM,1.1,4,2,0.027680,10,16,50,2
5,MA,0.014038467483425682,LSTM,1.1,4,2,0.027680,10,16,50,2
5,V,0.018209911840544504,LSTM,1.1,4,2,0.027680,10,16,50,2
5,JPM,0.0065510194769806485,LSTM,1.1,4,2,0.027680,10,16,50,2
5,PG,0.00960140682714568,LSTM,1.1,4,2,0.027680,10,16,50,2
5,TSM,0.004154037043917924,LSTM,1.1,4,2,0.027680,10,16,50,2
5,META,0.003935443152758208,LSTM,1.1,4,2,0.027680,10,16,50,2
5,TSLA,0.009289031536106697,LSTM,1.1,4,2,0.027680,10,16,50,2
5,MSFT,0.008733264805579727,LSTM,1.1,4,2,0.027680,10,16,50,2
5,AAPL,0.015547164885157888,LSTM,1.1,4,2,0.027680,10,16,50,2
5,ABBV,0.006651043997738849,LSTM,1.1,4,2,0.027680,10,16,50,2
5,PEP,0.018595204773274334,LSTM,1.1,4,2,0.027680,10,16,50,2
5,CRM,0.004921622690744698,LSTM,1.1,4,2,0.027680,10,16,50,2
5,PFE,0.006182616714134135,LSTM,1.1,4,2,0.027680,10,16,50,2
5,NFLX,0.0037397805691315707,LSTM,1.1,4,2,0.027680,10,16,50,2
5,AMD,0.004935596535109322,LSTM,1.1,4,2,0.027680,10,16,50,2
5,ABT,0.006407659141008149,LSTM,1.1,4,2,0.027680,10,16,50,2
5,PM,0.012182068661786616,LSTM,1.1,4,2,0.027680,10,16,50,2
5,BA,0.00725525353548371,LSTM,1.1,4,2,0.027680,10,16,50,2
5,NKE,0.004464036456986584,LSTM,1.1,4,2,0.027680,10,16,50,2
5,GS,0.009541386193384162,LSTM,1.1,4,2,0.027680,10,16,50,2
5,T,0.005221664577468552,LSTM,1.1,4,2,0.027680,10,16,50,2
5,C,0.00714577061378143,LSTM,1.1,4,2,0.027680,10,16,50,2
5,MU,0.009277714014222676,LSTM,1.1,4,2,0.027680,10,16,50,2
6,NVDA,0.0054347609508443966,LSTM,1.1,4,2,0.027100,10,16,50,2
6,DIS,0.005647410495757041,LSTM,1.1,4,2,0.027100,10,16,50,2
6,KO,0.010984629964117299,LSTM,1.1,4,2,0.027100,10,16,50,2
6,MO,0.010120235066014257,LSTM,1.1,4,2,0.027100,10,16,50,2
6,BABA,0.013598710870031606,LSTM,1.1,4,2,0.027100,10,16,50,2
6,MA,0.014716356696391647,LSTM,1.1,4,2,0.027100,10,16,50,2
6,V,0.016366251231044193,LSTM,1.1,4,2,0.027100,10,16,50,2
6,JPM,0.0062221112893894315,LSTM,1.1,4,2,0.027100,10,16,50,2
6,PG,0.009620823770422827,LSTM,1.1,4,2,0.027100,10,16,50,2
6,TSM,0.004147640291855417,LSTM,1.1,4,2,0.027100,10,16,50,2
6,META,0.004679370729718357,LSTM,1.1,4,2,0.027100,10,16,50,2
6,TSLA,0.00902287172291174,LSTM,1.1,4,2,0.027100,10,16,50,2
6,MSFT,0.00894012635531412,LSTM,1.1,4,2,0.027100,10,16,50,2
6,AAPL,0.012650943763384765,LSTM,1.1,4,2,0.027100,10,16,50,2
6,ABBV,0.005448006072335623,LSTM,1.1,4,2,0.027100,10,16,50,2
6,PEP,0.015060710297389463,LSTM,1.1,4,2,0.027100,10,16,50,2
6,CRM,0.004444139326964928,LSTM,1.1,4,2,0.027100,10,16,50,2
6,PFE,0.00663416374432431,LSTM,1.1,4,2,0.027100,10,16,50,2
6,NFLX,0.0036364130845124073,LSTM,1.1,4,2,0.027100,10,16,50,2
6,AMD,0.005048489806623283,LSTM,1.1,4,2,0.027100,10,16,50,2
6,ABT,0.00707687729630958,LSTM,1.1,4,2,0.027100,10,16,50,2
6,PM,0.012856561224907637,LSTM,1.1,4,2,0.027100,10,16,50,2
6,BA,0.008938255825672637,LSTM,1.1,4,2,0.027100,10,16,50,2
6,NKE,0.0041570779497057874,LSTM,1.1,4,2,0.027100,10,16,50,2
6,GS,0.00945398566016758,LSTM,1.1,4,2,0.027100,10,16,50,2
6,T,0.005180980486329645,LSTM,1.1,4,2,0.027100,10,16,50,2
6,C,0.008089531837454573,LSTM,1.1,4,2,0.027100,10,16,50,2
6,MU,0.00849128045692024,LSTM,1.1,4,2,0.027100,10,16,50,2
7,NVDA,0.005832770087925548,LSTM,1.1,4,2,0.026520,10,16,50,2
7,DIS,0.005758691166358238,LSTM,1.1,4,2,0.026520,10,16,50,2
7,KO,0.011264511765065518,LSTM,1.1,4,2,0.026520,10,16,50,2
7,MO,0.008942852024285292,LSTM,1.1,4,2,0.026520,10,16,50,2
7,BABA,0.014585016274147412,LSTM,1.1,4,2,0.026520,10,16,50,2
7,MA,0.014440328877588565,LSTM,1.1,4,2,0.026520,10,16,50,2
7,V,0.017247901192273606,LSTM,1.1,4,2,0.026520,10,16,50,2
7,JPM,0.006285147826102647,LSTM,1.1,4,2,0.026520,10,16,50,2
7,PG,0.010332006442529912,LSTM,1.1,4,2,0.026520,10,16,50,2
7,TSM,0.004333149430088021,LSTM,1.1,4,2,0.026520,10,16,50,2
7,META,0.004684737941715866,LSTM,1.1,4,2,0.026520,10,16,50,2
7,TSLA,0.008003238879609853,LSTM,1.1,4,2,0.026520,10,16,50,2
7,MSFT,0.008782470863397148,LSTM,1.1,4,2,0.026520,10,16,50,2
7,AAPL,0.012764504031193528,LSTM,1.1,4,2,0.026520,10,16,50,2
7,ABBV,0.004953201542693106,LSTM,1.1,4,2,0.026520,10,16,50,2
7,PEP,0.015448421409184282,LSTM,1.1,4,2,0.026520,10,16,50,2
7,CRM,0.004878658790734004,LSTM,1.1,4,2,0.026520,10,16,50,2
7,PFE,0.006462169535966082,LSTM,1.1,4,2,0.026520,10,16,50,2
7,NFLX,0.0035339878311126745,LSTM,1.1,4,2,0.026520,10,16,50,2
