epoch,stock,avg_loss,model_name,arch,n_qubits,n_qlayers,lr,lookback,batch_size,n_epoch,seed
1,NVDA,0.10297574026679451,LSTM,1.1,4,2,0.030000,10,16,50,5
1,DIS,0.02608398705805567,LSTM,1.1,4,2,0.030000,10,16,50,5
1,KO,0.020083736585961146,LSTM,1.1,4,2,0.030000,10,16,50,5
1,MO,0.014464090049097484,LSTM,1.1,4,2,0.030000,10,16,50,5
1,BABA,0.022356531392274934,LSTM,1.1,4,2,0.030000,10,16,50,5
1,MA,0.018065379826690663,LSTM,1.1,4,2,0.030000,10,16,50,5
1,V,0.01906978309323842,LSTM,1.1,4,2,0.030000,10,16,50,5
1,JPM,0.00695183738769794,LSTM,1.1,4,2,0.030000,10,16,50,5
1,PG,0.010638993339274417,LSTM,1.1,4,2,0.030000,10,16,50,5
1,TSM,0.006255504336546768,LSTM,1.1,4,2,0.030000,10,16,50,5
1,META,0.005038711316460235,LSTM,1.1,4,2,0.030000,10,16,50,5
1,TSLA,0.007322290912270546,LSTM,1.1,4,2,0.030000,10,16,50,5
1,MSFT,0.009087078760124066,LSTM,1.1,4,2,0.030000,10,16,50,5
1,AAPL,0.014123267282477835,LSTM,1.1,4,2,0.030000,10,16,50,5
1,ABBV,0.005814504423390396,LSTM,1.1,4,2,0.030000,10,16,50,5
1,PEP,0.016083498421887107,LSTM,1.1,4,2,0.030000,10,16,50,5
1,CRM,0.006393553572706878,LSTM,1.1,4,2,0.030000,10,16,50,5
1,PFE,0.007446606749330054,LSTM,1.1,4,2,0.030000,10,16,50,5
1,NFLX,0.004876623435517435,LSTM,1.1,4,2,0.030000,10,16,50,5
1,AMD,0.005735096574591642,LSTM,1.1,4,2,0.030000,10,16,50,5
1,ABT,0.007698758177205243,LSTM,1.1,4,2,0.030000,10,16,50,5
1,PM,0.01054592468691143,LSTM,1.1,4,2,0.030000,10,16,50,5
1,BA,0.007782155679623512,LSTM,1.1,4,2,0.030000,10,16,50,5
1,NKE,0.006234404514543712,LSTM,1.1,4,2,0.030000,10,16,50,5
1,GS,0.01119143107313324,LSTM,1.1,4,2,0.030000,10,16,50,5
1,T,0.007717096215029332,LSTM,1.1,4,2,0.030000,10,16,50,5
1,C,0.00795355032790791,LSTM,1.1,4,2,0.030000,10,16,50,5
1,MU,0.008718327418054369,LSTM,1.1,4,2,0.030000,10,16,50,5
2,NVDA,0.006302619151855734,LSTM,1.1,4,2,0.029420,10,16,50,5
2,DIS,0.0055695597971366214,LSTM,1.1,4,2,0.029420,10,16,50,5
2,KO,0.011885176878422499,LSTM,1.1,4,2,0.029420,10,16,50,5
2,MO,0.008902608459307388,LSTM,1.1,4,2,0.029420,10,16,50,5
2,BABA,0.014921046348965981,LSTM,1.1,4,2,0.029420,10,16,50,5
2,MA,0.015163010557774793,LSTM,1.1,4,2,0.029420,10,16,50,5
2,V,0.020712461999871513,LSTM,1.1,4,2,0.029420,10,16,50,5
2,JPM,0.008247460164553062,LSTM,1.1,4,2,0.029420,10,16,50,5
2,PG,0.011591518255458637,LSTM,1.1,4,2,0.029420,10,16,50,5
2,TSM,0.005772803518497808,LSTM,1.1,4,2,0.029420,10,16,50,5
2,META,0.004675938398577273,LSTM,1.1,4,2,0.029420,10,16,50,5
2,TSLA,0.007452966902002861,LSTM,1.1,4,2,0.029420,10,16,50,5
2,MSFT,0.009564448486674915,LSTM,1.1,4,2,0.029420,10,16,50,5
