Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-06-30,1219000000,1613000000,394000000,648000000,571000000,None,648000000
2008-09-30,1298000000,1709000000,411000000,-443000000,271000000,None,-443000000
2008-12-31,1371000000,1739000000,368000000,966000000,405000000,None,966000000
2009-03-31,1283000000,1647000000,364000000,881000000,402000000,None,881000000
2009-06-30,1182000000,1646000000,464000000,822000000,494000000,30000000,1327000000
2009-09-30,1311000000,1879000000,568000000,869000000,593000000,25000000,888000000
2009-12-31,1552000000,1960000000,408000000,1217000000,424000000,16000000,1224000000
2010-03-31,1532000000,1959000000,427000000,1122000000,455000000,28000000,1142000000
2010-06-30,1525000000,2029000000,504000000,1137000000,517000000,13000000,1135000000
2010-09-30,2117000000,2117000000,536000000,1113000000,551000000,15000000,1211000000
2010-12-31,1803000000,2238000000,435000000,1366000000,435000000,None,1366000000
2011-03-31,1820000000,2245000000,425000000,1383000000,425000000,None,1383000000
2011-06-30,1799000000,2322000000,523000000,1345000000,523000000,None,1345000000
2011-09-30,2383000000,2383000000,526000000,1362000000,526000000,None,1362000000
2011-12-31,2105000000,2547000000,442000000,1618000000,442000000,None,1618000000
2012-03-31,2140000000,2578000000,438000000,1606000000,438000000,None,1606000000
2012-06-30,2028000000,2565000000,537000000,-2607000000,537000000,None,-2607000000
2012-09-30,2106000000,2731000000,625000000,1522000000,596000000,None,1522000000
2012-12-31,2367000000,2846000000,479000000,1800000000,479000000,None,1800000000
2013-03-31,2466000000,2958000000,492000000,1860000000,492000000,None,1860000000
2013-06-30,2437000000,3001000000,564000000,1828000000,564000000,None,1828000000
2013-09-30,2372000000,2973000000,601000000,1751000000,596000000,None,1751000000
2013-12-31,2679000000,3155000000,476000000,2077000000,476000000,None,2077000000
2014-03-31,2614000000,3163000000,549000000,2048000000,549000000,None,2048000000
2014-06-30,2610000000,3155000000,545000000,2020000000,545000000,None,2020000000
2014-09-30,2957000000,3229000000,272000000,1552000000,272000000,None,1552000000
2014-12-31,2931000000,3382000000,451000000,2238000000,451000000,3000000,2265000000
2015-03-31,2953000000,3409000000,456000000,2281000000,456000000,7000000,2289000000
2015-06-30,3027000000,3518000000,491000000,2262000000,491000000,None,2262000000
2015-09-30,3056000000,3571000000,515000000,2283000000,515000000,None,2283000000
2015-12-31,3095000000,3565000000,470000000,2396000000,470000000,29000000,2668000000
2016-03-31,3155000000,3626000000,471000000,2434000000,471000000,132000000,2573000000
2016-06-30,3075000000,3630000000,555000000,428000000,555000000,None,428000000
2016-09-30,3590000000,4261000000,671000000,2625000000,671000000,None,2625000000
2016-12-31,3911000000,4461000000,550000000,3100000000,550000000,None,3100000000
2017-03-31,3747000000,4477000000,730000000,2808000000,730000000,None,2808000000
2017-06-30,3982000000,4565000000,583000000,3024000000,583000000,None,3024000000
2017-09-30,4180000000,4855000000,675000000,3212000000,675000000,None,3212000000
2017-12-31,4258000000,4862000000,604000000,3327000000,604000000,None,3327000000
2018-03-31,4437000000,5073000000,636000000,3336000000,636000000,None,3336000000
2018-06-30,4618000000,5240000000,622000000,2885000000,622000000,None,2885000000
2018-09-30,1380000000,5434000000,4054000000,3406000000,884000000,None,3406000000
2018-12-31,3988000000,5506000000,1518000000,3717000000,711000000,None,3717000000
2019-03-31,3935000000,5494000000,1559000000,3641000000,665000000,None,3641000000
2019-06-30,4206000000,5840000000,1634000000,3908000000,762000000,None,3908000000
2019-09-30,4447000000,6137000000,1690000000,3735000000,819000000,None,3735000000
2019-12-31,4196000000,5947000000,1751000000,4016000000,769000000,None,4016000000
2020-03-31,4101000000,5737000000,1636000000,3924000000,696000000,None,3924000000
2020-06-30,3125000000,4695000000,1570000000,2999000000,629000000,None,2999000000
2020-09-30,3805000000,5467000000,1662000000,3142000000,740000000,None,3142000000
2020-12-31,3965000000,5551000000,1586000000,3844000000,605000000,None,3844000000
2021-03-31,3724000000,5608000000,1884000000,3581000000,770000000,None,3581000000
2021-06-30,4225000000,5999000000,1774000000,4064000000,676000000,None,4064000000
2021-09-30,4695000000,6616000000,1921000000,4315000000,874000000,None,4315000000
2021-12-31,5080000000,6925000000,1845000000,4776000000,720000000,None,4776000000
2022-03-31,4983000000,7055000000,2072000000,4802000000,846000000,None,4802000000
2022-06-30,5049000000,7164000000,2115000000,4148000000,832000000,None,4148000000
2022-09-30,5498000000,7847000000,2349000000,5087000000,993000000,None,5087000000
2022-12-31,5581000000,7799000000,2218000000,5090000000,881000000,None,5090000000
2023-03-31,5503000000,7843000000,2340000000,5336000000,825000000,None,5336000000
2023-06-30,5614000000,7941000000,2327000000,5024000000,846000000,None,5024000000
2023-09-30,5843000000,8403000000,2560000000,5550000000,1062000000,None,5550000000
