Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2020-12-31,195236325000,361580556000,166344231000,157120174000,204460382000,None,161817898000
2021-03-31,189839430000,362474441000,172635011000,157120174000,205354267000,None,150812578000
2021-06-30,186196818000,372145122000,185948304000,145667205000,226477917000,None,145667205000
2021-09-30,212746243000,414643431000,201897188000,171003543000,243639888000,None,148750839000
2021-12-31,230678922000,438189000000,207510078000,182771954000,255417046000,None,183966000000
2022-03-31,273203166000,491075873000,217872707000,223790118000,267285755000,None,223790000000
2022-06-30,315467994000,534140808000,218672814000,262123749000,272017059000,None,262123749000
2022-09-30,370498717000,613142743000,242644026000,310324214000,302818529000,None,310324214000
2022-12-31,389183047000,625530000000,236346953000,324644923000,300885077000,None,324644923000
2023-03-31,286500392000,508632973000,222132581000,231238157000,277394816000,None,231238157000
2023-06-30,260200000000,480841000000,220641000000,201958000000,278883000000,None,201958000000
2023-09-30,296643000000,546733000000,250090000000,228065000000,318668000000,None,228065000000
