Time,operatingCashflow
2008-12-31,185000000
2009-03-31,233000000
2009-06-30,349000000
2009-09-30,-209000000
2009-12-31,-29000000
2010-03-31,609000000
2010-06-30,1218000000
2010-09-30,893000000
2010-12-31,1006000000
2011-03-31,603000000
2011-06-30,1395000000
2011-09-30,868000000
2011-12-31,1286000000
2012-03-31,1097000000
2012-06-30,1257000000
2012-09-30,1369000000
2012-12-31,-2824000000
2013-03-31,1644000000
2013-06-30,2157000000
2013-09-30,2045000000
2013-12-31,1541000000
2014-03-31,1929000000
2014-06-30,1942000000
2014-09-30,1793000000
2014-12-31,1761000000
2015-03-31,978000000
2015-06-30,2111000000
2015-09-30,1734000000
2015-12-31,1979000000
2016-03-31,840000000
2016-06-30,303000000
2016-09-30,2452000000
2016-12-31,2508000000
2017-03-31,396000000
2017-06-30,3537000000
2017-09-30,2876000000
2017-12-31,2813000000
2018-03-31,2916000000
2018-06-30,3736000000
2018-09-30,3476000000
2018-12-31,3294000000
2019-03-31,2064000000
2019-06-30,3384000000
2019-09-30,4042000000
2019-12-31,3875000000
2020-03-31,1467000000
2020-06-30,3002000000
2020-09-30,2096000000
2020-12-31,3513000000
2021-03-31,3329000000
2021-06-30,4414000000
2021-09-30,3971000000
2021-12-31,4232000000
2022-03-31,3489000000
2022-06-30,5252000000
2022-09-30,5876000000
2022-12-31,4171000000
2023-03-31,3860000000
2023-06-30,5797000000
2023-09-30,6927000000
2023-12-31,3614000000
