Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-06-30,1246504000,1246504000,802413000,-1233204000,2479708000,None,-1207744000
2008-09-30,1338178000,1338178000,761200000,-279264000,1617442000,None,-257353000
2008-12-31,1224834000,1225234000,726428000,462861000,-1720367000,None,482198000
2009-03-31,1156102000,1156000000,563822000,561000000,594809000,None,586000000
2009-06-30,557186000,1280000000,722703000,557000000,754474000,31771000,568000000
2009-09-30,673503000,1364000000,690772000,673000000,714870000,24098000,697000000
2009-12-31,1299000000,1299000000,830731000,469000000,854173000,23442000,482000000
2010-03-31,700000000,1308000000,608000000,700000000,623000000,15000000,710000000
2010-06-30,717000000,1365000000,648000000,717000000,665000000,17000000,730000000
2010-09-30,766000000,1428000000,662000000,766000000,673000000,11000000,777000000
2010-12-31,1438000000,1438000000,909000000,569000000,918000000,9000000,591000000
2011-03-31,836000000,1501000000,665000000,836000000,675000000,10000000,846000000
2011-06-30,885000000,1667000000,782000000,885000000,784000000,2000000,894000000
2011-09-30,1002000000,1818000000,816000000,1002000000,822000000,6000000,1037000000
2011-12-31,1728000000,1728000000,1738000000,-10000000,1745000000,7000000,-4000000
2012-03-31,1000000000,1758000000,758000000,1000000000,764000000,6000000,1006000000
2012-06-30,974000000,1820000000,846000000,974000000,849000000,3000000,976000000
2012-09-30,1064000000,1918000000,854000000,1064000000,858000000,4000000,1070000000
2012-12-31,1895000000,1895000000,996000000,899000000,1003000000,7000000,901000000
2013-03-31,1107000000,1906000000,799000000,1107000000,804000000,5000000,1107000000
2013-06-30,1228000000,2096000000,868000000,1228000000,873000000,5000000,1238000000
2013-09-30,1248000000,2218000000,970000000,1248000000,967000000,-3000000,1251000000
2013-12-31,2126000000,2126000000,1111000000,920000000,1165000000,7000000,918000000
2014-03-31,1285000000,2172000000,892000000,1285000000,898000000,6000000,1287000000
2014-06-30,1383000000,2368000000,994000000,1383000000,994000000,15000000,1383000000
2014-09-30,1420000000,2490000000,1083000000,1420000000,1083000000,11000000,1420000000
2014-12-31,2416000000,2416000000,87000000,1018000000,1366000000,16000000,1018000000
2015-03-31,1351000000,2230000000,879000000,1351000000,879000000,17000000,1351000000
2015-06-30,1312000000,2390000000,1078000000,1251000000,1139000000,17000000,1251000000
2015-09-30,1369000000,2530000000,1161000000,1369000000,1161000000,15000000,1369000000
2015-12-31,2517000000,2517000000,1410000000,1107000000,1410000000,12000000,1107000000
2016-03-31,1328000000,2426000000,1098000000,1348000000,1098000000,20000000,1348000000
2016-06-30,1465000000,2672000000,1207000000,1380000000,1314000000,22000000,1380000000
2016-09-30,1647000000,2857000000,1210000000,1670000000,1210000000,23000000,1670000000
2016-12-31,2756000000,2821000000,1383000000,1363000000,1393000000,30000000,1363000000
2017-03-31,1482000000,2734000000,1213000000,1506000000,1228000000,39000000,1506000000
2017-06-30,1614000000,3053000000,1400000000,1653000000,1400000000,39000000,1653000000
2017-09-30,1906000000,3398000000,1457000000,1941000000,1457000000,35000000,1941000000
2017-12-31,3312000000,3312000000,1790000000,1522000000,1790000000,41000000,1522000000
2018-03-31,6969000000,3580000000,1638000000,1825000000,1755000000,43000000,1825000000
2018-06-30,7463000000,3665000000,1504000000,1936000000,1729000000,48000000,1936000000
2018-09-30,2316000000,3898000000,1582000000,2287000000,1611000000,48000000,2287000000
2018-12-31,3807000000,3807000000,1816000000,1234000000,2573000000,47000000,1234000000
2019-03-31,2213000000,3889000000,1676000000,2213000000,1676000000,46000000,2213000000
2019-06-30,2397000000,4113000000,1716000000,2397000000,1716000000,51000000,2397000000
2019-09-30,2655000000,4467000000,1812000000,2655000000,1812000000,63000000,2655000000
2019-12-31,4414000000,4414000000,2015000000,2399000000,2015000000,64000000,2399000000
2020-03-31,2217000000,4009000000,1792000000,2211000000,1798000000,69000000,2211000000
2020-06-30,1729000000,3335000000,1606000000,1707000000,1628000000,101000000,1707000000
2020-09-30,2105000000,3837000000,1732000000,2105000000,1732000000,105000000,2105000000
2020-12-31,2103000000,4120000000,2017000000,2058000000,2062000000,105000000,2058000000
2021-03-31,2197000000,4155000000,1958000000,2197000000,1958000000,107000000,2197000000
2021-06-30,2408000000,4528000000,2120000000,2341000000,2187000000,106000000,2341000000
2021-09-30,2744000000,4985000000,2241000000,2717000000,2268000000,110000000,2717000000
2021-12-31,2827000000,5216000000,2389000000,2827000000,2389000000,108000000,2827000000
2022-03-31,2950000000,5167000000,2217000000,2950000000,2217000000,110000000,2950000000
2022-06-30,3151000000,5497000000,2346000000,3018000000,2479000000,114000000,3018000000
2022-09-30,3320000000,5756000000,2436000000,3112000000,2644000000,120000000,3112000000
2022-12-31,3199000000,5817000000,2618000000,3184000000,2633000000,127000000,3184000000
2023-03-31,3347000000,5748000000,2401000000,3136000000,2612000000,132000000,3136000000
2023-06-30,3676000000,6269000000,2593000000,3656000000,2613000000,144000000,3656000000
2023-09-30,3844000000,6533000000,2689000000,3844000000,2689000000,151000000,3844000000
