Time,operatingCashflow
2009-09-30,3110000000
2009-12-31,5781000000
2010-03-31,2330000000
2010-06-30,4801000000
2010-09-30,5683000000
2010-12-31,9773000000
2011-03-31,6219000000
2011-06-30,11108000000
2011-09-30,10429000000
2011-12-31,17554000000
2012-03-31,13977000000
2012-06-30,10189000000
2012-09-30,9136000000
2012-12-31,23426000000
2013-03-31,12504000000
2013-06-30,7828000000
2013-09-30,9908000000
2013-12-31,22670000000
2014-03-31,10919000000
2014-06-30,7748000000
2014-09-30,16009000000
2014-12-31,62672000000
2015-03-31,13569000000
2015-06-30,10677000000
2015-09-30,-43358000000
2015-12-31,28548000000
2016-03-31,-9490000000
2016-06-30,10634000000
2016-09-30,16533000000
2016-12-31,27234000000
2017-03-31,12570000000
2017-06-30,8672000000
2017-09-30,15749000000
2017-12-31,28293000000
2018-03-31,15130000000
2018-06-30,14488000000
2018-09-30,19523000000
2018-12-31,26690000000
2019-03-31,11155000000
2019-06-30,11636000000
2019-09-30,19910000000
2019-12-31,30516000000
2020-03-31,13311000000
2020-06-30,16271000000
2020-09-30,20576000000
2020-12-31,38763000000
2021-03-31,23981000000
2021-06-30,21094000000
2021-09-30,20200000000
2021-12-31,46966000000
2022-03-31,28166000000
2022-06-30,22892000000
2022-09-30,24127000000
2022-12-31,34005000000
2023-03-31,28560000000
2023-06-30,26380000000
2023-09-30,21598000000
