Time,operatingCashflow
2009-09-30,4555000000
2009-12-31,3294000000
2010-03-31,4910000000
2010-06-30,3372000000
2010-09-30,2452000000
2010-12-31,2924000000
2011-03-31,4076000000
2011-06-30,3878000000
2011-09-30,2167000000
2011-12-31,3328000000
2012-03-31,3816000000
2012-06-30,3973000000
2012-09-30,2770000000
2012-12-31,3849000000
2013-03-31,3862000000
2013-06-30,4392000000
2013-09-30,2044000000
2013-12-31,3299000000
2014-03-31,4109000000
2014-06-30,4506000000
2014-09-30,3633000000
2014-12-31,3435000000
2015-03-31,3552000000
2015-06-30,3988000000
2015-09-30,3538000000
2015-12-31,4480000000
2016-03-31,3278000000
2016-06-30,4139000000
2016-09-30,3025000000
2016-12-31,3000000000
2017-03-31,3040000000
2017-06-30,3688000000
2017-09-30,3631000000
2017-12-31,3684000000
2018-03-31,3353000000
2018-06-30,4199000000
2018-09-30,3567000000
2018-12-31,4007000000
2019-03-31,3517000000
2019-06-30,4151000000
2019-09-30,4169000000
2019-12-31,4364000000
2020-03-31,4064000000
2020-06-30,4806000000
2020-09-30,4739000000
2020-12-31,5424000000
2021-03-31,4087000000
2021-06-30,4121000000
2021-09-30,4643000000
2021-12-31,5121000000
2022-03-31,3246000000
2022-06-30,3713000000
2022-09-30,4070000000
2022-12-31,3574000000
2023-03-31,3863000000
2023-06-30,5341000000
2023-09-30,4904000000
2023-12-31,5100000000
