Time,Open,High,Low,Close,Volume,Percentage Change
2021-11-24,2909.4700,2924.9850,2887.4600,2922.4000,902007,2921.4000
2021-11-26,2886.9700,2891.1500,2836.8500,2843.6600,1523462,-0.0269
2021-11-29,2880.0000,2925.9500,2877.8700,2910.6100,1629752,0.0235
2021-11-30,2900.1700,2920.0000,2832.0300,2837.9500,2103361,-0.0250
2021-12-01,2880.0000,2919.0050,2818.2400,2821.0300,1702762,-0.0060
2021-12-02,2825.0000,2877.2900,2804.2900,2859.3200,1459742,0.0136
2021-12-03,2873.6200,2888.0000,2806.0200,2840.0300,2061508,-0.0067
2021-12-06,2860.8100,2877.0500,2803.0000,2863.1000,1530905,0.0081
2021-12-07,2911.9300,2950.6234,2904.5500,2945.3900,1612015,0.0287
2021-12-08,2951.9300,2967.8600,2928.1200,2963.7300,1213516,0.0062
2021-12-09,2951.8200,2982.0000,2942.3001,2952.7700,1163486,-0.0037
2021-12-10,2974.0000,2979.5500,2934.0750,2960.0300,1223138,0.0025
2021-12-13,2955.6300,2959.4000,2910.3500,2916.5300,1353470,-0.0147
2021-12-14,2879.3600,2889.6000,2824.2950,2878.1400,1922312,-0.0132
2021-12-15,2868.1800,2934.4200,2833.5578,2928.8200,1818523,0.0176
2021-12-16,2943.4100,2953.5350,2872.1400,2888.9000,1682519,-0.0136
2021-12-17,2850.0000,2876.6900,2826.0000,2834.5000,2550894,-0.0188
2021-12-20,2800.0000,2835.4900,2786.4200,2832.1400,1359618,-0.0008
2021-12-21,2841.0700,2877.3800,2810.0500,2869.4500,1437768,0.0132
2021-12-22,2861.3500,2930.0000,2861.3500,2928.3000,1316119,0.0205
2021-12-23,2930.0000,2964.8700,2929.0400,2938.3300,1319172,0.0034
2021-12-27,2945.1200,2966.8799,2943.3850,2958.1300,799223,0.0067
2021-12-28,2964.7200,2965.9801,2921.0856,2933.7400,912715,-0.0082
2021-12-29,2932.8857,2948.3400,2912.9500,2933.1000,889373,-0.0002
2021-12-30,2933.8800,2946.0000,2919.8900,2924.0100,784386,-0.0031
2021-12-31,2921.0000,2933.9700,2897.0400,2897.0400,879717,-0.0092
2022-01-03,2901.1000,2917.0200,2874.2550,2899.8300,1433947,0.0010
2022-01-04,2907.9200,2929.6978,2874.3250,2887.9900,1419972,-0.0041
2022-01-05,2888.4000,2889.9875,2753.7600,2755.5000,2730914,-0.0459
2022-01-06,2739.9700,2798.8000,2731.1700,2754.9500,1867371,-0.0002
2022-01-07,2762.9100,2768.9700,2715.3300,2740.3400,1488028,-0.0053
2022-01-10,2701.5600,2776.3900,2663.2900,2773.3900,2220406,0.0121
2022-01-11,2760.1400,2804.3200,2733.8450,2794.7200,1212802,0.0077
2022-01-12,2823.0000,2852.1550,2813.8900,2828.6100,1305602,0.0121
2022-01-13,2830.8000,2857.0000,2768.1800,2771.7400,1571830,-0.0201
2022-01-14,2741.5800,2814.8400,2739.9700,2789.6100,1483064,0.0064
2022-01-18,2723.5000,2742.6300,2708.7650,2719.9600,1722349,-0.0250
2022-01-19,2730.4700,2759.1900,2700.3100,2702.3300,1400853,-0.0065
2022-01-20,2725.0000,2752.5200,2659.2931,2666.1500,1495357,-0.0134
2022-01-21,2651.8700,2697.3106,2601.7300,2607.0300,2782571,-0.0222
2022-01-24,2519.5600,2624.0600,2490.0000,2616.0800,3834712,0.0035
2022-01-25,2574.8000,2587.9800,2530.0100,2538.7000,2348028,-0.0296
2022-01-26,2622.3800,2660.0000,2542.8400,2584.6600,2456475,0.0181
2022-01-27,2626.0800,2653.0450,2578.6458,2580.1000,1600939,-0.0018
2022-01-28,2593.1800,2667.1300,2569.7000,2667.0200,1718074,0.0337
2022-01-31,2683.2399,2709.4600,2644.1900,2706.0700,1999300,0.0146
2022-02-01,2751.8900,2755.8550,2687.3700,2752.8800,3432182,0.0173
2022-02-02,3025.0000,3030.9315,2910.4501,2960.0000,6159961,0.0752
2022-02-03,2914.1100,2993.5000,2853.3063,2861.8000,3575861,-0.0332
2022-02-04,2868.8927,2897.5000,2810.3000,2865.8600,2899911,0.0014
2022-02-07,2885.0000,2885.0000,2778.0000,2784.0200,2748665,-0.0286
2022-02-08,2780.5300,2800.0000,2740.2770,2787.9800,2714180,0.0014
2022-02-09,2819.2700,2850.4850,2803.7406,2831.8400,2007194,0.0157
2022-02-10,2794.0700,2829.6900,2759.1400,2772.4000,1966533,-0.0210
2022-02-11,2772.0000,2783.1250,2668.0000,2685.6500,1997917,-0.0313
2022-02-14,2665.1300,2726.0000,2665.1300,2710.5200,1715054,0.0093
2022-02-15,2751.4100,2762.1700,2716.4300,2732.1700,1335563,0.0080
2022-02-16,2732.9300,2761.7200,2698.4750,2754.7600,1251065,0.0083
2022-02-17,2724.8600,2742.2699,2649.5700,2650.7800,1947475,-0.0377
2022-02-18,2669.3400,2681.3999,2603.9300,2608.0600,2280972,-0.0161
2022-02-22,2596.7618,2643.6050,2564.4650,2596.2700,2223099,-0.0045
2022-02-23,2632.9700,2641.0200,2550.5500,2551.7600,1639301,-0.0171
2022-02-24,2499.0650,2660.0000,2499.0650,2653.8200,2722754,0.0400
2022-02-25,2671.0400,2705.4300,2635.0300,2689.1900,1820299,0.0133
2022-02-28,2661.0000,2715.0300,2651.8450,2701.1400,1943221,0.0044
2022-03-01,2697.5700,2725.1100,2664.3700,2681.2300,1324768,-0.0074
2022-03-02,2692.5600,2705.2500,2661.4308,2691.4300,1175990,0.0038
2022-03-03,2720.2000,2728.7899,2660.5100,2677.9900,1230162,-0.0050
2022-03-04,2658.5500,2677.0300,2606.7500,2638.1300,1522532,-0.0149
2022-03-07,2629.7600,2634.7000,2525.9000,2527.5700,2255647,-0.0419
2022-03-08,2525.0000,2625.0000,2513.4937,2542.0900,2021355,0.0057
2022-03-09,2625.0000,2674.7100,2598.0100,2668.4000,1851270,0.0497
2022-03-10,2625.3200,2665.4350,2618.2500,2648.5900,1355070,-0.0074
2022-03-11,2669.7700,2675.9100,2592.6300,2597.4100,1576322,-0.0193
2022-03-14,2605.0000,2608.1800,2505.5000,2519.0200,1940563,-0.0302
2022-03-15,2539.5200,2597.0900,2514.4100,2583.9600,1545976,0.0258
2022-03-16,2614.6600,2666.6600,2574.6900,2665.6100,1778849,0.0316
2022-03-17,2662.9800,2681.6080,2643.7000,2676.7800,1413196,0.0042
2022-03-18,2668.4900,2724.8800,2645.1650,2722.5100,2203619,0.0171
2022-03-21,2723.2700,2741.0000,2681.8450,2722.0300,1327701,-0.0002
2022-03-22,2722.0300,2821.0000,2722.0300,2797.3600,1739455,0.0277
2022-03-23,2774.0500,2791.7700,2756.7000,2765.5100,1257670,-0.0114
2022-03-24,2784.0000,2832.3750,2755.0100,2831.4400,1319828,0.0238
2022-03-25,2838.3200,2840.7000,2794.7500,2833.4600,1204457,0.0007
2022-03-28,2818.0100,2840.0500,2796.2250,2829.1100,1752463,-0.0015
2022-03-29,2852.9500,2875.8700,2840.7650,2850.1100,1715851,0.0074
2022-03-30,2849.2000,2854.4063,2832.0000,2838.7700,994238,-0.0040
2022-03-31,2841.0600,2842.1550,2780.4900,2781.3500,1876236,-0.0202
2022-04-01,2790.0000,2809.4150,2766.1500,2803.0100,1297072,0.0078
2022-04-04,2807.1700,2874.2400,2806.2100,2859.4300,1298542,0.0201
2022-04-05,2857.3800,2859.8100,2807.6500,2811.8200,1045707,-0.0167
2022-04-06,2775.0000,2787.2100,2710.3400,2730.9600,1623424,-0.0288
2022-04-07,2720.2000,2743.2900,2684.5479,2717.7700,1311680,-0.0048
2022-04-08,2711.6700,2713.4000,2659.3100,2665.7500,1257140,-0.0191
2022-04-11,2636.4700,2641.8500,2573.3700,2576.4700,1844153,-0.0335
2022-04-12,2632.0000,2632.0000,2535.7797,2554.2900,1635535,-0.0086
2022-04-13,2560.0000,2606.6800,2554.8250,2597.8800,1396362,0.0171
2022-04-14,2609.5900,2609.5900,2532.0200,2534.6000,1579899,-0.0244
2022-04-18,2540.0000,2564.2500,2523.6400,2553.5300,1040433,0.0075
2022-04-19,2553.8300,2606.6600,2539.9900,2600.1800,1324488,0.0183
2022-04-20,2617.8400,2627.9800,2550.0000,2560.8000,1573067,-0.0151
2022-04-21,2585.0000,2601.9700,2490.5300,2496.2900,1822258,-0.0252
2022-04-22,2500.0000,2508.0400,2378.5000,2392.7100,2844186,-0.0415
2022-04-25,2382.0200,2465.5500,2370.2200,2461.4800,2306413,0.0287
2022-04-26,2445.8900,2450.2000,2370.2200,2373.0000,3351262,-0.0359
2022-04-27,2289.3850,2344.8400,2254.7301,2285.8900,4591029,-0.0367
2022-04-28,2328.3000,2392.9900,2282.3000,2370.4500,2444232,0.0370
2022-04-29,2334.6900,2358.3950,2276.2900,2282.1900,2133800,-0.0372
2022-05-02,2268.1000,2334.9100,2252.0000,2331.6600,1776651,0.0217
2022-05-03,2328.6100,2368.8363,2320.6900,2346.6800,1248368,0.0064
2022-05-04,2340.6300,2457.0900,2302.3200,2445.2200,2487859,0.0420
2022-05-05,2404.0800,2420.7800,2300.1150,2330.1100,2292029,-0.0471
2022-05-06,2303.6900,2351.4300,2280.3100,2314.9300,1985479,-0.0065
2022-05-09,2265.0000,2301.5418,2240.0101,2250.2200,2040143,-0.0280
2022-05-10,2310.1500,2325.0000,2258.0100,2287.9000,1995019,0.0167
2022-05-11,2264.7300,2327.2882,2264.7300,2272.0500,1876737,-0.0069
2022-05-12,2227.5500,2285.9000,2196.4900,2256.8800,2691809,-0.0067
2022-05-13,2290.6600,2357.5000,2272.1001,2321.0100,1751924,0.0284
2022-05-16,2299.1100,2323.4000,2277.7900,2288.9000,1299522,-0.0138
2022-05-17,2336.8100,2338.0000,2297.3950,2329.4600,1152658,0.0177
2022-05-18,2300.0000,2308.0000,2231.1100,2237.9900,1756299,-0.0393
2022-05-19,2228.6300,2260.2000,2200.0000,2207.6800,1707220,-0.0135
2022-05-20,2239.0200,2243.6700,2115.9272,2178.1600,2448148,-0.0134
2022-05-23,2191.7500,2242.9500,2174.8200,2229.7600,1859247,0.0237
2022-05-24,2115.4400,2129.1650,2037.6936,2119.4000,3838989,-0.0495
2022-05-25,2099.7100,2130.0000,2077.1300,2116.1000,2012867,-0.0016
2022-05-26,2113.5400,2172.9900,2104.4971,2155.8500,1897361,0.0188
2022-05-27,2189.6600,2246.3600,2182.7650,2246.3300,1895706,0.0420
2022-05-31,2254.9300,2314.7000,2241.5700,2275.2400,2500613,0.0129
2022-06-01,2297.1000,2342.0311,2265.0000,2277.8400,1830276,0.0011
2022-06-02,2280.0000,2357.9900,2258.9300,2352.4500,1899614,0.0328
2022-06-03,2321.2500,2326.4325,2270.3700,2290.8200,1306773,-0.0262
2022-06-06,2334.0900,2386.9400,2323.2800,2336.4100,1677077,0.0199
2022-06-07,2309.6100,2353.8200,2301.0400,2342.9900,1579523,0.0028
2022-06-08,2335.2300,2371.4100,2332.0000,2343.8800,1305387,0.0004
2022-06-09,2326.5500,2365.9799,2295.5200,2296.7100,1289898,-0.0201
2022-06-10,2248.9000,2265.5800,2207.3224,2223.2300,2074092,-0.0320
2022-06-13,2135.7300,2175.8300,2122.3836,2127.8500,2362596,-0.0429
2022-06-14,2130.7000,2158.4900,2116.0000,2134.3100,1685313,0.0030
2022-06-15,2170.9000,2228.4700,2153.3900,2195.2900,1984909,0.0286
2022-06-16,2144.4200,2172.9700,2102.7601,2120.6700,2584248,-0.0340
2022-06-17,2120.6700,2173.9899,2100.9200,2142.8700,2568826,0.0105
2022-06-21,2178.5900,2249.7850,2172.0000,2230.8800,2370790,0.0411
2022-06-22,2211.1300,2266.9300,2207.6475,2229.7500,1538707,-0.0005
2022-06-23,2244.6300,2254.8500,2210.0100,2244.8400,1418096,0.0068
2022-06-24,2259.9000,2361.5800,2259.0500,2359.5000,2058184,0.0511
