Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-09-06,None,None,None,1991000000,None,None,2199000000
2008-12-31,6558000000,12729000000,6171000000,1220000000,5345000000,None,1136000000
2009-03-21,4519000000,8263000000,3744000000,1588000000,2931000000,None,1607000000
2009-06-13,None,None,None,2190000000,None,None,2329000000
2009-09-05,2146000000,10994000000,8848000000,2232000000,3753000000,86000000,2378000000
2009-12-31,1922000000,13185000000,11263000000,2034000000,5215000000,112000000,2129000000
2010-03-20,1499000000,10172000000,8673000000,840000000,4477000000,154000000,1551000000
2010-06-12,2289000000,14629000000,12340000000,2461000000,5767000000,172000000,2462000000
2010-09-04,2631000000,15345000000,12714000000,2800000000,5875000000,169000000,2820000000
2010-12-31,-178000000,17747000000,17472000000,2231000000,178000000,178000000,2284000000
2011-03-19,1546000000,11757000000,10211000000,1726000000,5063000000,180000000,1742000000
2011-06-11,2555000000,16628000000,14073000000,2754000000,6385000000,199000000,2754000000
2011-09-03,-16000000,17377000000,14676000000,2906000000,16000000,16000000,2891000000
2011-12-31,-1034000000,19886000000,20920000000,2247000000,12525000000,272000000,2284000000
2012-03-31,1529000000,12230000000,10701000000,1722000000,5189000000,198000000,1739000000
2012-06-16,2168000000,16249000000,14081000000,2377000000,6444000000,209000000,2365000000
2012-09-08,2596000000,16448000000,13852000000,2800000000,6292000000,204000000,2812000000
2012-12-31,28083000000,19666000000,-195000000,2213000000,-195000000,288000000,2251000000
2013-03-23,1443000000,12367000000,10924000000,1658000000,5530000000,214000000,1675000000
2013-06-15,2661000000,16599000000,13938000000,2869000000,6248000000,208000000,2872000000
2013-09-07,2560000000,16689000000,14129000000,2780000000,6403000000,220000000,2787000000
2013-12-31,28516000000,19849000000,20164000000,2398000000,12172000000,269000000,2421000000
2014-03-22,6876000000,12422000000,10816000000,1807000000,5270000000,201000000,1806000000
2014-06-14,9116000000,16685000000,13998000000,2896000000,6220000000,209000000,2905000000
2014-09-06,9223000000,17003000000,14371000000,2847000000,6376000000,215000000,2860000000
2014-12-31,10230000000,19664000000,20425000000,2031000000,11779000000,284000000,2050000000
2015-03-21,6714000000,12006000000,10420000000,1797000000,4978000000,211000000,1802000000
2015-06-13,8672000000,15706000000,13048000000,2900000000,5797000000,217000000,2900000000
2015-09-05,8841000000,16106000000,13608000000,1416000000,6118000000,225000000,1408000000
2015-12-31,10098000000,18268000000,18728000000,2240000000,11342000000,317000000,2253000000
2016-03-19,6711000000,11616000000,10273000000,1619000000,5122000000,246000000,1619000000
2016-06-11,8565000000,15140000000,12431000000,2964000000,5601000000,255000000,2978000000
2016-09-03,8743000000,15780000000,13206000000,2821000000,5922000000,247000000,2839000000
2016-12-31,10558000000,20263000000,19522000000,2400000000,11338000000,361000000,2409000000
2017-03-31,6759000000,12049000000,5290000000,1863000000,4830000000,252000000,1962000000
2017-06-17,8651000000,15710000000,7059000000,2919000000,5664000000,265000000,3026000000
2017-09-09,8872000000,16240000000,7368000000,2924000000,5948000000,269000000,3033000000
2017-12-31,10447000000,19526000000,9079000000,2570000000,10848000000,365000000,2681000000
2018-03-31,6907000000,12562000000,5655000000,1807000000,4955000000,294000000,1941000000
2018-06-16,8827000000,16090000000,7263000000,3028000000,5655000000,308000000,3198000000
2018-09-08,8958000000,16485000000,7527000000,2844000000,6114000000,302000000,2988000000
2018-12-31,10588000000,19524000000,8936000000,2431000000,246000000,253000000,2237000000
2019-03-23,7196000000,12884000000,5688000000,2008000000,5188000000,267000000,2126000000
2019-06-15,9045000000,16449000000,7404000000,2729000000,182000000,0,2782000000
2019-09-07,9494000000,17188000000,7694000000,2855000000,105000000,0,2883000000
2019-12-31,11294000000,20640000000,9346000000,2699000000,370000000,0,2480000000
2020-03-21,7754000000,13881000000,6127000000,1924000000,5855000000,290000000,1988000000
2020-06-13,8857000000,15945000000,7088000000,2319000000,6538000000,235000000,2391000000
2020-09-05,9935000000,18091000000,8156000000,3011000000,6924000000,264000000,3081000000
2020-12-31,12029000000,22455000000,10426000000,2826000000,12958000000,339000000,2682000000
2021-03-20,8149000000,14820000000,6671000000,2312000000,5837000000,258000000,2423000000
2021-06-12,10337000000,19217000000,8880000000,3129000000,7208000000,241000000,3241000000
2021-09-04,10795000000,20189000000,9394000000,3159000000,7636000000,232000000,3258000000
2021-12-31,13118000000,25248000000,12130000000,2562000000,13886000000,1974000000,2701000000
2022-03-19,8767000000,16200000000,7433000000,5267000000,3763000000,240000000,5389000000
2022-06-11,10810000000,20225000000,9415000000,2077000000,8602000000,236000000,2058000000
2022-09-03,11663000000,21971000000,10308000000,3353000000,8369000000,190000000,3367000000
2022-12-31,14576000000,27996000000,13420000000,815000000,16852000000,273000000,762000000
2023-03-31,9858000000,17846000000,7988000000,2629000000,7229000000,200000000,2678000000
2023-06-17,12201000000,22322000000,10121000000,3659000000,8655000000,201000000,3696000000
2023-09-09,12778000000,23453000000,10675000000,4015000000,8763000000,201000000,4053000000
