Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2007-09-30,11087000000,13762000000,2675000000,5918000000,5169000000,None,5859000000
2007-12-31,12824000000,16367000000,3543000000,6481000000,6343000000,None,6348000000
2008-03-31,11940000000,14454000000,2514000000,4409000000,7531000000,None,4234000000
2008-06-30,12971000000,15837000000,2866000000,5684000000,6214000000,None,5617000000
2008-09-30,12213000000,15061000000,2848000000,5999000000,6214000000,None,5999000000
2008-12-31,12722000000,16629000000,3907000000,5939000000,6783000000,None,5939000000
2009-03-31,10834000000,13648000000,2814000000,4438000000,6396000000,None,4438000000
2009-06-30,10513000000,13099000000,2586000000,3987000000,6526000000,None,3987000000
2009-09-30,10078000000,12920000000,2842000000,4482000000,5596000000,38000000,4803000000
2009-12-31,15394000000,19022000000,3628000000,8513000000,6881000000,38000000,8921000000
2010-03-31,11748000000,14503000000,2755000000,5173000000,6575000000,38000000,5379000000
2010-06-30,12869000000,16039000000,3170000000,5930000000,7937000000,37000000,6061000000
2010-09-30,13056000000,16195000000,3139000000,7116000000,5990000000,45000000,7275000000
2010-12-31,15120000000,19953000000,4833000000,8165000000,6919000000,72000000,8569000000
2011-03-31,12531000000,16428000000,3897000000,5709000000,6971000000,84000000,6109000000
2011-06-30,13659000000,17367000000,3708000000,6171000000,7325000000,94000000,6413000000
2011-09-30,13595000000,17372000000,3777000000,7203000000,6392000000,94000000,7400000000
2011-12-31,15247000000,20885000000,5638000000,7994000000,7253000000,95000000,8334000000
2012-03-31,13455000000,17407000000,3952000000,6374000000,7081000000,95000000,6458000000
2012-06-30,13896000000,18059000000,4163000000,192000000,13704000000,96000000,455000000
2012-09-30,11840000000,16008000000,4168000000,5308000000,6532000000,95000000,5629000000
2012-12-31,15764000000,21456000000,5692000000,7771000000,7993000000,105000000,7875000000
2013-03-31,15702000000,20489000000,4787000000,7612000000,8090000000,109000000,7712000000
2013-06-30,14294000000,20032000000,5738000000,6073000000,8085000000,120000000,6265000000
2013-09-30,13384000000,18529000000,5145000000,6334000000,7050000000,118000000,6526000000
2013-12-31,16197000000,24519000000,8322000000,7969000000,8228000000,135000000,8013000000
2014-03-31,14425000000,20403000000,5978000000,6974000000,7451000000,175000000,7132000000
2014-06-30,15749000000,23382000000,7633000000,6482000000,9267000000,169000000,6746000000
2014-09-30,14928000000,23201000000,8273000000,5844000000,7944000000,161000000,6057000000
2014-12-31,16334000000,26470000000,10136000000,7776000000,8558000000,162000000,8012000000
2015-03-31,14568000000,21729000000,7161000000,6594000000,7974000000,211000000,6728000000
2015-06-30,14712000000,22180000000,7468000000,-2053000000,16765000000,247000000,-1509000000
2015-09-30,13172000000,20379000000,7207000000,5793000000,7621000000,249000000,5762000000
2015-12-31,13924000000,23796000000,9872000000,6026000000,8147000000,309000000,6164000000
2016-03-31,12809000000,20531000000,7722000000,5283000000,7775000000,340000000,5376000000
2016-06-30,12635000000,20614000000,7979000000,3080000000,9814000000,345000000,5839000000
2016-09-30,14084000000,21928000000,7844000000,6715000000,7598000000,437000000,7264000000
2016-12-31,15925000000,25826000000,9901000000,7905000000,8327000000,521000000,8543000000
2017-03-31,15152000000,23212000000,8060000000,6723000000,8996000000,609000000,7703000000
2017-06-30,17149000000,25605000000,8456000000,7682000000,10131000000,655000000,8613000000
2017-09-30,16260000000,24538000000,8278000000,7708000000,9115000000,672000000,8656000000
2017-12-31,17854000000,28918000000,11064000000,8679000000,9737000000,698000000,9867000000
2018-03-31,17550000000,26819000000,9269000000,8292000000,9818000000,691000000,9332000000
2018-06-30,20343000000,30085000000,34165000000,10379000000,10464000000,672000000,11352000000
2018-09-30,19179000000,28615000000,15708000000,9955000000,9780000000,674000000,10895000000
2018-12-31,20048000000,31796000000,18673000000,10258000000,10320000000,672000000,11057000000
2019-03-31,20401000000,29993000000,16345000000,10341000000,10491000000,671000000,11157000000
2019-06-30,23305000000,33717000000,17199000000,12405000000,11300000000,669000000,13265000000
2019-09-30,22649000000,32428000000,16363000000,12686000000,10522000000,637000000,13323000000
2019-12-31,24548000000,36322000000,18986000000,13891000000,11231000000,654000000,14739000000
2020-03-31,24046000000,34315000000,17650000000,12975000000,11562000000,614000000,13457000000
2020-06-30,25694000000,38033000000,20161000000,13407000000,13036000000,686000000,14108000000
2020-09-30,26152000000,36724000000,16941000000,15876000000,10865000000,589000000,16713000000
2020-12-31,28882000000,42558000000,20907000000,17897000000,11612000000,571000000,18908000000
2021-03-31,28661000000,41059000000,20070000000,17048000000,12229000000,633000000,17869000000
2021-06-30,32161000000,45595000000,22025000000,19095000000,13721000000,553000000,19958000000
2021-09-30,31671000000,44743000000,20145000000,20238000000,12098000000,539000000,21063000000
2021-12-31,34768000000,51228000000,24433000000,22247000000,13231000000,525000000,23040000000
2022-03-31,33745000000,48732000000,23481000000,20364000000,14172000000,503000000,20693000000
2022-06-30,35436000000,51406000000,25283000000,20534000000,15703000000,496000000,20983000000
2022-09-30,34670000000,49636000000,22798000000,21518000000,13974000000,500000000,22072000000
2022-12-31,35259000000,52032000000,27393000000,20399000000,16749000000,490000000,20829000000
2023-03-31,36729000000,52405000000,24481000000,22352000000,15337000000,496000000,23169000000
2023-06-30,39394000000,55659000000,26154000000,24254000000,16098000000,482000000,25209000000
2023-09-30,40215000000,56029000000,23979000000,26895000000,14336000000,525000000,27809000000
