Time,Open,High,Low,Close,Volume,Percentage Change
2021-11-24,336.0000,341.7800,332.8100,341.0600,13566181,0.0000
2021-11-26,335.7950,337.7500,331.9020,333.1200,14750737,-0.0233
2021-11-29,336.8900,340.6700,335.3050,338.0300,16650949,0.0147
2021-11-30,335.0000,335.8100,323.4300,324.4600,25390008,-0.0401
2021-12-01,330.2900,330.5000,310.2900,310.6000,30384083,-0.0427
2021-12-02,311.4000,314.6000,307.2000,310.3900,24396169,-0.0007
2021-12-03,313.7300,313.7500,299.5000,306.8400,27471010,-0.0114
2021-12-06,308.1300,320.1000,306.3400,317.8700,21758340,0.0359
2021-12-07,321.5700,326.5400,321.0000,322.8100,18794047,0.0155
2021-12-08,325.0000,332.7500,323.0700,330.5600,19937722,0.0240
2021-12-09,329.5400,336.1300,328.0000,329.8200,16879168,-0.0022
2021-12-10,332.5550,335.0300,326.3700,329.7500,14527969,-0.0002
2021-12-13,330.9500,341.0900,329.5900,334.4900,22948655,0.0144
2021-12-14,328.0500,335.7000,327.6500,333.7400,20461024,-0.0022
2021-12-15,332.4935,342.1100,323.9800,341.6600,24681326,0.0237
2021-12-16,338.9800,344.4600,333.7400,334.9000,22635025,-0.0198
2021-12-17,332.7950,337.1100,330.7500,333.7900,40012637,-0.0033
2021-12-20,329.7750,329.9000,322.5300,325.4500,17901783,-0.0250
2021-12-21,326.4100,336.0000,323.7500,334.2000,16116784,0.0269
2021-12-22,333.8003,334.5100,328.2600,330.4500,16764566,-0.0112
2021-12-23,330.1000,336.6700,328.3600,335.2400,13987698,0.0145
2021-12-27,338.8450,347.8700,338.0100,346.1800,17795026,0.0326
2021-12-28,346.6300,352.7100,345.2000,346.2200,16637608,0.0001
2021-12-29,346.9100,349.6899,341.6401,342.9400,10747009,-0.0095
2021-12-30,344.0000,347.2300,343.2200,344.3600,10593347,0.0041
2021-12-31,343.0150,343.4400,336.2700,336.3500,12516527,-0.0233
2022-01-03,338.2950,341.0816,337.1900,338.5400,14562849,0.0065
2022-01-04,339.9500,343.0854,331.8711,336.5300,15997974,-0.0059
2022-01-05,333.0200,335.7600,323.8400,324.1700,20564521,-0.0367
2022-01-06,322.8200,339.1650,322.7200,332.4600,27962809,0.0256
2022-01-07,332.7400,337.0000,328.8801,331.7900,14722020,-0.0020
2022-01-10,325.3100,328.3400,315.4300,328.0700,24942383,-0.0112
2022-01-11,326.7800,334.6300,325.2800,334.3700,16191633,0.0192
2022-01-12,335.1800,336.3650,330.0300,333.2600,14104858,-0.0033
2022-01-13,334.9800,335.6300,325.7600,326.4800,14797109,-0.0203
2022-01-14,321.7900,332.7300,321.2100,331.9000,16868497,0.0166
