Time,operatingCashflow
2008-06-30,8548000000
2008-09-30,9268000000
2008-12-31,10837000000
2009-03-31,7915000000
2009-06-30,7857000000
2009-09-30,9672000000
2009-12-31,8961000000
2010-03-31,7238000000
2010-06-30,8573000000
2010-09-30,9539000000
2010-12-31,9872000000
2011-03-31,7732000000
2011-06-30,9025000000
2011-09-30,10393000000
2011-12-31,7593000000
2012-03-31,7845000000
2012-06-30,9480000000
2012-09-30,11331000000
2012-12-31,10520000000
2013-03-31,8199000000
2013-06-30,9512000000
2013-09-30,9168000000
2013-12-31,7917000000
2014-03-31,8799000000
2014-06-30,8070000000
2014-09-30,8724000000
2014-12-31,5745000000
2015-03-31,6738000000
2015-06-30,9160000000
2015-09-30,10797000000
2015-12-31,9185000000
2016-03-31,7900000000
2016-06-30,10307000000
2016-09-30,9997000000
2016-12-31,-19962000000
2017-03-31,7509000000
2017-06-30,-766000000
2017-09-30,10803000000
2017-12-31,9537000000
2018-03-31,8947000000
2018-06-30,10229000000
2018-09-30,12346000000
2018-12-31,12080000000
2019-03-31,11052000000
2019-06-30,14284000000
2019-09-30,11389000000
2019-12-31,11943000000
2020-03-31,8866000000
2020-06-30,12059000000
2020-09-30,12123000000
2020-12-31,10082000000
2021-03-31,9927000000
2021-06-30,10910000000
2021-09-30,9866000000
2021-12-31,11254000000
2022-03-31,5732000000
2022-06-30,8987000000
2022-09-30,8513000000
2022-12-31,-44212000000
2023-03-31,13356000000
2023-06-30,9437000000
2023-09-30,8531000000
