Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-06-30,2011000000,5054000000,3043000000,1342000000,594000000,None,1342000000
2008-09-30,2111000000,5238000000,2230000000,1329000000,712000000,None,1329000000
2008-12-31,1848000000,1255000000,1985000000,998000000,805000000,None,998000000
2009-03-31,2042000000,3812000000,1770000000,1191000000,851000000,None,1191000000
2009-06-30,2456000000,6719000000,4304000000,1677000000,41000000,None,1677000000
2009-09-30,2285000000,6300000000,4155000000,1394000000,140000000,None,1394000000
2009-12-31,2051000000,6014000000,122000000,1200000000,122000000,None,1200000000
2010-03-31,2084000000,5760000000,3605000000,1430000000,-71000000,None,1430000000
2010-06-30,2374000000,6274000000,3925000000,1529000000,25000000,None,1529000000
2010-09-30,2476000000,6402000000,3935000000,1776000000,9000000,None,1776000000
2010-12-31,2254000000,5927000000,5000000,1493000000,5000000,None,1493000000
2011-03-31,2148000000,5643000000,3503000000,1539000000,8000000,None,1539000000
2011-06-30,1972000000,5626000000,3954000000,1295000000,6000000,None,1295000000
2011-09-30,2445000000,5815000000,3668000000,1878000000,5000000,0,1878000000
2011-12-31,2374000000,6069000000,219000000,1356000000,219000000,1220000000,1356000000
2012-03-31,2202000000,5354000000,3471000000,1642000000,26000000,0,1642000000
2012-06-30,2494000000,6194000000,4014000000,1877000000,21000000,0,1877000000
2012-09-30,2484000000,5086000000,3773000000,1969000000,889000000,874000000,1969000000
2012-12-31,2383000000,6242000000,16000000,1765000000,16000000,0,1765000000
2013-03-31,2674000000,5267000000,2859000000,2152000000,5000000,0,2152000000
2013-06-30,2554000000,6041000000,3757000000,2001000000,6000000,0,2001000000
2013-09-30,2821000000,6284000000,3737000000,2132000000,5000000,0,2132000000
2013-12-31,2408000000,4996000000,3743000000,1799000000,1084000000,1084000000,1799000000
2014-03-31,2256000000,5364000000,3263000000,1734000000,2000000,0,1734000000
2014-06-30,2603000000,6026000000,3643000000,1975000000,-10000000,0,1975000000
2014-09-30,2674000000,6278000000,3824000000,1999000000,7000000,0,1999000000
2014-12-31,2627000000,6214000000,3815000000,1912000000,351000000,44000000,1912000000
2015-03-31,2475000000,5367000000,3329000000,1865000000,0,228000000,1865000000
2015-06-30,2871000000,6418000000,3746000000,2224000000,4000000,0,2224000000
2015-09-30,3046000000,6494000000,3653000000,2307000000,0,0,2307000000
2015-12-31,2722000000,6318000000,3775000000,1965000000,294000000,0,1965000000
2016-03-31,2656000000,5906000000,3410000000,1977000000,-1058000000,0,1977000000
2016-06-30,2957000000,6446000000,3564000000,2410000000,-1198000000,0,2410000000
2016-09-30,3150000000,5951000000,3755000000,2382000000,6000000,823000000,2382000000
2016-12-31,2828000000,6252000000,3848000000,1992000000,503000000,0,1992000000
2017-03-31,2776000000,5904000000,3331000000,2239000000,27000000,None,2239000000
2017-06-30,3114000000,6486000000,3573000000,2528000000,-1171000000,None,2528000000
2017-09-30,3171000000,6560000000,3561000000,2589000000,15000000,0,2589000000
2017-12-31,2902000000,6101000000,81000000,2237000000,81000000,727000000,2237000000
2018-03-31,2936000000,5942000000,3175000000,2316000000,3000000,None,2316000000
2018-06-30,3141000000,6127000000,1735000000,2498000000,6000000,None,2498000000
2018-09-30,3255000000,6678000000,2013000000,2557000000,-3000000,None,2557000000
2018-12-31,2922000000,6114000000,2583000000,1744000000,968000000,None,1744000000
2019-03-31,2811000000,5244000000,1626000000,2238000000,49000000,None,2238000000
2019-06-30,3319000000,6307000000,1859000000,2717000000,45000000,None,2717000000
2019-09-30,3497000000,6563000000,1903000000,2944000000,12000000,None,2944000000
2019-12-31,3084000000,6007000000,1961000000,2427000000,408000000,None,2427000000
2020-03-31,2873000000,6084000000,2538000000,2336000000,392000000,0,2336000000
2020-06-30,3287000000,6059000000,1749000000,2796000000,2000000,0,2796000000
2020-09-30,3717000000,6813000000,3404000000,3160000000,1000000,0,3160000000
2020-12-31,3146000000,6304000000,3249000000,2581000000,241000000,1223000000,2581000000
2021-03-31,3272000000,5079000000,2721000000,2690000000,582000000,649000000,2690000000
2021-06-30,3732000000,6641000000,3158000000,3186000000,546000000,0,3186000000
2021-09-30,3673000000,6520000000,3050000000,2951000000,153000000,0,2951000000
2021-12-31,3315000000,5962000000,-1939000000,2733000000,-90000000,1188000000,2733000000
2022-03-31,3373000000,5611000000,2473000000,2884000000,77000000,0,2884000000
2022-06-30,3666000000,6263000000,2830000000,3105000000,72000000,0,3105000000
2022-09-30,3697000000,6279000000,2906000000,3112000000,97000000,0,3112000000
2022-12-31,3510000000,5885000000,-2027000000,2818000000,-11000000,1128000000,2818000000
2023-03-31,3329000000,5490000000,2512000000,2757000000,153000000,None,2757000000
2023-06-30,3757000000,6251000000,3100000000,2905000000,380000000,None,2905000000
2023-09-30,3699000000,6009000000,2654000000,3089000000,105000000,None,3089000000
