Time,operatingCashflow
2009-09-30,6107000000
2009-12-31,4969000000
2010-03-31,7393000000
2010-06-30,5604000000
2010-09-30,8194000000
2010-12-31,4186000000
2011-03-31,8672000000
2011-06-30,5942000000
2011-09-30,8493000000
2011-12-31,5862000000
2012-03-31,9594000000
2012-06-30,7677000000
2012-09-30,8484000000
2012-12-31,4780000000
2013-03-31,9666000000
2013-06-30,5903000000
2013-09-30,8205000000
2013-12-31,4413000000
2014-03-31,10099000000
2014-06-30,15787000000
2014-09-30,14610000000
2014-12-31,6413000000
2015-03-31,16817000000
2015-06-30,14712000000
2015-09-30,15022000000
2015-12-31,9211000000
2016-03-31,17939000000
2016-06-30,-8796000000
2016-09-30,11549000000
2016-12-31,6293000000
2017-03-31,10660000000
2017-06-30,11005000000
2017-09-30,12440000000
2017-12-31,7875000000
2018-03-31,12151000000
2018-06-30,11418000000
2018-09-30,13657000000
2018-12-31,8900000000
2019-03-31,13520000000
2019-06-30,16108000000
2019-09-30,13818000000
2019-12-31,10680000000
2020-03-31,17504000000
2020-06-30,18673000000
2020-09-30,19335000000
2020-12-31,12516000000
2021-03-31,22179000000
2021-06-30,22710000000
2021-09-30,24540000000
2021-12-31,14480000000
2022-03-31,25386000000
2022-06-30,24629000000
2022-09-30,23198000000
2022-12-31,11173000000
2023-03-31,24441000000
2023-06-30,28770000000
2023-09-30,30583000000
