Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-06-30,5884000000,9046000000,3162000000,2679000000,3205000000,None,1985000000
2008-09-30,5373000000,8393000000,3020000000,2187000000,3186000000,None,2556000000
2008-12-31,4558000000,7126000000,2568000000,1706000000,2852000000,None,1271000000
2009-03-31,4579000000,7169000000,2590000000,1863000000,2716000000,None,1889000000
2009-06-30,5354000000,8170000000,5812000000,2438000000,2996000000,97000000,2813000000
2009-09-30,5110000000,7955000000,5894000000,2150000000,3049000000,89000000,2508000000
2009-12-31,4859000000,7426000000,5457000000,1780000000,3203000000,84000000,2009000000
2010-03-31,4984000000,7440000000,5336000000,2183000000,2880000000,85000000,2252000000
2010-06-30,5719000000,8593000000,5906000000,2763000000,3032000000,81000000,3191000000
2010-09-30,5508000000,8346000000,6082000000,2344000000,3244000000,80000000,2768000000
2010-12-31,6215000000,9959000000,9070000000,1123000000,5706000000,487000000,6679000000
2011-03-31,6569000000,10514000000,8186000000,2284000000,4241000000,113000000,2616000000
2011-06-30,7748000000,12653000000,9525000000,3179000000,4620000000,84000000,3876000000
2011-09-30,7373000000,12132000000,9491000000,2754000000,4732000000,116000000,3021000000
2011-12-31,6637000000,11057000000,11686000000,1956000000,5225000000,104000000,2300000000
2012-03-31,6789000000,11064000000,8529000000,2509000000,4255000000,88000000,2800000000
2012-06-30,7861000000,12984000000,9721000000,3294000000,4609000000,112000000,3723000000
2012-09-30,7487000000,12260000000,9483000000,2793000000,4732000000,102000000,3168000000
2012-12-31,6827000000,11265000000,12047000000,2183000000,4983000000,95000000,2448000000
2013-03-31,6711000000,10939000000,8506000000,2408000000,4283000000,102000000,2428000000
2013-06-30,7760000000,12746000000,9374000000,3243000000,4530000000,145000000,3629000000
2013-09-30,7237000000,11940000000,9407000000,2472000000,4704000000,90000000,3462000000
2013-12-31,6725000000,10886000000,11504000000,2105000000,4615000000,126000000,2379000000
2014-03-31,6493000000,10172000000,8072000000,2376000000,4113000000,124000000,2322000000
2014-06-30,7755000000,12467000000,9203000000,3170000000,4491000000,107000000,3481000000
2014-09-30,7346000000,11863000000,9137000000,2711000000,4541000000,113000000,2765000000
2014-12-31,6515000000,10202000000,12057000000,1451000000,5657000000,139000000,1214000000
2015-03-31,6608000000,10064000000,8234000000,2296000000,4164000000,767000000,2419000000
2015-06-30,7408000000,12230000000,9332000000,2535000000,4584000000,128000000,4486000000
2015-09-30,6850000000,11289000000,9624000000,2379000000,5047000000,138000000,1859000000
2015-12-31,5946000000,9947000000,10391000000,1518000000,4013000000,143000000,1682000000
2016-03-31,6213000000,10048000000,8190000000,2141000000,4486000000,141000000,2025000000
2016-06-30,7068000000,11377000000,8435000000,2859000000,4003000000,162000000,4449000000
2016-09-30,6502000000,10451000000,9257000000,2271000000,5135000000,182000000,1606000000
2016-12-31,5615000000,10087000000,8303000000,1386000000,3308000000,568000000,766000000
2017-03-31,5605000000,8854000000,7356000000,1963000000,4346000000,192000000,1697000000
2017-06-30,6043000000,9903000000,7512000000,2037000000,3872000000,269000000,2854000000
2017-09-30,5684000000,9078000000,3394000000,2245000000,3271000000,208000000,1885000000
2017-12-31,5159000000,8314000000,3155000000,1510000000,3504000000,210000000,1272000000
2018-03-31,4888000000,7626000000,2738000000,1811000000,2720000000,230000000,2104000000
2018-06-30,5878000000,9421000000,3543000000,2766000000,2856000000,241000000,3174000000
2018-09-30,5429000000,8775000000,3346000000,2614000000,2771000000,206000000,2649000000
2018-12-31,4704000000,7806000000,3102000000,1825000000,2995000000,215000000,1161000000
2019-03-31,5329000000,8694000000,3365000000,2435000000,3194000000,232000000,2445000000
2019-06-30,6076000000,9997000000,3921000000,2988000000,3143000000,236000000,3264000000
2019-09-30,5740000000,9507000000,3767000000,2499000000,3344000000,230000000,3326000000
2019-12-31,5502000000,9068000000,3566000000,2164000000,3418000000,235000000,2632000000
2020-03-31,5230000000,8601000000,3371000000,2380000000,1970000000,193000000,3183000000
2020-06-30,4137000000,7150000000,3013000000,1981000000,2194000000,274000000,2491000000
2020-09-30,5181000000,8652000000,3471000000,2298000000,2883000000,660000000,2838000000
2020-12-31,5033000000,8611000000,3578000000,2338000000,3135000000,372000000,2653000000
2021-03-31,5515000000,9020000000,3505000000,2722000000,2803000000,442000000,3195000000
2021-06-30,6342000000,10129000000,3787000000,3016000000,3330000000,780000000,4415000000
2021-09-30,6065000000,10042000000,3977000000,2898000000,3434000000,210000000,3290000000
2021-12-31,5376000000,9464000000,4088000000,1672000000,2722000000,724000000,3089000000
2022-03-31,6400000000,10491000000,4091000000,3405000000,3020000000,182000000,3628000000
2022-06-30,6495000000,11325000000,4830000000,2341000000,4250000000,198000000,2487000000
2022-09-30,6497000000,11063000000,4566000000,3088000000,3466000000,198000000,3645000000
2022-12-31,5612000000,10125000000,4513000000,2075000000,3541000000,304000000,2779000000
2023-03-31,6663000000,10980000000,4317000000,3367000000,2854000000,372000000,4419000000
2023-06-30,7060000000,11972000000,4912000000,2401000000,4725000000,374000000,3280000000
2023-09-30,7296000000,11953000000,4657000000,3270000000,4027000000,368000000,3909000000
