Time,totalAssets,longTermDebt
2013-03-31,27169000000,14601000000
2013-06-30,27910000000,14326000000
2013-09-30,28252000000,14375000000
2013-12-31,29198000000,14292000000
2014-03-31,28657000000,14386000000
2014-06-30,29045000000,14470000000
2014-09-30,28454000000,14469000000
2014-12-31,27513000000,10565000000
2015-03-31,26699000000,10683000000
2015-06-30,53855000000,27116000000
2015-09-30,54832000000,31359000000
2015-12-31,53050000000,29240000000
2016-03-31,53720000000,29490000000
2016-06-30,67211000000,37328000000
2016-09-30,66626000000,37284000000
2016-12-31,66099000000,36440000000
2017-03-31,65664000000,36526000000
2017-06-30,66994000000,33817000000
2017-09-30,68840000000,33974000000
2017-12-31,70786000000,30953000000
2018-03-31,69342000000,30906000000
2018-06-30,61641000000,31216000000
2018-09-30,66164000000,37187000000
2018-12-31,59352000000,35002000000
2019-03-31,56769000000,35043000000
2019-06-30,57142000000,31597000000
2019-09-30,59441000000,33126000000
2019-12-31,89115000000,67233000000
2020-03-31,91199000000,63284000000
2020-06-30,149530000000,82061000000
2020-09-30,149621000000,82282000000
2020-12-31,150565000000,84948000000
2021-03-31,150501000000,74183000000
2021-06-30,147972000000,74237000000
2021-09-30,148858000000,74049000000
2021-12-31,146529000000,75962000000
2022-03-31,143211000000,63522000000
2022-06-30,143186000000,61002000000
2022-09-30,141325000000,60399000000
2022-12-31,138805000000,63128000000
2023-03-31,134544000000,59292000000
2023-06-30,135367000000,55812000000
2023-09-30,136221000000,55631000000
