Time,totalAssets,longTermDebt
2009-06-30,267918000000,66565000000
2009-09-30,266568000000,65909000000
2009-12-31,268312000000,72048000000
2010-03-31,265701000000,60024000000
2010-06-30,267556000000,60277000000
2010-09-30,269252000000,62540000000
2010-12-31,269391000000,64515000000
2011-03-31,268085000000,58126000000
2011-06-30,272014000000,58663000000
2011-09-30,277653000000,62326000000
2011-12-31,270442000000,64753000000
2012-03-31,269356000000,58934000000
2012-06-30,266294000000,61132000000
2012-09-30,266849000000,60314000000
2012-12-31,272315000000,66358000000
2013-03-31,270994000000,70686000000
2013-06-30,272093000000,71917000000
2013-09-30,274599000000,68350000000
2013-12-31,277787000000,69290000000
2014-03-31,285340000000,71575000000
2014-06-30,293466000000,73570000000
2014-09-30,287939000000,70516000000
2014-12-31,296834000000,76011000000
2015-03-31,308028000000,88272000000
2015-06-30,326489000000,105067000000
2015-09-30,399989000000,119395000000
2015-12-31,402672000000,118515000000
2016-03-31,403638000000,122104000000
2016-06-30,401808000000,117308000000
2016-09-30,402975000000,117239000000
2016-12-31,403821000000,113681000000
2017-03-31,411903000000,120568000000
2017-06-30,420795000000,132824000000
2017-09-30,443865000000,154728000000
2017-12-31,444097000000,125972000000
2018-03-31,446343000000,133724000000
2018-06-30,534691000000,170090000000
2018-09-30,534870000000,170217000000
2018-12-31,531864000000,172040000000
2019-03-31,548384000000,163942000000
2019-06-30,546914000000,157790000000
2019-09-30,548796000000,153568000000
2019-12-31,551669000000,161109000000
2020-03-31,545354000000,147202000000
2020-06-30,547898000000,168964000000
2020-09-30,538553000000,158878000000
2020-12-31,525761000000,155209000000
2021-03-31,546985000000,180199000000
2021-06-30,544710000000,179783000000
2021-09-30,547107000000,179161000000
2021-12-31,551622000000,167476000000
2022-03-31,577195000000,180225000000
2022-06-30,426433000000,133097000000
2022-09-30,426463000000,131319000000
2022-12-31,402853000000,133207000000
2023-03-31,400873000000,123727000000
2023-06-30,408453000000,128012000000
2023-09-30,406698000000,126701000000
