Time,totalAssets,longTermDebt
2009-06-30,35829000000,500000000
2009-09-30,35880000000,0
2009-12-31,36677000000,11960000000
2010-03-31,37999000000,11185000000
2010-06-30,35245000000,11984000000
2010-09-30,37110000000,12194000000
2010-12-31,37402000000,12194000000
2011-03-31,38584000000,12194000000
2011-06-30,36832000000,13688000000
2011-09-30,37201000000,13088000000
2011-12-31,36751000000,13689000000
2012-03-31,37815000000,13089000000
2012-06-30,34547000000,13089000000
2012-09-30,35038000000,13878000000
2012-12-31,35329000000,13878000000
2013-03-31,36006000000,11894000000
2013-06-30,34440000000,12890000000
2013-09-30,35950000000,12892000000
2013-12-31,34859000000,14517000000
2014-03-31,35406000000,13992000000
2014-06-30,33282000000,13993000000
2014-09-30,34082000000,12693000000
2014-12-31,34475000000,14693000000
2015-03-31,34212000000,12901000000
2015-06-30,31869000000,12917000000
2015-09-30,31999000000,12918000000
2015-12-31,31459000000,12847000000
2016-03-31,34063000000,12846000000
2016-06-30,31324000000,12837000000
2016-09-30,32934000000,13878000000
2016-12-31,45932000000,13881000000
2017-03-31,46175000000,13884000000
2017-06-30,43726000000,13887000000
2017-09-30,44160000000,13890000000
2017-12-31,43202000000,13894000000
2018-03-31,43899000000,13033000000
2018-06-30,43177000000,13036000000
2018-09-30,43953000000,11896000000
2018-12-31,55459000000,13042000000
2019-03-31,59233000000,27024000000
2019-06-30,57501000000,27096000000
2019-09-30,52913000000,26903000000
2019-12-31,49271000000,28042000000
2020-03-31,52618000000,26971000000
2020-06-30,50200000000,27542000000
2020-09-30,46651000000,29300000000
2020-12-31,47414000000,29471000000
2021-03-31,48776000000,29700000000
2021-06-30,44388000000,28241000000
2021-09-30,39564000000,28127000000
2021-12-31,39523000000,28044000000
2022-03-31,40235000000,27922000000
2022-06-30,36746000000,27680000000
2022-09-30,33953000000,26300000000
2022-12-31,36954000000,26680000000
2023-03-31,36826000000,25387000000
2023-06-30,37151000000,25200000000
2023-09-30,36469000000,25098000000
