Time,totalAssets,longTermDebt
2009-06-30,591993000,37301000
2009-09-30,492131000,36940000
2009-12-31,679734000,236572000
2010-03-31,648293000,235704000
2010-06-30,693972000,235185000
2010-09-30,770283000,234659000
2010-12-31,982067000,236206000
2011-03-31,1090188000,233564000
2011-06-30,1570693000,235185000
2011-09-30,1961558000,234659000
2011-12-31,3069196000,200000000
2012-03-31,3480459000,200000000
2012-06-30,3478290000,200000000
2012-09-30,3808833000,200000000
2012-12-31,3967890000,200000000
2013-03-31,4363289000,500000000
2013-06-30,4480751000,500000000
2013-09-30,4901325000,500000000
2013-12-31,5412563000,529500000
2014-03-31,6048106000,900000000
2014-06-30,6325822000,900000000
2014-09-30,6778329000,900000000
2014-12-31,7042500000,900000000
2015-03-31,9240626000,2400000000
2015-06-30,9654861000,2400000000
2015-09-30,9916267000,2400000000
2015-12-31,10202871000,2371362000
2016-03-31,11262274000,2372200000
2016-06-30,11593507000,2373085000
2016-09-30,12347338000,2373966000
2016-12-31,13586610000,3364311000
2017-03-31,14359096000,3365400000
2017-06-30,16517223000,4836502000
2017-09-30,16951540000,4888783000
2017-12-31,19012742000,9048828000
2018-03-31,20152797000,9079118000
2018-06-30,22663537000,11913822000
2018-09-30,23366229000,11834963000
2018-12-31,25974400000,14873195000
2019-03-31,27218632000,14768151000
2019-06-30,30171339000,17909126000
2019-09-30,30941711000,17647322000
2019-12-31,33975712000,20723441000
2020-03-31,35059910000,20587654000
2020-06-30,37175281000,21577103000
2020-09-30,38622543000,21882995000
2020-12-31,39280359000,21857087000
2021-03-31,40123014000,21000783000
2021-06-30,40970969000,20723146000
2021-09-30,42739857000,20535734000
2021-12-31,44584663000,15301000000
2022-03-31,45330904000,14447000000
2022-06-30,46350935000,14148000000
2022-09-30,47562187000,13806000000
2022-12-31,48594768000,14274000000
2023-03-31,49490345000,14361000000
2023-06-30,50817473000,14398000000
2023-09-30,49501786000,14232000000
2023-12-31,48731992000,14478000000
