Time,operatingCashflow
2008-06-30,2098000000
2008-09-30,2450000000
2008-12-31,1903000000
2009-03-31,873000000
2009-06-30,2789000000
2009-09-30,2608000000
2009-12-31,1916000000
2010-03-31,1326000000
2010-06-30,2984000000
2010-09-30,2914000000
2010-12-31,2308000000
2011-03-31,458000000
2011-06-30,3184000000
2011-09-30,3158000000
2011-12-31,2674000000
2012-03-31,493000000
2012-06-30,3685000000
2012-09-30,3662000000
2012-12-31,2805000000
2013-03-31,478000000
2013-06-30,3478000000
2013-09-30,3756000000
2013-12-31,2830000000
2014-03-31,1066000000
2014-06-30,3404000000
2014-09-30,3509000000
2014-12-31,2636000000
2015-03-31,1574000000
2015-06-30,3544000000
2015-09-30,3272000000
2015-12-31,2138000000
2016-03-31,604000000
2016-06-30,3216000000
2016-09-30,2903000000
2016-12-31,2069000000
2017-03-31,788000000
2017-06-30,2603000000
2017-09-30,2527000000
2017-12-31,1123000000
2018-03-31,1073000000
2018-06-30,2331000000
2018-09-30,851000000
2018-12-31,1937000000
2019-03-31,788000000
2019-06-30,3713000000
2019-09-30,3270000000
2019-12-31,2700000000
2020-03-31,556000000
2020-06-30,2230000000
2020-09-30,3434000000
2020-12-31,3624000000
2021-03-31,1636000000
2021-06-30,3889000000
2021-09-30,3706000000
2021-12-31,3394000000
2022-03-31,623000000
2022-06-30,3923000000
2022-09-30,3522000000
2022-12-31,2950000000
2023-03-31,160000000
2023-06-30,4469000000
2023-09-30,4300000000
