Time,totalAssets,longTermDebt
2009-06-30,47630017000,11371518000
2009-09-30,49846820000,11576556000
2009-12-31,52581623000,11477000000
2010-03-31,53358622000,10878649000
2010-06-30,53381402000,12612655000
2010-09-30,57373620000,12910681000
2010-12-31,60573852000,14569000000
2011-03-31,61651363000,12530246000
2011-06-30,62004241000,12627761000
2011-09-30,59628176000,13131765000
2011-12-31,60277000000,13067000000
2012-03-31,62415801000,12889081000
2012-06-30,61859790000,13023490000
2012-09-30,63257738000,13073484000
2012-12-31,67235000000,18394000000
2013-03-31,42686613000,3744171000
2013-06-30,42903346000,3674923000
2013-09-30,44132477000,3661009000
2013-12-31,42937000000,3397000000
2014-03-31,41662000000,3403000000
2014-06-30,41475000000,3421000000
2014-09-30,42514000000,4131000000
2014-12-31,41207000000,3448000000
2015-03-31,43095000000,6033000000
2015-06-30,44125000000,5926000000
2015-09-30,41725000000,6017000000
2015-12-31,41247000000,5874000000
2016-03-31,39637000000,5983000000
2016-06-30,39831000000,6024000000
2016-09-30,39497000000,5983000000
2016-12-31,52666000000,20684000000
2017-03-31,70887000000,23770000000
2017-06-30,71151000000,23816000000
2017-09-30,72248000000,24318000000
2017-12-31,76250000000,27210000000
2018-03-31,70908000000,22168000000
2018-06-30,68415000000,20835000000
2018-09-30,71637000000,27410000000
2018-12-31,67173000000,19366000000
2019-03-31,67610000000,18861000000
2019-06-30,68427000000,18998000000
2019-09-30,68539000000,20147000000
2019-12-31,67887000000,17938000000
2020-03-31,66777000000,19332000000
2020-06-30,68776000000,20764000000
2020-09-30,69043000000,18361000000
2020-12-31,72548000000,18534000000
2021-03-31,72785000000,19001000000
2021-06-30,73269000000,19057000000
2021-09-30,73795000000,18954000000
2021-12-31,75196000000,18050000000
2022-03-31,74007000000,17094000000
2022-06-30,74202000000,16765000000
2022-09-30,72801000000,17531000000
2022-12-31,74438000000,16773000000
2023-03-31,73794000000,16900000000
2023-06-30,73354000000,16846000000
2023-09-30,72090000000,15528000000
