Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-06-30,4247000000,6709000000,2462000000,2608000000,1591000000,None,2608000000
2008-09-30,4472000000,6953000000,2481000000,2890000000,1569000000,None,2890000000
2008-12-31,3918000000,5713000000,2086000000,2226000000,1692000000,None,2226000000
2009-03-31,3626000000,5597000000,1971000000,2320000000,1305000000,None,2320000000
2009-06-30,3949000000,15020000000,11286000000,2429000000,22000000,None,2429000000
2009-09-30,4267000000,16352000000,12325000000,2850000000,19000000,None,2850000000
2009-12-31,4171000000,17008000000,26000000,2441000000,26000000,None,2441000000
2010-03-31,4124000000,15364000000,11686000000,2715000000,223000000,None,2715000000
2010-06-30,4511000000,17160000000,12931000000,2906000000,59000000,None,2906000000
2010-09-30,4324000000,16722000000,12687000000,2836000000,75000000,None,2836000000
2010-12-31,4536000000,17807000000,27000000,2743000000,27000000,None,2743000000
2011-03-31,4496000000,16317000000,12289000000,3007000000,255000000,None,3007000000
2011-06-30,5429000000,20026000000,14830000000,3712000000,25000000,None,3712000000
2011-09-30,5515000000,20514000000,15259000000,3677000000,68000000,None,3677000000
2011-12-31,4979000000,18876000000,49000000,2946000000,49000000,None,2946000000
2012-03-31,5006000000,17809000000,13251000000,3403000000,235000000,None,3403000000
2012-06-30,5454000000,19828000000,14616000000,3604000000,33000000,None,3604000000
2012-09-30,5336000000,19381000000,14314000000,3623000000,58000000,None,3623000000
2012-12-31,5208000000,19742000000,33000000,3233000000,33000000,None,3233000000
2013-03-31,5095000000,18291000000,13657000000,3391000000,225000000,None,3391000000
2013-06-30,5216000000,20237000000,15296000000,3337000000,29000000,None,3337000000
2013-09-30,5309000000,20390000000,15343000000,3599000000,23000000,None,3599000000
2013-12-31,5187000000,20390000000,301000000,3188000000,301000000,None,3188000000
2014-03-31,4543000000,17511000000,13470000000,2951000000,234000000,None,2951000000
2014-06-30,5101000000,20797000000,16461000000,2874000000,511000000,None,2874000000
2014-09-30,5122000000,21068000000,16227000000,3345000000,14000000,None,3345000000
2014-12-31,4565000000,19941000000,32000000,2532000000,32000000,None,2532000000
2015-03-31,4387000000,17077000000,13198000000,2871000000,233000000,None,2871000000
2015-06-30,4481000000,18504000000,14303000000,2892000000,21000000,None,2892000000
2015-09-30,4544000000,19175000000,14897000000,2959000000,19000000,None,2959000000
2015-12-31,4017000000,18371000000,68000000,1901000000,68000000,None,1901000000
2016-03-31,3987000000,16541000000,13022000000,2473000000,221000000,None,2473000000
2016-06-30,4285000000,18818000000,14812000000,2753000000,56000000,None,2753000000
2016-09-30,4550000000,19715000000,15440000000,2977000000,55000000,None,2977000000
2016-12-31,4472000000,19189000000,15359000000,2700000000,1071000000,None,2700000000
2017-03-31,3887000000,16337000000,12917000000,2416000000,248000000,None,2416000000
2017-06-30,4398000000,19106000000,14983000000,2737000000,62000000,None,2737000000
2017-09-30,4738000000,20415000000,15956000000,3088000000,56000000,None,3088000000
2017-12-31,5293000000,21585000000,17403000000,3340000000,1564000000,None,3340000000
2018-03-31,4281000000,25095000000,14387000000,2426000000,242000000,None,2426000000
2018-06-30,4982000000,28658000000,16139000000,3093000000,21000000,None,3093000000
2018-09-30,4886000000,27798000000,2645000000,3156000000,20000000,None,3156000000
2018-12-31,4718000000,7499000000,4266000000,2702000000,1846000000,None,2702000000
2019-03-31,4286000000,24876000000,2746000000,2050000000,260000000,None,2050000000
2019-06-30,5034000000,28370000000,2724000000,3187000000,39000000,None,3187000000
2019-09-30,5037000000,28791000000,2662000000,2788000000,37000000,None,2788000000
2019-12-31,4935000000,7713000000,4148000000,2506000000,1807000000,None,2506000000
2020-03-31,4751000000,26054000000,2666000000,2789000000,241000000,None,2789000000
2020-06-30,4472000000,25080000000,2291000000,2731000000,90000000,None,2731000000
2020-09-30,5030000000,28600000000,2457000000,3243000000,18000000,None,3243000000
2020-12-31,4872000000,7444000000,3588000000,2905000000,1482000000,None,2905000000
2021-03-31,5311000000,27536000000,2595000000,3444000000,293000000,None,3444000000
2021-06-30,5241000000,28689000000,2399000000,3129000000,19000000,None,3129000000
2021-09-30,5526000000,30457000000,2641000000,3455000000,18000000,None,3455000000
2021-12-31,5297000000,29603000000,3972000000,2947000000,1749000000,None,2947000000
2022-03-31,5138000000,27611000000,2865000000,3298000000,253000000,None,3298000000
2022-06-30,5184000000,28984000000,2730000000,3056000000,77000000,None,2827000000
2022-09-30,5097000000,29869000000,2968000000,2968000000,26000000,None,2968000000
2022-12-31,4941000000,28838000000,3874000000,2924000000,1297000000,None,2924000000
2023-03-31,4981000000,27980000000,3233000000,2731000000,173000000,None,2731000000
2023-06-30,5739000000,8670000000,3946000000,2566000000,712000000,None,2566000000
2023-09-30,5976000000,8880000000,3188000000,3370000000,15000000,1000000,3370000000
