Time,totalAssets,longTermDebt
2009-08-31,13190600000,443200000
2009-11-30,13358400000,459600000
2010-02-28,13576300000,451900000
2010-05-31,14419000000,453000000
2010-08-31,14051000000,342000000
2010-11-30,14464000000,338000000
2011-02-28,14478000000,276000000
2011-05-31,14998000000,476000000
2011-08-31,14803000000,478000000
2011-11-30,14565000000,468000000
2012-02-29,14794000000,330000000
2012-05-31,15465000000,277000000
2012-08-31,15114000000,249000000
2012-11-30,15171000000,295000000
2013-02-28,15615000000,280000000
2013-05-31,17545000000,1267000000
2013-08-31,17674000000,1200000000
2013-11-30,17820000000,1201000000
2014-02-28,17803000000,1201000000
2014-05-31,18594000000,1206000000
2014-08-31,18521000000,1183000000
2014-11-30,19167000000,1186000000
2015-02-28,20541000000,1306000000
2015-05-31,21597000000,1186000000
2015-08-31,20766000000,1236000000
2015-11-30,22583000000,2072000000
2016-02-29,20987000000,2055000000
2016-05-31,21379000000,2037000000
2016-08-31,21156000000,2285000000
2016-11-30,22652000000,3517000000
2017-02-28,23152000000,3478000000
2017-05-31,23259000000,3477000000
2017-08-31,23647000000,3509000000
2017-11-30,24055000000,3476000000
2018-02-28,22552000000,3333000000
2018-05-31,22536000000,3474000000
2018-08-31,22483000000,3307000000
2018-11-30,22677000000,3177000000
2019-02-28,22921000000,3351000000
2019-05-31,23717000000,3470000000
2019-08-31,26249000000,3826000000
2019-11-30,26602000000,3762000000
2020-02-29,26220000000,4013000000
2020-05-31,31342000000,9409000000
2020-08-31,33258000000,10732000000
2020-11-30,34836000000,11044000000
2021-02-28,36185000000,10320000000
2021-05-31,37740000000,9413000000
2021-08-31,37917000000,10575000000
2021-11-30,38917000000,10438000000
2022-02-28,38577000000,9719000000
2022-05-31,40321000000,9420000000
2022-08-31,41088000000,9100000000
2022-11-30,39647000000,8910000000
2023-02-28,38294000000,8741000000
2023-05-31,37531000000,8927000000
2023-08-31,36786000000,7768000000
2023-11-30,37203000000,7744000000
