Time,operatingCashflow
2009-12-03,326000000
2010-03-04,804000000
2010-06-03,889000000
2010-09-02,1077000000
2010-12-02,732000000
2011-03-03,809000000
2011-06-02,589000000
2011-09-01,354000000
2011-12-01,404000000
2012-03-01,574000000
2012-05-31,686000000
2012-08-30,450000000
2012-11-29,236000000
2013-02-28,234000000
2013-05-30,624000000
2013-08-29,1710000000
2013-11-28,1507000000
2014-02-27,1254000000
2014-05-29,1346000000
2014-08-28,1151000000
2014-12-04,1002000000
2015-03-05,935000000
2015-06-04,491000000
2015-09-03,-3413000000
2015-12-03,206000000
2016-03-03,-96000000
2016-06-02,-215000000
2016-09-01,-1310000000
2016-12-01,1138000000
2017-03-02,1405000000
2017-06-01,2407000000
2017-08-31,3203000000
2017-11-30,3636000000
2018-03-01,4348000000
2018-05-31,4261000000
2018-08-30,5155000000
2018-11-29,4810000000
2019-02-28,3435000000
2019-05-30,2711000000
2019-08-29,2233000000
2019-11-28,2011000000
2020-02-27,2001000000
2020-05-28,2023000000
2020-09-03,2271000000
2020-12-03,1967000000
2021-03-04,3057000000
2021-06-03,3560000000
2021-09-02,3884000000
2021-12-02,3938000000
2022-03-03,3628000000
2022-06-02,3838000000
2022-09-01,3777000000
2022-12-01,943000000
2023-08-31,249000000
2023-11-30,1401000000
