Time,totalAssets,longTermDebt
2012-06-30,14928000000,394000000
2012-09-30,16038000000,530000000
2012-12-31,15103000000,1500000000
2013-03-31,15163000000,1500000000
2013-06-30,15724000000,1500000000
2013-09-30,14933000000,287000000
2013-12-31,17895000000,237000000
2014-03-31,19028000000,191000000
2014-06-30,20769000000,153000000
2014-09-30,24188000000,129000000
2014-12-31,39966000000,119000000
2015-03-31,42007000000,113000000
2015-06-30,44130000000,110000000
2015-09-30,46469000000,109000000
2015-12-31,49407000000,201000000
2016-03-31,52262000000,None
2016-06-30,55968000000,None
2016-09-30,60007000000,None
2016-12-31,64961000000,112000000
2017-03-31,68714000000,None
2017-06-30,73843000000,None
2017-09-30,78998000000,None
2017-12-31,84524000000,72000000
2018-03-31,88945000000,98000000
2018-06-30,90291000000,121000000
2018-09-30,92452000000,70000000
2018-12-31,97334000000,None
2019-03-31,109477000000,6565000000
2019-06-30,117006000000,7122000000
2019-09-30,124418000000,None
2019-12-31,133376000000,None
2020-03-31,138371000000,None
2020-06-30,139691000000,None
2020-09-30,146437000000,None
2020-12-31,159316000000,None
2021-03-31,163523000000,None
2021-06-30,170609000000,None
2021-09-30,169585000000,None
2021-12-31,165987000000,None
2022-03-31,164218000000,None
2022-06-30,169779000000,None
2022-09-30,178894000000,19922000000
2022-12-31,185727000000,9923000000
2023-03-31,184491000000,9925000000
2023-06-30,206688000000,18382000000
2023-09-30,216274000000,18383000000
