Time,totalAssets,longTermDebt
2009-06-30,33127000000,13480000000
2009-09-30,33705000000,13741000000
2009-12-31,34552000000,13754000000
2010-03-31,34173000000,14809000000
2010-06-30,33324000000,14374000000
2010-09-30,36879000000,15031000000
2010-12-31,35050000000,14755000000
2011-03-31,35554000000,15122000000
2011-06-30,36794000000,16351000000
2011-09-30,36220000000,15196000000
2011-12-31,35488000000,17034000000
2012-03-31,36399000000,16756000000
2012-06-30,35798000000,14824000000
2012-09-30,38309000000,17520000000
2012-12-31,37670000000,29351000000
2013-03-31,37418000000,20796000000
2013-06-30,37140000000,21559000000
2013-09-30,36795000000,21877000000
2013-12-31,38168000000,24023000000
2014-03-31,36137000000,25989000000
2014-06-30,36325000000,27161000000
2014-09-30,35401000000,0
2014-12-31,35187000000,37192000000
2015-03-31,33255000000,0
2015-06-30,32713000000,0
2015-09-30,32011000000,0
2015-12-31,33956000000,37497000000
2016-03-31,34621000000,0
2016-06-30,34802000000,0
2016-09-30,35577000000,0
2016-12-31,36851000000,38979000000
2017-03-31,36627000000,0
2017-06-30,38660000000,0
2017-09-30,41951000000,0
2017-12-31,42968000000,47872000000
2018-03-31,43070000000,0
2018-06-30,40721000000,0
2018-09-30,39380000000,0
2018-12-31,39801000000,42485000000
2019-03-31,38042000000,0
2019-06-30,39923000000,0
2019-09-30,41420000000,0
2019-12-31,42875000000,41376000000
2020-03-31,37494000000,0
2020-06-30,39162000000,0
2020-09-30,39129000000,0
2020-12-31,44815000000,45404000000
2021-03-31,39804000000,0
2021-06-30,40686000000,0
2021-09-30,41589000000,0
2021-12-31,41290000000,41618000000
2022-03-31,41733000000,0
2022-06-30,40960000000,22345000000
2022-09-30,40717000000,21762000000
2022-12-31,61681000000,59517000000
2023-03-31,62060000000,40416000000
2023-06-30,61868000000,41400000000
2023-09-30,62927000000,42914000000
