Time,operatingCashflow
2003-12-31,40511471730
2004-03-31,40511471730
2004-06-30,36250678667.70
2004-09-30,37861591875.64
2004-12-31,46642624626.66
2005-03-31,46642624626.66
2005-06-30,27663292284.59
2005-09-30,38170415032.52
2005-12-31,55636579690.71
2006-03-31,55636579690.71
2006-06-30,47164191279.56
2006-09-30,51178871323.54
2006-12-31,58826632736.34
2007-03-31,58826632736.34
2007-06-30,34613596397.52
2007-09-30,49514413612.48
2007-12-31,61256832808
2008-03-31,61256832808
2008-06-30,41335078594.64
2008-09-30,61437865777.36
2008-12-31,64260525873
2009-03-31,64260525873
2009-06-30,24523667000
2009-09-30,46655044000
2009-12-31,61999356000
2010-03-31,61999356000
2010-06-30,48925669000
2010-09-30,63951929000
2010-12-31,70563933000
2011-03-31,70563933000
2011-06-30,63063355000
2011-09-30,55208959000
2011-12-31,72836607000
2012-03-31,72836607000
2012-06-30,69972813000
2012-09-30,76630960000
2012-12-31,85411373000
2013-03-31,85411373000
2013-06-30,75238656000
2013-09-30,95802107000
2013-12-31,102773065000
2014-03-31,102773065000
2014-06-30,81748863000
2014-09-30,91245080000
2014-12-31,153668816000
2015-03-31,153668816000
2015-06-30,111067152000
2015-09-30,118139439000
2015-12-31,144672148000
2016-03-31,144672148000
2016-06-30,106676391000
2016-09-30,126409559000
2016-12-31,185219797000
2017-03-31,185219797000
2017-06-30,103400380000
2017-09-30,116783434000
2017-12-31,204126342000
2018-03-31,204126342000
2018-06-30,129773360000
2018-09-30,94082482000
2018-12-31,189372000000
2019-03-31,189372000000
2019-06-30,117761028000
2019-09-30,141753000000
2019-12-31,202955000000
2020-03-31,202955000000
2020-06-30,170334959000
2020-09-30,190171227000
2020-12-31,259130572000
2021-03-31,259130584000
2021-06-30,187439494000
2021-09-30,318706000000
2021-12-31,378200000000
2022-03-31,378200000000
2022-06-30,338849429000
2022-09-30,412698167000
2022-12-31,486880000000
2023-03-31,486880000000
2023-06-30,167248000000
2023-09-30,847138000000
2023-12-31,None
