Time,totalAssets,longTermDebt
2009-07-31,1556527000,14796000
2009-10-31,1643201000,14952000
2010-01-31,2460201000,450198000
2010-04-30,2488097000,455649000
2010-07-31,2698476000,461182000
2010-10-31,2740694000,466847000
2011-01-31,3091165000,472538000
2011-04-30,3128068000,478369000
2011-07-31,3421328000,1452384000
2011-10-31,3511278000,1470357000
2012-01-31,4164154000,1488447000
2012-04-30,4156092000,1506978000
2012-07-31,4453570000,1525599000
2012-08-13,1000730000,None
2012-10-31,4642290000,1544673000
2013-01-31,5528956000,1563834000
2013-04-30,6513709000,3114610000
2013-07-31,7969896000,1569662000
2013-10-31,8097634000,1582208000
2014-01-31,9152930000,1589089000
2014-04-30,8641344000,1327844000
2014-07-31,9009828000,1323839000
2014-10-31,9412663000,1244438000
2015-01-31,10665127000,1370692000
2015-04-30,10365682000,1275503000
2015-07-31,10793977000,1281612000
2015-10-31,10911966000,1287761000
2016-01-31,12762920000,1293947000
2016-04-30,12817270000,1293170000
2016-07-31,14381314000,1796929000
2016-10-31,14387669000,1804371000
2017-01-31,17584923000,2011849000
2017-04-30,17058930000,1819370000
2017-07-31,17418803000,1826928000
2017-10-31,17490036000,1834509000
2018-01-31,21984000000,1726821000
2018-04-30,22963000000,3200000000
2018-07-31,25823000000,3700000000
2018-10-31,26588000000,3699000000
2019-01-31,30737000000,3198000000
2019-04-30,33154000000,3197000000
2019-07-31,33336000000,2996000000
2019-10-31,49942000000,2845000000
2020-01-31,55126000000,2694000000
2020-04-30,53623000000,2693000000
2020-07-31,57780000000,2692000000
2020-10-31,59136000000,2691000000
2021-01-31,66301000000,2677000000
2021-04-30,64885000000,2689000000
2021-07-31,88658000000,11931000000
2021-10-31,87436000000,10611000000
2022-01-31,95209000000,10596000000
2022-04-30,93022000000,10597000000
2022-07-31,94148000000,10599000000
2022-10-31,91884000000,10600000000
2023-01-31,98849000000,10601000000
2023-04-30,93541000000,9602000000
2023-07-31,92447000000,9423000000
2023-10-31,91022000000,9425000000
