Time,totalAssets,longTermDebt
2009-09-30,138381000000,22439000000
2009-12-31,135293000000,22309000000
2010-03-31,132986000000,22938000000
2010-06-30,128172000000,1876000000
2010-09-30,133692000000,21464000000
2010-12-31,134273000000,21317000000
2011-03-31,136538000000,21699000000
2011-06-30,138354000000,26426000000
2011-09-30,136617000000,22372000000
2011-12-31,134311000000,19270000000
2012-03-31,134605000000,21341000000
2012-06-30,132244000000,27948000000
2012-09-30,135888000000,23563000000
2012-12-31,139903000000,23607000000
2013-03-31,139131000000,21125000000
2013-06-30,139263000000,23617000000
2013-09-30,141125000000,18480000000
2013-12-31,142927000000,21517000000
2014-03-31,143197000000,20837000000
2014-06-30,144266000000,26429000000
2014-09-30,138183000000,19004000000
2014-12-31,136263000000,18124000000
2015-03-31,130937000000,17364000000
2015-06-30,129495000000,23129000000
2015-09-30,129265000000,17394000000
2015-12-31,129143000000,17595000000
2016-03-31,127508000000,19134000000
2016-06-30,127136000000,27122000000
2016-09-30,129043000000,18910000000
2016-12-31,117033000000,16460000000
2017-03-31,118091000000,16633000000
2017-06-30,120406000000,23072000000
2017-09-30,122851000000,20188000000
2017-12-31,126644000000,22186000000
2018-03-31,124369000000,22437000000
2018-06-30,118310000000,25174000000
2018-09-30,118440000000,20779000000
2018-12-31,123687000000,21514000000
2019-03-31,121673000000,21359000000
2019-06-30,115095000000,28788000000
2019-09-30,114058000000,20161000000
2019-12-31,111723000000,18985000000
2020-03-31,118560000000,23310000000
2020-06-30,120700000000,31508000000
2020-09-30,119899000000,23948000000
2020-12-31,120112000000,22514000000
2021-03-31,116778000000,21053000000
2021-06-30,119307000000,32420000000
2021-09-30,119669000000,20558000000
2021-12-31,121416000000,22322000000
2022-03-31,120217000000,23767000000
2022-06-30,117208000000,29347000000
2022-09-30,116282000000,21286000000
2022-12-31,117715000000,20582000000
2023-03-31,119851000000,22874000000
2023-06-30,120829000000,30851000000
2023-09-30,122531000000,24069000000
2023-12-31,120709000000,23096000000
