Time,operatingCashflow
2011-06-30,None
2011-09-30,None
2011-12-31,None
2012-03-31,1472807000
2013-03-31,2330779000
2013-06-30,5131000000
2013-09-30,4526000000
2013-12-31,14922000000
2014-03-31,1800000000
2014-06-30,10177000000
2014-09-30,5865000000
2014-12-31,19408000000
2015-03-31,5767000000
2015-06-30,10400000000
2015-09-30,15124000000
2015-12-31,26230000000
2016-03-31,5082000000
2016-06-30,14958000000
2016-09-30,17206000000
2016-12-31,37416000000
2017-03-31,10746000000
2017-06-30,25311000000
2017-09-30,30507000000
2017-12-31,55173000000
2018-03-31,14180000000
2018-06-30,36117000000
2018-09-30,31407000000
2018-12-31,64898000000
2019-03-31,18553000000
2019-06-30,34612000000
2019-09-30,47326000000
2019-12-31,96505000000
2020-03-31,2164000000
2020-06-30,50099000000
2020-09-30,54296000000
2020-12-31,103208000000
2021-03-31,33603000000
2021-06-30,24183000000
2021-09-30,35830000000
2021-12-31,80366000000
2022-03-31,-7040000000
2022-06-30,33869000000
2022-09-30,47112000000
2022-12-31,87370000000
2023-03-31,31401000000
2023-06-30,45306000000
2023-09-30,49231000000
