Time,totalAssets,longTermDebt
2009-06-30,48140000000,None
2009-09-30,47501000000,None
2009-12-31,53926000000,None
2010-03-31,57057000000,None
2010-06-30,64725000000,None
2010-09-30,75183000000,None
2010-12-31,86742000000,None
2011-03-31,94904000000,None
2011-06-30,106758000000,None
2011-09-30,116371000000,None
2011-12-31,138681000000,None
2012-03-31,150934000000,None
2012-06-30,162896000000,None
2012-09-30,176064000000,0
2012-12-31,196088000000,None
2013-03-31,194743000000,None
2013-06-30,199856000000,16958000000
2013-09-30,207000000000,16960000000
2013-12-31,225184000000,16961000000
2014-03-31,205989000000,16962000000
2014-06-30,222520000000,29030000000
2014-09-30,231839000000,28987000000
2014-12-31,261894000000,32504000000
2015-03-31,261194000000,40072000000
2015-06-30,273151000000,51200000000
2015-09-30,290345000000,57400000000
2015-12-31,293284000000,57600000000
2016-03-31,305277000000,74900000000
2016-06-30,305602000000,77600000000
2016-09-30,321686000000,85200000000
2016-12-31,331141000000,81199000000
2017-03-31,334532000000,93699000000
2017-06-30,345173000000,104795000000
2017-09-30,375319000000,112596000000
2017-12-31,406794000000,119998000000
2018-03-31,367502000000,119598000000
2018-06-30,349197000000,108598000000
2018-09-30,365725000000,111984000000
2018-12-31,373719000000,112372000000
2019-03-31,341998000000,113805000000
2019-06-30,322239000000,116029000000
2019-09-30,338516000000,117760000000
2019-12-31,340618000000,119324000000
2020-03-31,320400000000,115992000000
2020-06-30,317344000000,118309000000
2020-09-30,323888000000,125873000000
2020-12-31,354054000000,124962000000
2021-03-31,337158000000,129203000000
2021-06-30,329840000000,128339000000
2021-09-30,351002000000,118700000000
2021-12-31,381191000000,117800000000
2022-03-31,350662000000,113000000000
2022-06-30,336309000000,108700000000
2022-09-30,352755000000,110087000000
2022-12-31,346747000000,109400000000
2023-03-31,332160000000,107600000000
2023-06-30,335038000000,105300000000
2023-09-30,352583000000,105103000000
