Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-05-30,None,None,None,None,None,None,None
2008-08-29,None,None,None,None,None,None,None
2008-11-28,None,None,None,None,None,None,None
2009-03-31,4472000000,9425000000,4953000000,5084000000,1843000000,None,5084000000
2009-06-30,6870000000,13761000000,6891000000,6457000000,1841000000,None,6457000000
2009-09-30,-7578000000,12372000000,7578000000,-13207000000,5629000000,1064000000,5858000000
2009-12-31,-2238000000,9526000000,2238000000,-1996000000,-242000000,-799000000,6578000000
2010-03-31,-7616000000,10522000000,7616000000,-13395000000,5779000000,814000000,5973000000
2010-06-30,-586000000,6807000000,7393000000,-4772000000,5474000000,1288000000,2736000000
2010-09-30,568000000,6660000000,6092000000,-3614000000,5589000000,1407000000,4218000000
2010-12-31,-32530000000,8064000000,5168000000,-36031000000,2956000000,-545000000,2929000000
2011-03-31,-8683000000,11894000000,7854000000,-14350000000,6525000000,858000000,4898000000
2011-06-30,-7329000000,7281000000,5669000000,-10992000000,5350000000,1687000000,3299000000
2011-09-30,-5764000000,3587000000,4317000000,-7775000000,3490000000,1479000000,749000000
2011-12-31,-6428000000,5489000000,4802000000,-9642000000,4877000000,1663000000,4709000000
2012-03-31,-8355000000,9949000000,6768000000,-13116000000,6386000000,1625000000,4806000000
2012-06-30,-6827000000,6627000000,5212000000,-10149000000,4972000000,1650000000,3065000000
2012-09-30,-7656000000,10144000000,6053000000,-11704000000,5689000000,1641000000,4091000000
2012-12-31,-6541000000,11127000000,4923000000,-9357000000,4479000000,1657000000,6204000000
2013-03-31,4972000000,11773000000,4557000000,5056000000,2160000000,None,5056000000
2013-06-30,-7589000000,10449000000,5967000000,-11644000000,5727000000,1672000000,4482000000
2013-09-30,2167000000,8280000000,4555000000,-1230000000,4955000000,1558000000,3725000000
2013-12-31,3552000000,10372000000,5230000000,-243000000,5385000000,1590000000,5142000000
2014-03-31,3021000000,10885000000,6307000000,-2140000000,6718000000,1557000000,4578000000
2014-06-30,2821000000,10704000000,6304000000,-2153000000,6553000000,1579000000,4400000000
2014-09-30,3810000000,9635000000,5082000000,-43000000,3853000000,1248000000,4553000000
2014-12-31,3042000000,8861000000,4478000000,-386000000,3428000000,884000000,4383000000
2015-03-31,4234000000,11793000000,6683000000,-1260000000,5494000000,1142000000,5110000000
2015-06-30,2059000000,10556000000,7343000000,-2864000000,4923000000,1487000000,3213000000
2015-09-30,2343000000,8138000000,4815000000,-1051000000,3394000000,1277000000,3323000000
2015-12-31,1552000000,8721000000,6120000000,-1653000000,3205000000,1448000000,2520000000
2016-03-31,2144000000,7803000000,4663000000,-1541000000,3685000000,1465000000,3041000000
2016-06-30,2843000000,9708000000,5469000000,-1522000000,4365000000,1776000000,4239000000
2016-09-30,3227000000,9943000000,5300000000,-1058000000,4285000000,1775000000,4643000000
2016-12-31,3599000000,10440000000,4748000000,-287000000,3886000000,2091000000,5485000000
2017-03-31,3030000000,10256000000,5435000000,-1326000000,4356000000,2230000000,4769000000
2017-06-30,3011000000,10319000000,5378000000,-1346000000,4357000000,2432000000,4941000000
2017-09-30,3542000000,11007000000,5350000000,-733000000,4275000000,2681000000,5657000000
2017-12-31,4220000000,11329000000,4468000000,559000000,3661000000,2832000000,5946000000
2018-03-31,4270000000,13392000000,6560000000,-1077000000,5347000000,3312000000,6731000000
2018-06-30,4937000000,13554000000,6126000000,3663000000,1274000000,3918000000,7194000000
2018-09-30,4646000000,13025000000,5568000000,3399000000,1247000000,4205000000,7283000000
2018-12-31,2872000000,12557000000,6274000000,375000000,2497000000,4477000000,7185000000
2019-03-31,4067000000,13186000000,6088000000,2706000000,1361000000,4379000000,7098000000
2019-06-30,4671000000,14150000000,6334000000,3260000000,1411000000,4689000000,7816000000
2019-09-30,3800000000,12774000000,5907000000,2273000000,1527000000,4451000000,6867000000
2019-12-31,3331000000,13812000000,7634000000,435000000,2896000000,3837000000,6178000000
2020-03-31,2082000000,12180000000,7395000000,586000000,1496000000,3436000000,4785000000
2020-06-30,808000000,15385000000,12004000000,-669000000,1477000000,2090000000,3381000000
2020-09-30,5080000000,12629000000,6482000000,3669000000,1411000000,1848000000,6147000000
2020-12-31,6401000000,13304000000,6200000000,4698000000,1703000000,1563000000,7104000000
2021-03-31,9798000000,19276000000,9367000000,8238000000,1560000000,1572000000,9909000000
2021-06-30,8144000000,16698000000,8548000000,6553000000,1591000000,1310000000,8150000000
2021-09-30,7926000000,15161000000,6766000000,6183000000,1743000000,1553000000,8395000000
2021-12-31,5938000000,13854000000,7614000000,4062000000,1876000000,1215000000,6240000000
2022-03-31,5491000000,14318000000,8277000000,3725000000,1766000000,1385000000,6041000000
2022-06-30,4651000000,14981000000,8320000000,2653000000,1998000000,3117000000,6661000000
2022-09-30,5738000000,18482000000,8219000000,3694000000,2044000000,6507000000,10263000000
2022-12-31,3903000000,20930000000,9063000000,1723000000,2180000000,10337000000,11867000000
2023-03-31,8232000000,25381000000,8231000000,5976000000,2256000000,13157000000,17150000000
2023-06-30,5444000000,26047000000,9159000000,2577000000,2867000000,15152000000,16888000000
2023-09-30,7517000000,28527000000,9061000000,4757000000,2760000000,16710000000,19466000000
