Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2013-03-31,3176000000,4242000000,2525000000,1305000000,2165000000,72000000,1305000000
2013-06-30,3638000000,4599000000,2596000000,1453000000,2446000000,79000000,1453000000
2013-09-30,3566000000,4572000000,2501000000,1371000000,2418000000,75000000,1371000000
2013-12-31,3829000000,5111000000,2756000000,1535000000,2501000000,74000000,1535000000
2014-03-31,3463000000,4563000000,1100000000,1351000000,2292000000,70000000,1351000000
2014-06-30,3813000000,4926000000,1113000000,1515000000,2470000000,73000000,1515000000
2014-09-30,3925000000,5019000000,1094000000,960000000,2850000000,148000000,960000000
2014-12-31,4333000000,5452000000,4593000000,-415000000,4381000000,139000000,-415000000
2015-03-31,4098000000,5040000000,942000000,1687000000,2488000000,132000000,1528000000
2015-06-30,4559000000,5475000000,916000000,1852000000,2793000000,172000000,1850000000
2015-09-30,4777000000,5944000000,1167000000,1885000000,3017000000,207000000,1854000000
2015-12-31,4925000000,6400000000,3451000000,2113000000,3051000000,208000000,2132000000
2016-03-31,4589000000,5958000000,1369000000,2278000000,2484000000,215000000,1991000000
2016-06-30,5047000000,6452000000,1405000000,2387000000,2841000000,245000000,2341000000
2016-09-30,4928000000,6432000000,1504000000,2361000000,2780000000,271000000,2285000000
2016-12-31,5241000000,6796000000,1555000000,2314000000,3110000000,316000000,2314000000
2017-03-31,4922000000,6538000000,1616000000,2407000000,2790000000,273000000,2359000000
2017-06-30,5415000000,6944000000,1529000000,2662000000,3022000000,284000000,2637000000
2017-09-30,5379000000,6995000000,1616000000,2694000000,2949000000,293000000,2388000000
2017-12-31,5458000000,7739000000,2281000000,1782000000,4339000000,299000000,1492000000
2018-03-31,6007000000,7934000000,1927000000,2903000000,3456000000,309000000,3106000000
2018-06-30,6344000000,8278000000,1934000000,2762000000,3407000000,320000000,2332000000
2018-09-30,6401000000,8236000000,1835000000,3159000000,3584000000,339000000,3100000000
2018-12-31,6283000000,8305000000,2022000000,-2441000000,14128000000,380000000,-1993000000
2019-03-31,6134000000,7828000000,1694000000,3010000000,3676000000,387000000,2931000000
2019-06-30,6436000000,8255000000,1819000000,3400000000,3443000000,358000000,1165000000
2019-09-30,6559000000,8479000000,1920000000,2617000000,4353000000,480000000,2481000000
2019-12-31,6698000000,8704000000,2006000000,3956000000,3704000000,559000000,3633000000
2020-03-31,4521000000,8619000000,4098000000,3603000000,3535000000,563000000,3661000000
2020-06-30,1787000000,10425000000,8638000000,752000000,7362000000,632000000,-60000000
2020-09-30,2906000000,12902000000,9996000000,3255000000,6697000000,630000000,3125000000
2020-12-31,9174000000,13858000000,4684000000,3753000000,7254000000,629000000,-880000000
2021-03-31,3946000000,13010000000,9064000000,4103000000,6703000000,632000000,4497000000
2021-06-30,4272000000,13959000000,9687000000,4441000000,7063000000,615000000,1775000000
2021-09-30,4969000000,14342000000,9373000000,4306000000,7046000000,596000000,4283000000
2021-12-31,10566000000,14886000000,4320000000,5074000000,7280000000,580000000,4850000000
2022-03-31,4504000000,13538000000,9034000000,4717000000,6624000000,548000000,5474000000
2022-06-30,3201000000,14583000000,11382000000,3295000000,9090000000,556000000,1735000000
2022-09-30,3716000000,14812000000,11096000000,4603000000,7728000000,560000000,4957000000
2022-12-31,10951000000,15121000000,4170000000,5502000000,7411000000,566000000,3532000000
2023-03-31,2542000000,12225000000,9683000000,2768000000,8139000000,553000000,1026000000
2023-06-30,4257000000,13865000000,9608000000,4513000000,7381000000,552000000,3159000000
2023-09-30,2070000000,13927000000,11857000000,2281000000,7161000000,555000000,2505000000
