Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-09-30,11121000000,22026000000,10905000000,4386000000,6436000000,None,4899000000
2008-12-31,10518000000,20368000000,9850000000,4055000000,6267000000,None,6313000000
2009-03-31,9256000000,18417000000,9161000000,3553000000,5526000000,None,3771000000
2009-06-30,9395000000,18662000000,9267000000,3380000000,5822000000,None,3544000000
2009-09-30,3390000000,19520000000,16130000000,4448000000,7019000000,287000000,4751000000
2009-12-31,4431000000,20803000000,16372000000,4655000000,6860000000,224000000,6218000000
2010-03-31,3745000000,18955000000,15210000000,3968000000,6208000000,223000000,3985000000
2010-06-30,18926000000,18926000000,16756000000,2950000000,7408000000,212000000,2745000000
2010-09-30,3604000000,19914000000,16310000000,4425000000,6829000000,208000000,4490000000
2010-12-31,3919000000,21138000000,17219000000,4186000000,7141000000,209000000,4270000000
2011-03-31,3442000000,20028000000,16586000000,3705000000,6783000000,202000000,3823000000
2011-06-30,20860000000,20860000000,16018000000,3179000000,5443000000,212000000,3383000000
2011-09-30,3384000000,21710000000,18326000000,4250000000,7472000000,207000000,4276000000
2011-12-31,2661000000,21934000000,19273000000,2680000000,8349000000,201000000,2868000000
2012-03-31,2282000000,20015000000,17733000000,3299000000,7784000000,179000000,3344000000
2012-06-30,20212000000,20394000000,13148000000,3063000000,450000000,182000000,4415000000
2012-09-30,2732000000,20584000000,17852000000,3889000000,7736000000,172000000,3959000000
2012-12-31,3960000000,22006000000,18046000000,4429000000,7410000000,169000000,5368000000
2013-03-31,2926000000,20435000000,17509000000,3361000000,7424000000,163000000,3426000000
2013-06-30,20655000000,20818000000,308000000,2651000000,308000000,163000000,2452000000
2013-09-30,3088000000,21042000000,17954000000,3970000000,7307000000,165000000,4134000000
2013-12-31,4063000000,22093000000,18030000000,4302000000,7087000000,187000000,4498000000
2014-03-31,2941000000,20380000000,17439000000,3306000000,7017000000,179000000,3433000000
2014-06-30,20157000000,20335000000,14380000000,3162000000,5793000000,178000000,3182000000
2014-09-30,2053000000,20857000000,18804000000,3633000000,8018000000,169000000,2951000000
2014-12-31,3488000000,20001000000,16513000000,3579000000,6430000000,160000000,3330000000
2015-03-31,2551000000,17993000000,15442000000,3025000000,6115000000,149000000,2868000000
2015-06-30,17790000000,17790000000,11304000000,812000000,3600000000,147000000,1238000000
2015-09-30,2761000000,16394000000,13633000000,3768000000,5474000000,140000000,3618000000
2015-12-31,3392000000,16772000000,13380000000,3853000000,4920000000,143000000,4247000000
2016-03-31,2845000000,15609000000,12764000000,3318000000,4849000000,146000000,3785000000
2016-06-30,16102000000,16102000000,12135000000,2502000000,5371000000,150000000,2779000000
2016-09-30,2819000000,16462000000,13643000000,3771000000,5466000000,131000000,3708000000
2016-12-31,3493000000,16734000000,13241000000,3875000000,4943000000,122000000,8692000000
2017-03-31,3028000000,15509000000,12481000000,3360000000,4645000000,96000000,3398000000
2017-06-30,16079000000,16971000000,11604000000,2949000000,5167000000,116000000,3056000000
2017-09-30,2771000000,16653000000,13767000000,3648000000,5457000000,115000000,3849000000
2017-12-31,3652000000,17395000000,13621000000,3919000000,4954000000,122000000,4089000000
2018-03-31,2883000000,16281000000,13265000000,3209000000,4922000000,133000000,3357000000
2018-06-30,16503000000,16503000000,12598000000,2587000000,5480000000,482000000,2426000000
2018-09-30,2774000000,16690000000,13916000000,3554000000,5071000000,129000000,4057000000
2018-12-31,3638000000,17438000000,13800000000,3896000000,4881000000,138000000,4032000000
2019-03-31,3015000000,16462000000,13447000000,3229000000,5020000000,131000000,3378000000
2019-06-30,17094000000,17094000000,20955000000,-5192000000,13609000000,111000000,-4958000000
2019-09-30,3474000000,17798000000,14324000000,4290000000,5599000000,108000000,4427000000
2019-12-31,4286000000,18240000000,13954000000,4482000000,5085000000,100000000,4606000000
2020-03-31,3144000000,17214000000,14070000000,3453000000,5354000000,100000000,3558000000
2020-06-30,17698000000,17698000000,12740000000,3481000000,5594000000,157000000,3632000000
2020-09-30,4588000000,19318000000,14730000000,5281000000,5576000000,136000000,5402000000
2020-12-31,5236000000,19745000000,14509000000,5380000000,5256000000,143000000,4987000000
2021-03-31,3573000000,18109000000,14536000000,3785000000,5614000000,106000000,4003000000
2021-06-30,4917000000,18946000000,14029000000,3540000000,6137000000,117000000,3679000000
2021-09-30,4312000000,20338000000,16026000000,5023000000,5588000000,109000000,5130000000
2021-12-31,5094000000,20953000000,15859000000,5168000000,5195000000,106000000,5326000000
2022-03-31,3945000000,19381000000,15436000000,4024000000,5110000000,109000000,4168000000
2022-06-30,5118000000,19515000000,14397000000,3598000000,5594000000,115000000,3759000000
2022-09-30,4276000000,20612000000,16336000000,4939000000,5489000000,123000000,5096000000
2022-12-31,4706000000,20773000000,16067000000,4785000000,5170000000,171000000,4980000000
2023-03-31,4166000000,20068000000,15902000000,4248000000,5498000000,222000000,4483000000
2023-06-30,5514000000,20553000000,15039000000,4162000000,6390000000,240000000,4465000000
2023-09-30,5064000000,21871000000,16807000000,5767000000,6303000000,225000000,5992000000
2023-12-31,5602000000,21441000000,15839000000,4433000000,5695000000,248000000,4719000000
