Time,totalAssets,longTermDebt
2019-03-31,214342000000,37803000000
2019-06-30,209475000000,36311000000
2019-09-30,193984000000,46986000000
2019-12-31,200948000000,38057000000
2020-03-31,206294000000,42770000000
2020-06-30,207649000000,54197000000
2020-09-30,201549000000,58628000000
2020-12-31,201888000000,52878000000
2021-03-31,200250000000,50903000000
2021-06-30,202221000000,51110000000
2021-09-30,203609000000,54406000000
2021-12-31,203311000000,47349000000
2022-03-31,202453000000,46624000000
2022-06-30,204074000000,46022000000
2022-09-30,203631000000,48369000000
2022-12-31,202124000000,0
2023-03-31,204858000000,45066000000
2023-06-30,203783000000,0
2023-09-30,205579000000,46431000000
