Time,Open,High,Low,Close,Volume,Percentage Change
2021-11-24,286.0400,289.4499,283.2000,289.1700,5091437,288.1700
2021-11-26,284.5000,287.5700,283.0400,284.2100,4195279,-0.0172
2021-11-29,289.5200,298.3900,284.7000,296.7400,8215565,0.0441
2021-11-30,296.1900,299.2700,283.4000,284.9600,13597638,-0.0397
2021-12-01,271.2600,276.9400,251.4600,251.5000,30744431,-0.1174
2021-12-02,252.8200,262.5800,252.1401,261.2000,12200786,0.0386
2021-12-03,261.5500,261.7500,251.7000,258.3200,8944026,-0.0110
2021-12-06,256.1000,259.2300,250.7100,258.7500,7122951,0.0017
2021-12-07,265.4700,270.2300,263.6000,266.9900,7401230,0.0318
2021-12-08,268.3100,268.5000,264.5700,266.3100,4586480,-0.0025
2021-12-09,266.0400,266.6800,262.6400,264.3200,3966956,-0.0075
2021-12-10,266.1000,270.5700,264.4400,266.0300,3480091,0.0065
2021-12-13,265.8000,270.5600,264.6100,265.7600,3625721,-0.0010
2021-12-14,262.0000,262.1500,253.3000,255.5900,7227339,-0.0383
2021-12-15,254.8500,260.1900,251.9000,260.0400,6484942,0.0174
2021-12-16,260.0000,261.3499,252.2200,253.1200,6556672,-0.0266
2021-12-17,251.2400,253.9000,246.7900,252.9300,12170272,-0.0008
2021-12-20,249.8900,251.5400,246.5000,247.2100,5580059,-0.0226
2021-12-21,248.0000,253.0100,245.2500,252.5500,5428209,0.0216
2021-12-22,253.4200,254.2600,249.5100,252.8000,4982392,0.0010
2021-12-23,251.2300,254.3100,249.3350,253.1400,3769478,0.0013
2021-12-27,253.3900,258.4300,253.2400,258.3000,3532542,0.0204
2021-12-28,259.7300,260.7800,254.9380,255.4500,3296365,-0.0110
2021-12-29,256.0000,256.4300,253.1200,254.5400,2592745,-0.0036
2021-12-30,255.3000,257.9000,254.4600,255.3300,2950573,0.0031
2021-12-31,254.4700,256.4900,253.6300,254.1300,3108655,-0.0047
2022-01-03,255.0100,256.7000,248.6500,255.4600,4318489,0.0052
2022-01-04,256.8500,256.8700,243.3950,248.2300,7240729,-0.0283
2022-01-05,236.1700,238.2000,227.3100,227.6700,18882465,-0.0828
2022-01-06,228.0400,234.4800,226.0532,229.1500,9376094,0.0065
2022-01-07,228.5000,232.2800,226.0500,228.3100,6286718,-0.0037
2022-01-10,225.5000,229.8300,218.8900,229.6300,7803784,0.0058
2022-01-11,228.8000,236.3500,226.5600,234.8400,7624430,0.0227
2022-01-12,237.0000,239.2800,235.7600,237.8300,6718884,0.0127
2022-01-13,237.5000,238.7900,227.9200,228.6300,6680317,-0.0387
2022-01-14,228.0300,233.2900,227.6074,231.2300,5805137,0.0114
2022-01-18,228.4500,230.7300,225.3000,226.0600,5973367,-0.0224
2022-01-19,227.4700,232.2100,226.1700,226.2700,5264560,0.0009
2022-01-20,229.0700,231.4000,222.4900,222.9400,5663652,-0.0147
2022-01-21,223.0600,224.7700,218.2500,218.6300,9128418,-0.0193
2022-01-24,212.3900,223.3800,207.5100,223.0300,11674760,0.0201
2022-01-25,221.0000,223.9000,214.6700,215.3900,9092713,-0.0343
2022-01-26,219.6100,221.4600,209.0700,211.0000,10029562,-0.0204
2022-01-27,214.0800,223.1500,212.0600,212.7400,9468583,0.0082
2022-01-28,214.3000,222.2900,210.8800,222.1300,8254892,0.0441
2022-01-31,222.9500,232.9100,222.2600,232.6300,7084216,0.0473
2022-02-01,232.3700,232.7800,226.3200,232.1200,6387115,-0.0022
2022-02-02,233.7400,234.4900,223.0169,225.0100,9378866,-0.0306
2022-02-03,218.0700,220.7909,210.4000,212.7700,12826597,-0.0544
2022-02-04,214.9900,221.6700,213.1900,219.2300,6176474,0.0304
2022-02-07,219.0000,221.4400,216.6600,216.9700,3922259,-0.0103
2022-02-08,215.6000,217.9400,212.1500,217.4300,5628683,0.0021
2022-02-09,221.1400,222.1900,215.5700,222.0400,6107708,0.0212
2022-02-10,217.7000,221.9900,215.8100,217.6700,5312607,-0.0197
2022-02-11,217.6200,219.9300,206.1121,207.9000,8165623,-0.0449
2022-02-14,205.8000,209.9000,204.6300,206.4000,7005942,-0.0072
2022-02-15,209.7500,214.5700,208.5200,214.2500,6355740,0.0380
2022-02-16,211.0000,212.4200,208.2100,211.7400,7072715,-0.0117
2022-02-17,208.3300,209.7500,199.5000,200.0300,8820050,-0.0553
2022-02-18,200.4000,202.6000,195.7900,196.8400,6691812,-0.0159
2022-02-22,195.5300,201.4600,193.5250,195.1300,7789271,-0.0087
2022-02-23,196.3500,199.0000,190.1300,190.5400,7784294,-0.0235
2022-02-24,184.7400,204.9000,184.4400,204.2900,11792612,0.0722
2022-02-25,204.7240,208.4674,201.6100,208.0900,5853614,0.0186
2022-02-28,207.7900,211.6700,206.9500,210.5300,7904654,0.0117
2022-03-01,213.4000,214.3900,208.4600,208.8900,12587317,-0.0078
2022-03-02,216.1000,217.3096,201.1501,210.3900,16670096,0.0072
2022-03-03,210.3900,211.6300,204.2200,204.7500,6559852,-0.0268
2022-03-04,204.7000,206.3800,199.2600,203.0100,6816423,-0.0085
2022-03-07,203.4500,204.9300,196.0400,196.2300,7043501,-0.0334
2022-03-08,194.2800,197.2000,189.2000,192.0800,8229049,-0.0211
2022-03-09,198.3500,205.2300,197.2200,203.1600,6881263,0.0577
2022-03-10,199.1000,201.2000,197.5300,200.1500,5604161,-0.0148
2022-03-11,204.7700,204.7700,197.6300,197.9000,5196914,-0.0112
2022-03-14,198.2400,200.1600,191.8200,193.1200,5665470,-0.0242
2022-03-15,198.5300,199.9600,192.7400,196.1400,5276325,0.0156
2022-03-16,198.6600,205.9000,197.3300,205.5700,6043359,0.0481
2022-03-17,204.6200,210.6800,202.5601,210.4100,5842555,0.0235
2022-03-18,209.2300,219.5800,208.3050,218.8000,12122674,0.0399
2022-03-21,218.1900,219.1000,210.6100,213.7200,6052850,-0.0232
2022-03-22,213.7200,221.8500,212.6150,218.2100,6990554,0.0210
2022-03-23,213.8700,213.9300,208.3100,211.1100,8404667,-0.0325
2022-03-24,212.3500,214.1100,209.8700,213.9800,4150252,0.0136
2022-03-25,214.2700,215.8600,208.4800,211.0300,3393076,-0.0138
2022-03-28,210.3800,215.3800,209.3000,215.2800,4290886,0.0201
2022-03-29,218.6200,222.1550,216.7700,221.2900,5370373,0.0279
2022-03-30,219.7100,219.8500,213.4000,214.9400,4951199,-0.0287
2022-03-31,214.5000,216.7900,211.7900,212.3200,7141260,-0.0122
2022-04-01,212.4800,214.0300,210.0400,212.2500,6007859,-0.0003
2022-04-04,214.6300,221.0000,214.1000,218.8500,7845801,0.0311
2022-04-05,218.0000,218.2700,208.6700,210.1400,7230245,-0.0398
2022-04-06,205.2100,205.4650,198.0800,200.8200,7171285,-0.0444
2022-04-07,199.1200,202.7200,198.1900,200.1600,5245971,-0.0033
2022-04-08,198.6400,200.1400,196.6200,197.1700,3897664,-0.0149
2022-04-11,194.2100,197.1000,192.1600,195.4500,5173760,-0.0087
2022-04-12,199.7500,201.1200,194.5800,194.8100,4832184,-0.0033
2022-04-13,191.9850,197.1000,189.3200,195.7200,8733017,0.0047
2022-04-14,196.3200,196.4500,189.2200,189.4100,5126676,-0.0322
2022-04-18,188.3000,189.3500,185.5300,187.0100,4899472,-0.0127
2022-04-19,187.2400,192.2000,185.5200,191.3900,6120405,0.0234
2022-04-20,192.8900,193.3000,186.0800,186.2300,5947447,-0.0270
2022-04-21,188.7800,190.1700,176.7400,177.2300,9119512,-0.0483
2022-04-22,177.7000,179.0500,171.1000,171.4300,8843906,-0.0327
2022-04-25,169.6900,174.7600,169.2278,174.5700,7988936,0.0183
2022-04-26,172.6200,173.7200,167.5500,170.0800,8011625,-0.0257
2022-04-27,171.0000,177.2300,170.6250,174.6800,9644616,0.0270
2022-04-28,181.4100,186.9300,178.9800,185.7400,10617861,0.0633
2022-04-29,182.5700,185.3600,175.3000,175.9400,7110752,-0.0528
2022-05-02,175.0900,177.7800,173.1200,177.5700,6278442,0.0093
2022-05-03,176.9500,180.3850,176.1300,178.3600,5047686,0.0044
2022-05-04,179.7100,185.9800,174.7400,185.4800,7524761,0.0399
2022-05-05,180.4900,182.2350,169.8200,172.3000,8379395,-0.0711
2022-05-06,169.4900,172.4300,165.5800,169.7000,7232666,-0.0151
2022-05-09,166.7200,170.2885,162.1300,163.6000,9997769,-0.0359
2022-05-10,167.4200,171.2600,163.2750,167.1500,8598717,0.0217
2022-05-11,165.5000,169.9800,160.8300,161.2700,7220076,-0.0352
2022-05-12,156.9300,166.8500,154.6400,160.4200,10187549,-0.0053
2022-05-13,163.5500,168.6800,162.0100,166.9100,6499749,0.0405
2022-05-16,164.7400,166.1100,161.8800,164.1200,5065837,-0.0167
2022-05-17,167.3300,169.1000,158.2700,163.7300,7317728,-0.0024
2022-05-18,162.8200,164.5200,156.1900,157.3300,7454376,-0.0391
2022-05-19,155.2300,159.2500,154.7300,155.6000,8382193,-0.0110
2022-05-20,158.7400,160.7300,154.5500,159.6500,9068740,0.0260
2022-05-23,159.8400,160.7300,155.9100,160.3200,6148844,0.0042
2022-05-24,157.7700,158.3900,154.5500,156.9300,6928394,-0.0211
2022-05-25,155.3200,161.8900,155.3200,159.6500,7436776,0.0173
2022-05-26,159.6900,163.6900,157.5700,162.4600,6697678,0.0176
2022-05-27,160.6700,165.2300,160.2500,165.1000,7883615,0.0163
2022-05-31,166.9600,167.2800,159.3500,160.2400,18114610,-0.0294
2022-06-01,178.0100,184.4200,174.3700,176.0700,37037406,0.0988
2022-06-02,175.0000,190.1300,174.7000,188.4000,19231217,0.0700
2022-06-03,185.0000,189.6400,183.8000,184.9100,9223960,-0.0185
2022-06-06,188.9300,190.4200,181.7000,182.8700,5811718,-0.0110
2022-06-07,181.7100,188.6000,181.7100,187.1500,6331089,0.0234
2022-06-08,187.0000,190.5599,185.3900,189.1900,6226152,0.0109
2022-06-09,188.5300,192.6799,186.6100,187.1100,8486282,-0.0110
2022-06-10,183.6300,183.9500,177.2044,178.4500,7857553,-0.0463
2022-06-13,170.5500,172.6800,165.0600,166.0300,10726191,-0.0696
2022-06-14,168.7300,169.6300,162.1500,164.4500,8576172,-0.0095
2022-06-15,166.7300,171.5000,164.6800,168.5500,7740676,0.0249
2022-06-16,163.7300,166.9000,158.6200,159.8500,8090882,-0.0516
2022-06-17,158.5600,166.2300,158.1700,163.2600,13074626,0.0213
2022-06-21,165.0500,169.3500,164.9000,166.8300,6736788,0.0219
2022-06-22,164.7000,170.4500,164.2100,167.4500,5865254,0.0037
2022-06-23,169.0900,173.3899,167.1200,173.0500,7257956,0.0334
2022-06-24,177.7200,186.4050,176.5500,185.9200,12107108,0.0744
2022-06-27,186.1100,186.5800,180.4715,181.3100,6170845,-0.0248
2022-06-28,180.2900,182.3300,171.4400,171.4600,6682362,-0.0543
