Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-06-30,18969000000,30866000000,11897000000,6567000000,24299000000,None,6737000000
2008-09-30,18320000000,31342000000,13022000000,5618000000,25724000000,None,5793000000
2008-12-31,10717000000,30491000000,19774000000,-19855000000,50346000000,None,-20252000000
2009-03-31,18262000000,30457000000,12195000000,5684000000,24834000000,None,5749000000
2009-06-30,18057000000,30614000000,12557000000,5441000000,25114000000,879000000,5650000000
2009-09-30,17827000000,30734000000,12907000000,5311000000,25362000000,853000000,5469000000
2009-12-31,17734000000,30708000000,12974000000,4564000000,26320000000,798000000,4730000000
2010-03-31,18147000000,30530000000,12383000000,5971000000,24559000000,767000000,6081000000
2010-06-30,18356000000,30808000000,12452000000,6083000000,24725000000,754000000,6917000000
2010-09-30,17976000000,31581000000,13605000000,5431000000,26150000000,729000000,6475000000
2010-12-31,19544000000,31361000000,11817000000,2088000000,29273000000,746000000,2223000000
2011-03-31,18434000000,31247000000,12813000000,5808000000,25439000000,846000000,6056000000
2011-06-30,18739000000,31495000000,12756000000,6165000000,25330000000,848000000,6332000000
2011-09-30,18822000000,31478000000,12656000000,6235000000,25243000000,889000000,6411000000
2011-12-31,15824000000,32503000000,16679000000,-8990000000,41493000000,952000000,-8788000000
2012-03-31,19005000000,31822000000,12817000000,6101000000,25721000000,859000000,6308000000
2012-06-30,19321000000,31575000000,12254000000,6817000000,24758000000,941000000,6909000000
2012-09-30,18857000000,31459000000,12602000000,6037000000,25422000000,824000000,6200000000
2012-12-31,15023000000,32578000000,17555000000,-5958000000,38536000000,820000000,-5809000000
2013-03-31,18802000000,31356000000,12554000000,5940000000,25416000000,827000000,6084000000
2013-06-30,18805000000,32075000000,13270000000,6113000000,25962000000,825000000,6561000000
2013-09-30,18755000000,32158000000,13403000000,6188000000,25970000000,829000000,6238000000
2013-12-31,20926000000,33163000000,12237000000,12238000000,20925000000,1459000000,12634000000
2014-03-31,19155000000,32476000000,13321000000,6335000000,26198000000,860000000,6465000000
2014-06-30,18363000000,32575000000,14212000000,5739000000,26959000000,881000000,6989000000
2014-09-30,18416000000,32957000000,14541000000,5607000000,8475000000,1016000000,5590000000
2014-12-31,15902000000,34439000000,18537000000,-5469000000,15605000000,856000000,-5438000000
2015-03-31,17995000000,32576000000,14581000000,5557000000,8246000000,899000000,5551000000
2015-06-30,17875000000,33015000000,15140000000,5773000000,7467000000,932000000,5752000000
2015-09-30,20770000000,39091000000,18321000000,5923000000,9107000000,1146000000,5797000000
2015-12-31,42119000000,42119000000,26387000000,7532000000,18730000000,1143000000,7370000000
2016-03-31,22698000000,40535000000,17837000000,7131000000,8815000000,1207000000,7132000000
2016-06-30,22097000000,40520000000,18423000000,6560000000,8909000000,1258000000,6572000000
2016-09-30,22351000000,40890000000,18539000000,6408000000,9013000000,1224000000,6327000000
2016-12-31,41841000000,41841000000,25010000000,4248000000,15608000000,1221000000,4334000000
2017-03-31,21813000000,38038000000,17552000000,6201000000,8880000000,1293000000,7759000000
2017-06-30,22506000000,38986000000,17331000000,6466000000,8113000000,1395000000,8583000000
2017-09-30,21920000000,45739000000,17748000000,7269000000,8317000000,1686000000,8255000000
2017-12-31,41676000000,41676000000,24423000000,1281000000,15052000000,1926000000,544000000
2018-03-31,22209000000,38038000000,15829000000,6201000000,8335000000,1771000000,7815000000
2018-06-30,22670000000,38986000000,16316000000,6466000000,8684000000,2023000000,8687000000
2018-09-30,27490000000,45739000000,18249000000,7269000000,9598000000,2051000000,8160000000
2018-12-31,47993000000,47993000000,19277000000,6160000000,11137000000,2112000000,7585000000
2019-03-31,-20375000000,44827000000,18234000000,7233000000,10241000000,2141000000,7260000000
2019-06-30,26392000000,44957000000,18565000000,7500000000,9844000000,2149000000,6961000000
2019-09-30,26333000000,44588000000,18255000000,7901000000,9651000000,2083000000,6720000000
2019-12-31,46821000000,46821000000,26791000000,5321000000,19065000000,2049000000,4877000000
2020-03-31,25647000000,42779000000,17132000000,7486000000,9570000000,2018000000,7930000000
2020-06-30,20611000000,40950000000,20339000000,3532000000,12223000000,2041000000,4257000000
2020-09-30,24550000000,42340000000,17790000000,6132000000,9415000000,1972000000,5554000000
2020-12-31,11027000000,16981000000,34664000000,-8778000000,26949000000,1894000000,-14022000000
2021-03-31,26495000000,35877000000,17444000000,7194000000,9772000000,1870000000,11542000000
2021-06-30,26459000000,35740000000,17586000000,7572000000,9431000000,1684000000,4361000000
2021-09-30,23007000000,31326000000,16915000000,6237000000,9266000000,1667000000,8841000000
2021-12-31,31095000000,31095000000,21775000000,4894000000,14722000000,1663000000,7608000000
2022-03-31,21484000000,29712000000,16621000000,5537000000,9875000000,1722000000,7876000000
2022-06-30,15522000000,29643000000,14121000000,4956000000,7314000000,1502000000,7168000000
2022-09-30,16025000000,30043000000,14018000000,6012000000,7257000000,1420000000,8354000000
2022-12-31,31343000000,31343000000,38955000000,-21092000000,32925000000,1560000000,-22034000000
2023-03-31,16234000000,30139000000,13905000000,6002000000,7709000000,1708000000,7250000000
2023-06-30,16075000000,29917000000,13842000000,6406000000,7071000000,1608000000,7500000000
2023-09-30,30190000000,30350000000,160000000,5782000000,7264000000,1662000000,6311000000
