Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2011-06-30,685000000,895000000,210000000,407000000,278000000,None,407000000
2011-09-30,718000000,954000000,236000000,414000000,304000000,None,414000000
2011-12-31,884000000,1131000000,247000000,547000000,337000000,None,547000000
2012-03-31,781000000,1058000000,277000000,381000000,400000000,None,381000000
2012-06-30,817000000,1184000000,367000000,-743000000,1578000000,10000000,-755000000
2012-09-30,940000000,1262000000,322000000,377000000,605000000,11000000,383000000
2012-12-31,1188000000,1585000000,397000000,523000000,707000000,16000000,521000000
2013-03-31,1045000000,1458000000,413000000,373000000,711000000,15000000,368000000
2013-06-30,1348000000,1813000000,465000000,562000000,893000000,14000000,559000000
2013-09-30,1509000000,2016000000,507000000,736000000,831000000,21000000,747000000
2013-12-31,2095000000,2586000000,491000000,1132000000,1025000000,6000000,1136000000
2014-03-31,2040000000,2502000000,462000000,1075000000,1006000000,None,1075000000
2014-06-30,2437000000,2910000000,473000000,1390000000,1088000000,None,1390000000
2014-09-30,2638000000,3203000000,565000000,1397000000,1300000000,None,1397000000
2014-12-31,3199000000,3851000000,652000000,1133000000,2263000000,None,1133000000
2015-03-31,2889000000,3543000000,654000000,933000000,2135000000,None,933000000
2015-06-30,3374000000,4042000000,668000000,1273000000,2281000000,None,1273000000
2015-09-30,3781000000,4501000000,720000000,1459000000,2502000000,None,1459000000
2015-12-31,5017000000,5841000000,824000000,2560000000,2692000000,None,2560000000
2016-03-31,4544000000,5382000000,838000000,2010000000,2715000000,None,2010000000
2016-06-30,5519000000,6436000000,917000000,2734000000,2967000000,None,2734000000
2016-09-30,6024000000,7011000000,987000000,3117000000,3097000000,None,3117000000
2016-12-31,7762000000,8809000000,1047000000,4567000000,3459000000,None,4567000000
2017-03-31,6873000000,8032000000,1159000000,3327000000,3721000000,None,3327000000
2017-06-30,8084000000,9321000000,1237000000,4401000000,3857000000,None,4401000000
2017-09-30,8880000000,10328000000,1448000000,5122000000,3931000000,None,5122000000
2017-12-31,11361000000,12972000000,1611000000,7352000000,4227000000,None,7352000000
2018-03-31,10039000000,11966000000,1927000000,5449000000,4759000000,None,5449000000
2018-06-30,11017000000,13231000000,2214000000,5863000000,5312000000,None,5863000000
2018-09-30,11309000000,13727000000,2418000000,5781000000,5684000000,None,5781000000
2018-12-31,13896000000,16692000000,2796000000,7820000000,6532000000,None,7820000000
2019-03-31,12261000000,15077000000,2816000000,3317000000,9100000000,2000000,3317000000
2019-06-30,13576000000,16883000000,3307000000,4626000000,9156000000,3000000,4626000000
2019-09-30,14493000000,17648000000,3155000000,7185000000,7508000000,4000000,7185000000
2019-12-31,17475000000,20966000000,3491000000,8858000000,8893000000,11000000,8858000000
2020-03-31,14275000000,17734000000,3459000000,5893000000,8753000000,3000000,5893000000
2020-06-30,14854000000,18683000000,3829000000,5963000000,9073000000,4000000,5963000000
2020-09-30,17272000000,21466000000,4194000000,8040000000,9424000000,4000000,8040000000
2020-12-31,22730000000,27940000000,5210000000,12775000000,10282000000,3000000,12775000000
2021-03-31,21036000000,26167000000,5131000000,11378000000,9861000000,4000000,11378000000
2021-06-30,23674000000,29073000000,5399000000,12367000000,11516000000,4000000,12367000000
2021-09-30,23235000000,29006000000,5771000000,10423000000,13028000000,4000000,10423000000
2021-12-31,27179000000,33527000000,6348000000,12585000000,14873000000,4000000,12585000000
2022-03-31,21899000000,27904000000,6005000000,8524000000,13517000000,4000000,8524000000
2022-06-30,23626000000,28818000000,5192000000,8358000000,15420000000,4000000,8358000000
2022-09-30,21994000000,27710000000,5716000000,5664000000,17237000000,4000000,5664000000
2022-12-31,23584000000,31920000000,8336000000,6399000000,17159000000,164000000,6399000000
2023-03-31,22483000000,28591000000,6108000000,7227000000,16231000000,54000000,7227000000
2023-06-30,25939000000,31884000000,5945000000,9392000000,16787000000,115000000,9392000000
2023-09-30,27799000000,34009000000,6210000000,13748000000,14300000000,137000000,13748000000
