Time,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,interestAndDebtExpense,ebit
2008-06-30,18399000000,18399000000,1697000000,11002000000,413000000,None,11002000000
2008-09-30,14737000000,14737000000,1878000000,7536000000,453000000,None,6726000000
2008-12-31,17226000000,17226000000,15112000000,8612000000,-8614000000,None,7782000000
2009-03-31,25025000000,25025000000,2031000000,8026000000,384000000,None,7615000000
2009-06-30,12103000000,25623000000,13520000000,4504000000,11478000000,3879000000,7951000000
2009-09-30,13167000000,26622000000,13455000000,5162000000,11528000000,3523000000,8662000000
2009-12-31,11160000000,23164000000,12004000000,5256000000,9141000000,3237000000,7113000000
2010-03-31,11547000000,27671000000,16124000000,3445000000,11237000000,3135000000,7672000000
2010-06-30,10470000000,25101000000,14631000000,1199000000,12154000000,3032000000,10139000000
2010-09-30,9426000000,23824000000,14398000000,396000000,12003000000,3104000000,9307000000
2010-12-31,6848000000,26098000000,19250000000,4653000000,5630000000,3510000000,10522000000
2011-03-31,8030000000,25221000000,17191000000,-1109000000,12615000000,3542000000,11599000000
2011-06-30,9937000000,26779000000,16842000000,490000000,13139000000,3796000000,11923000000
2011-09-30,8229000000,23763000000,15534000000,-767000000,12306000000,3343000000,9161000000
2011-12-31,4738000000,21471000000,16733000000,-3645000000,11281000000,2923000000,7670000000
2012-03-31,-603000000,26052000000,18345000000,-11057000000,13489000000,3035000000,10016000000
2012-06-30,7214000000,22180000000,14966000000,-2182000000,12265000000,2953000000,9953000000
2012-09-30,9775000000,25146000000,15371000000,-805000000,13125000000,2653000000,10639000000
2012-12-31,7606000000,23653000000,16047000000,-2746000000,12809000000,2512000000,9352000000
2013-03-31,9699000000,25122000000,15423000000,-1689000000,13731000000,2494000000,11514000000
2013-06-30,9345000000,25211000000,15866000000,-1675000000,13363000000,2441000000,11666000000
2013-09-30,-509000000,23117000000,23626000000,-10819000000,12697000000,2387000000,2325000000
2013-12-31,7604000000,23917000000,15552000000,-2695000000,12654000000,2355000000,10520000000
2014-03-31,8357000000,22993000000,14636000000,-2530000000,13013000000,2126000000,9855000000
2014-06-30,9023000000,24454000000,15431000000,-1676000000,12762000000,2063000000,10618000000
2014-09-30,7691000000,24246000000,16555000000,-5151000000,12842000000,1819000000,9733000000
2014-12-31,6263000000,23419000000,16249000000,-7842000000,14105000000,1889000000,8390000000
2015-03-31,7734000000,25954000000,15842000000,-4958000000,12692000000,1888000000,10112000000
2015-06-30,7946000000,25642000000,15435000000,-4580000000,12526000000,1830000000,10207000000
2015-09-30,6584000000,24595000000,16050000000,-5727000000,12311000000,1815000000,8545000000
2015-12-31,8438000000,24815000000,15514000000,-5058000000,13496000000,1930000000,9301000000
2016-03-31,6369000000,25411000000,15661000000,-6043000000,12412000000,2172000000,9750000000
2016-06-30,8589000000,26846000000,15040000000,-3695000000,12284000000,2466000000,11806000000
2016-09-30,8376000000,27140000000,15734000000,-4352000000,12728000000,2467000000,11406000000
2016-12-31,11202000000,26990000000,14697000000,-2737000000,13939000000,2713000000,11392000000
2017-03-31,7850000000,27917000000,16334000000,-5614000000,13464000000,2978000000,11319000000
2017-06-30,9407000000,29173000000,15721000000,-3542000000,12949000000,3442000000,13191000000
2017-09-30,9032000000,29467000000,15770000000,-3824000000,12856000000,3889000000,13445000000
2017-12-31,9611000000,28022000000,15899000000,-4865000000,14476000000,3966000000,11819000000
2018-03-31,10544000000,32290000000,17245000000,-4251000000,14795000000,4383000000,15045000000
2018-06-30,10474000000,32834000000,17181000000,-3937000000,14411000000,5384000000,15653000000
2018-09-30,10773000000,32791000000,16571000000,4636000000,6137000000,5932000000,16220000000
2018-12-31,8938000000,32110000000,17268000000,821000000,8117000000,6684000000,15088000000
2019-03-31,10744000000,36059000000,17890000000,4475000000,6269000000,7441000000,18169000000
2019-06-30,11271000000,35952000000,17490000000,4690000000,6581000000,7205000000,18547000000
2019-09-30,12355000000,36184000000,17936000000,5740000000,6615000000,6893000000,18298000000
2019-12-31,7444000000,34367000000,17766000000,415000000,7029000000,5761000000,16647000000
2020-03-31,-2528000000,33008000000,25135000000,-9256000000,6728000000,4722000000,7932000000
2020-06-30,-2451000000,35334000000,27415000000,-8719000000,6268000000,2259000000,7919000000
2020-09-30,13453000000,30942000000,17486000000,6575000000,6878000000,1687000000,13456000000
2020-12-31,26948000000,30627000000,14159000000,19936000000,7012000000,1292000000,16468000000
2021-03-31,24269000000,33648000000,14569000000,17653000000,6616000000,1382000000,19079000000
2021-06-30,19727000000,31832000000,15382000000,12953000000,6774000000,1353000000,16450000000
2021-09-30,17881000000,31047000000,15536000000,10988000000,6893000000,1400000000,15511000000
2021-12-31,-2315000000,30675000000,16600000000,-9765000000,7450000000,1418000000,14075000000
2022-03-31,10828000000,32341000000,20654000000,3723000000,7105000000,1624000000,11687000000
2022-06-30,11842000000,34233000000,19850000000,4914000000,6928000000,3518000000,14383000000
2022-09-30,12373000000,40809000000,20715000000,5242000000,7131000000,8093000000,20094000000
2022-12-31,11123000000,47409000000,21310000000,3882000000,7241000000,12862000000,26099000000
2023-03-31,15582000000,54642000000,22382000000,8614000000,6968000000,16293000000,32260000000
2023-06-30,16513000000,61172000000,23721000000,8474000000,8039000000,19865000000,37451000000
2023-09-30,17145000000,61704000000,23141000000,8907000000,8238000000,21830000000,38563000000
