Time,operatingCashflow
2008-06-30,3516000000
2008-09-30,2003000000
2008-12-31,833000000
2009-03-31,1427000000
2009-06-30,3146000000
2009-09-30,1846000000
2009-12-31,1465000000
2010-03-31,1974000000
2010-06-30,3465000000
2010-09-30,2417000000
2010-12-31,1581000000
2011-03-31,2395000000
2011-06-30,4120000000
2011-09-30,3053000000
2011-12-31,961000000
2012-03-31,1898000000
2012-06-30,3480000000
2012-09-30,2393000000
2012-12-31,1650000000
2013-03-31,1363000000
2013-06-30,3137000000
2013-09-30,3315000000
2013-12-31,2320000000
2014-03-31,715000000
2014-06-30,2705000000
2014-09-30,2965000000
2014-12-31,1354000000
2015-03-31,-375000000
2015-06-30,3675000000
2015-09-30,2693000000
2015-12-31,1872000000
2016-03-31,462000000
2016-06-30,2374000000
2016-09-30,3092000000
2016-12-31,2149000000
2017-03-31,843000000
2017-06-30,3228000000
2017-09-30,1920000000
2017-12-31,2921000000
2018-03-31,1380000000
2018-06-30,3993000000
2018-09-30,1683000000
2018-12-31,2422000000
2019-03-31,1241000000
2019-06-30,3442000000
2019-09-30,2083000000
2019-12-31,3324000000
2020-03-31,1111000000
2020-06-30,1925000000
2020-09-30,3614000000
2020-12-31,3162000000
2021-03-31,435000000
2021-06-30,3630000000
2021-09-30,3870000000
2021-12-31,4032000000
2022-03-31,1118000000
2022-06-30,3524000000
2022-09-30,3068000000
2022-12-31,3093000000
2023-03-31,-955000000
2023-06-30,3442000000
2023-09-30,3415000000
