epoch,stock,avg_loss,model_name,arch,n_qubits,n_qlayers,lr,lookback,batch_size,n_epoch,seed
1,NVDA,0.5334812964905392,QRNN,1.1,4,2,0.030000,10,16,50,5
1,DIS,0.3618071133440191,QRNN,1.1,4,2,0.030000,10,16,50,5
1,KO,0.04927135195413774,QRNN,1.1,4,2,0.030000,10,16,50,5
1,MO,0.1827380501411178,QRNN,1.1,4,2,0.030000,10,16,50,5
1,BABA,0.13225079835815864,QRNN,1.1,4,2,0.030000,10,16,50,5
1,MA,0.08489117441190915,QRNN,1.1,4,2,0.030000,10,16,50,5
1,V,0.0778709165751934,QRNN,1.1,4,2,0.030000,10,16,50,5
1,JPM,0.14016302454877982,QRNN,1.1,4,2,0.030000,10,16,50,5
1,PG,0.07675425623628226,QRNN,1.1,4,2,0.030000,10,16,50,5
1,TSM,0.17398993704806676,QRNN,1.1,4,2,0.030000,10,16,50,5
1,META,0.19991634515198795,QRNN,1.1,4,2,0.030000,10,16,50,5
1,TSLA,0.34793661670251325,QRNN,1.1,4,2,0.030000,10,16,50,5
1,MSFT,0.14217360249974512,QRNN,1.1,4,2,0.030000,10,16,50,5
1,AAPL,0.09761394289406863,QRNN,1.1,4,2,0.030000,10,16,50,5
1,ABBV,0.03118236348117617,QRNN,1.1,4,2,0.030000,10,16,50,5
1,PEP,0.056863331320610916,QRNN,1.1,4,2,0.030000,10,16,50,5
1,CRM,0.2769427712668072,QRNN,1.1,4,2,0.030000,10,16,50,5
1,PFE,0.1714342866431583,QRNN,1.1,4,2,0.030000,10,16,50,5
1,NFLX,0.3282665644179691,QRNN,1.1,4,2,0.030000,10,16,50,5
1,AMD,0.2542536306110295,QRNN,1.1,4,2,0.030000,10,16,50,5
1,ABT,0.2305171178145842,QRNN,1.1,4,2,0.030000,10,16,50,5
1,PM,0.07728098104284568,QRNN,1.1,4,2,0.030000,10,16,50,5
1,BA,0.12325452217324213,QRNN,1.1,4,2,0.030000,10,16,50,5
1,NKE,0.1410962695425207,QRNN,1.1,4,2,0.030000,10,16,50,5
1,GS,0.12860230187123473,QRNN,1.1,4,2,0.030000,10,16,50,5
1,T,0.1287806470963088,QRNN,1.1,4,2,0.030000,10,16,50,5
1,C,0.17923493446274238,QRNN,1.1,4,2,0.030000,10,16,50,5
1,MU,0.29019205475395377,QRNN,1.1,4,2,0.030000,10,16,50,5
2,NVDA,0.20790077779780736,QRNN,1.1,4,2,0.029420,10,16,50,5
2,DIS,0.2402243282307278,QRNN,1.1,4,2,0.029420,10,16,50,5
2,KO,0.028767793566327204,QRNN,1.1,4,2,0.029420,10,16,50,5
2,MO,0.15768585387956013,QRNN,1.1,4,2,0.029420,10,16,50,5
2,BABA,0.11902248656207864,QRNN,1.1,4,2,0.029420,10,16,50,5
2,MA,0.07841348241675984,QRNN,1.1,4,2,0.029420,10,16,50,5
